"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"588","코스피","069960","현대백화점","유통업",61900,2800,1448611097900
"589","코스피","067830","세이브존I&C","유통업",3190,-140,130920455050
"590","코스피","008775","호텔신라우","유통업",67500,300,50751832500
"591","코스피","008770","호텔신라","유통업",75300,400,2955383511300
"592","코스피","004080","신흥","유통업",9100,0,8.736e+10
"593","코스피","037710","광주신세계","유통업",164000,1500,2.624e+11
"594","코스피","009810","엔케이물산","유통업",400,6,33431371200
"595","코스피","047050","포스코인터내셔널","유통업",14050,250,1733420843450
"596","코스피","018670","SK가스","유통업",119000,-5000,1098399036000
"597","코스피","017940","E1","유통업",49000,1300,3.3614e+11
"598","코스피","013000","세우글로벌","유통업",3245,60,93147825595
"599","코스피","011760","현대상사","유통업",14300,0,189174213800
"600","코스피","008600","윌비스","유통업",1250,5,81118401250
"601","코스피","006370","대구백화점","유통업",8130,180,87979697430
"602","코스피","005440","현대그린푸드","유통업",7380,-20,721059077160
"603","코스피","005390","신성통상","유통업",1620,-40,232807591800
"604","코스피","005320","국동","유통업",3900,-180,150776121600
"605","코스피","004270","남성","유통업",3665,-140,132717566400
"606","코스피","004170","신세계","유통업",215000,3500,2116713915000
"607","코스피","004060","SG세계물산","유통업",586,-7,118621026560
"608","코스피","003010","혜인","유통업",5230,-170,66487666810
"609","코스피","002810","삼영무역","유통업",13800,-150,254843882400
"610","코스피","001745","SK네트웍스우","유통업",121500,-10500,13808232000
"611","코스피","001740","SK네트웍스","유통업",4520,-55,1121808164440
"612","코스피","001250","GS글로벌","유통업",1650,-40,136180710600
"613","코스피","001120","LG상사","유통업",15150,0,5.87214e+11
"614","코스피","000680","LS네트웍스","유통업",2095,-15,165092318520
"615","코스피","003480","한진중공업홀딩스","전기가스업",4050,-100,119595738600
"616","코스피","267290","경동도시가스","전기가스업",20900,350,123213985400
"617","코스피","117580","대성에너지","전기가스업",5530,20,1.52075e+11
"618","코스피","071320","지역난방공사","전기가스업",35350,300,409308600400
"619","코스피","034590","인천도시가스","전기가스업",25800,300,112868653200
"620","코스피","036460","한국가스공사","전기가스업",29400,2400,2714002200000
"621","코스피","017390","서울가스","전기가스업",77500,0,3.875e+11
"622","코스피","015760","한국전력","전기가스업",21750,450,13962718674750
"623","코스피","015350","부산가스","전기가스업",51400,200,5.654e+11
"624","코스피","004690","삼천리","전기가스업",78800,-200,319535970000
"625","코스피","010400","우진아이엔에스","건설업",7640,-60,58232080000
"626","코스피","294870","HDC현대산업개발","건설업",20000,-150,1318146600000
"627","코스피","039570","HDC아이콘트롤스","건설업",9600,-150,1.58016e+11
"628","코스피","097230","한진중공업","건설업",8250,-60,687012818250
"629","코스피","023960","에쓰씨엔지니어링","건설업",1415,0,35398470605
"630","코스피","028100","동아지질","건설업",14650,-350,1.68475e+11
"631","코스피","002460","화성산업","건설업",12800,800,159370240000
"632","코스피","051600","한전KPS","건설업",27850,250,1.25325e+12
"633","코스피","002787","진흥기업2우B","건설업",14150,-1450,4171533200
"634","코스피","010960","삼호개발","건설업",4050,-5,1.0125e+11
"635","코스피","002995","금호산업우","건설업",33550,900,9805524300
"636","코스피","002990","금호산업","건설업",7020,170,257170146480
"637","코스피","002785","진흥기업우B","건설업",11300,-2700,9686563400
"638","코스피","034300","신세계건설","건설업",21500,-250,8.6e+10
"639","코스피","047040","대우건설","건설업",2900,20,1205305650200
"640","코스피","014790","한라","건설업",3275,10,127315435050
"641","코스피","013700","까뮤이앤씨","건설업",2040,80,92110651200
"642","코스피","013580","계룡건설","건설업",23000,1050,205410861000
"643","코스피","013360","일성건설","건설업",918,7,49594839840
"644","코스피","009415","태영건설우","건설업",15350,-2450,19987879700
"645","코스피","009410","태영건설","건설업",9720,-250,378099232560
"646","코스피","006360","GS건설","건설업",25600,100,2050503782400
"647","코스피","005965","동부건설우","건설업",28300,-1100,6388215600
"648","코스피","005960","동부건설","건설업",11050,-50,250853442450
"649","코스피","004960","한신공영","건설업",13700,150,158518617400
"650","코스피","003075","코오롱글로벌우","건설업",36700,-4200,11479870100
"651","코스피","003070","코오롱글로벌","건설업",19400,-850,489082497200
"652","코스피","002780","진흥기업","건설업",2430,-95,353496340350
"653","코스피","002410","범양건영","건설업",5500,-110,136575901000
"654","코스피","001880","대림건설","건설업",24400,-450,538100129600
"655","코스피","001470","삼부토건","건설업",2525,65,347304579200
"656","코스피","001260","남광토건","건설업",9970,-130,97991251670
"657","코스피","000725","현대건설우","건설업",185500,3500,18337788000
"658","코스피","000720","현대건설","건설업",31100,950,3463164291500
"659","코스피","000215","대림산업우","건설업",44050,1350,1.6739e+11
"660","코스피","000210","대림산업","건설업",82600,900,2.87448e+12
"661","코스피","18064K","한진칼우","운수창고업",50000,0,26838300000
"662","코스피","180640","한진칼","운수창고업",76100,1200,4502871929900
"663","코스피","298690","에어부산","운수창고업",3605,-110,187712350000
"664","코스피","091810","티웨이항공","운수창고업",2485,-15,116732407820
"665","코스피","272450","진에어","운수창고업",8940,0,2.682e+11
"666","코스피","089590","제주항공","운수창고업",13550,-250,521669783250
"667","코스피","129260","인터지스","운수창고업",2690,-10,80021781060
"668","코스피","020560","아시아나항공","운수창고업",4165,-115,929774999510
"669","코스피","044450","KSS해운","운수창고업",9560,100,221657012800
"670","코스피","028670","팬오션","운수창고업",3600,-150,1924449145200
"671","코스피","086280","현대글로비스","운수창고업",184500,5000,6.91875e+12
"672","코스피","084670","동양고속","운수창고업",26000,-100,75284794000
"673","코스피","014130","한익스프레스","운수창고업",5180,-240,6.216e+10
"674","코스피","011200","HMM","운수창고업",7090,-180,2316489630070
"675","코스피","009180","한솔로지스틱스","운수창고업",2000,-40,54954850000
"676","코스피","009070","KCTC","운수창고업",2485,-35,7.455e+10
"677","코스피","005880","대한해운","운수창고업",1640,-30,400604587600
"678","코스피","005430","한국공항","운수창고업",31050,0,98315322750
"679","코스피","004365","세방우","운수창고업",5930,-60,21877252500
"680","코스피","004360","세방","운수창고업",9300,-110,179570817000
"681","코스피","004140","동방","운수창고업",1830,-70,66957053820
"682","코스피","003495","대한항공우","운수창고업",24500,-400,27214453000
"683","코스피","003490","대한항공","운수창고업",20350,-350,3545167659550
"684","코스피","003280","흥아해운","운수창고업",258,0,30117000222
"685","코스피","002320","한진","운수창고업",49550,3650,593344204800
"686","코스피","001140","국보","운수창고업",2160,-35,106653121200
"687","코스피","000650","천일고속","운수창고업",69900,2200,99902478000
"688","코스피","000120","CJ대한통운","운수창고업",181000,-500,4129034264000
"689","코스피","006490","인스코비","통신업",2520,-120,251108945640
"690","코스피","032640","LG유플러스","통신업",11550,0,5042861219550
"691","코스피","030200","KT","통신업",22900,50,5979460403200
"692","코스피","017670","SK텔레콤","통신업",234500,0,18934869229500
"693","코스피","36328K","티와이홀딩스우","금융업",28650,-1550,35965433700
"694","코스피","363280","티와이홀딩스","금융업",20700,-1150,776268671400
"695","코스피","012320","경동인베스트","금융업",27150,150,64210374450
"696","코스피","00104K","CJ4우(전환)","금융업",58700,400,248096254400
"697","코스피","004800","효성","금융업",77600,200,1635111540000
"698","코스피","316140","우리금융지주","금융업",8410,-60,6074271214030
"699","코스피","012630","HDC","금융업",10200,-150,609365554200
"700","코스피","003030","세아제강지주","금융업",43450,-200,179954996650
"701","코스피","192400","쿠쿠홀딩스","금융업",99600,-300,708398725200
"702","코스피","027410","BGF","금융업",4170,5,399139018470
"703","코스피","015360","예스코홀딩스","금융업",35550,400,2.133e+11
"704","코스피","006125","SK디스커버리우","금융업",53000,-1400,71998115000
"705","코스피","006120","SK디스커버리","금융업",62900,-1300,1197481079500
"706","코스피","00680K","미래에셋대우2우B","금융업",4455,10,6.237e+11
"707","코스피","00499K","롯데지주우","금융업",61000,-600,60245003000
"708","코스피","004990","롯데지주","금융업",28800,-100,3021386025600
"709","코스피","001800","오리온홀딩스","금융업",12100,-100,758009606200
"710","코스피","107590","미원홀딩스","금융업",57500,900,1.334e+11
"711","코스피","229640","LS전선아시아","금융업",7460,80,228461597340
"712","코스피","096760","JW홀딩스","금융업",5650,-130,375454675750
"713","코스피","084695","대상홀딩스우","금융업",8350,50,7627574700
"714","코스피","084690","대상홀딩스","금융업",9650,170,349450991700
"715","코스피","078935","GS우","금융업",29050,-250,51849195300
"716","코스피","078930","GS","금융업",33250,-800,3089436318500
"717","코스피","072710","농심홀딩스","금융업",73800,-500,342268902000
"718","코스피","060980","한라홀딩스","금융업",32200,150,337200654000
"719","코스피","044820","코스맥스비티아이","금융업",18400,-250,176712146400
"720","코스피","036530","S&T홀딩스","금융업",14250,-300,232330375500
"721","코스피","03473K","SK우","금융업",2e+05,-1000,1.13227e+11
"722","코스피","034730","SK","금융업",198000,-2000,13931338806000
"723","코스피","024720","한국콜마홀딩스","금융업",26400,-550,490425381600
"724","코스피","016880","웅진","금융업",1075,0,85331704750
"725","코스피","015860","일진홀딩스","금융업",4750,-60,234400544250
"726","코스피","013570","디와이","금융업",4280,-110,112648029240
"727","코스피","009970","영원무역홀딩스","금융업",36300,-300,494971989600
"728","코스피","009440","KC그린홀딩스","금융업",4140,-80,92880817200
"729","코스피","008930","한미사이언스","금융업",59900,3900,3954067825100
"730","코스피","007860","서연","금융업",8380,-200,196761092720
"731","코스피","007540","샘표","금융업",46450,-50,133580910000
"732","코스피","006840","AK홀딩스","금융업",17150,-550,227195671150
"733","코스피","006260","LS","금융업",56500,-700,1.8193e+12
"734","코스피","006200","한국전자홀딩스","금융업",810,-90,37910540160
"735","코스피","005810","풍산홀딩스","금융업",25300,0,198229725100
"736","코스피","005745","크라운해태홀딩스우","금융업",13850,-1450,8320055100
"737","코스피","005740","크라운해태홀딩스","금융업",9000,30,133626123000
"738","코스피","004840","DRB동일","금융업",6690,-80,133331700000
"739","코스피","004150","한솔홀딩스","금융업",3420,-50,143669333340
"740","코스피","003555","LG우","금융업",53000,-500,175677881000
"741","코스피","003550","LG","금융업",72000,-1400,12424113432000
"742","코스피","003090","대웅","금융업",25650,-1700,1491341787000
"743","코스피","002025","코오롱우","금융업",15450,-350,16630225500
"744","코스피","002020","코오롱","금융업",21150,-250,267048909900
"745","코스피","001045","CJ우","금융업",47450,-250,107247581350
"746","코스피","001040","CJ","금융업",80200,200,2339995239600
"747","코스피","000640","동아쏘시오홀딩스","금융업",114000,-3000,699765858000
"748","코스피","000590","CS홀딩스","금융업",55900,2400,64535543800
"749","코스피","000325","노루홀딩스우","금융업",17850,-50,3306712500
"750","코스피","000320","노루홀딩스","금융업",9130,-50,121348208630
"751","코스피","000240","한국테크놀로지그룹","금융업",16350,-100,1520879828550
"752","코스피","000145","하이트진로홀딩스우","금융업",15950,-300,7509419500
"753","코스피","000140","하이트진로홀딩스","금융업",16800,-500,389873652000
"754","코스피","000075","삼양홀딩스우","금융업",48200,100,14655595600
"755","코스피","000070","삼양홀딩스","금융업",61200,200,524133385200
"756","코스피","123890","한국자산신탁","금융업",3745,-5,464296681240
"757","코스피","034830","한국토지신탁","금융업",1755,-10,443118598650
"758","코스피","085620","미래에셋생명","금융업",3710,-60,656730061190
"759","코스피","175330","JB금융지주","금융업",4735,35,932714003090
"760","코스피","168490","한국패러랠","금융업",1930,5,154438600000
"761","코스피","152550","한국ANKOR유전","금융업",1650,10,1.15533e+11
"762","코스피","139130","DGB금융지주","금융업",6210,150,1050395622930
"763","코스피","138040","메리츠금융지주","금융업",9110,-90,1220842888340
"764","코스피","138930","BNK금융지주","금융업",5350,60,1743753566100
"765","코스피","032830","삼성생명","금융업",59000,-300,1.18e+13
"766","코스피","088350","한화생명","금융업",1510,-15,1311480300000
"767","코스피","082640","동양생명","금융업",3110,25,501825199350
"768","코스피","039490","키움증권","금융업",96800,700,2141094225600
"769","코스피","033660","아주캐피탈","금융업",12450,-250,716446330500
"770","코스피","105560","KB금융","금융업",39400,350,16382832048000
"771","코스피","094800","맵스리얼티1","금융업",4000,-40,371337324000
"772","코스피","088980","맥쿼리인프라","금융업",10950,0,3822035479200
"773","코스피","003547","대신증권2우B","금융업",9500,-40,9.5e+10
"774","코스피","029780","삼성카드","금융업",28800,-250,3336736060800
"775","코스피","096300","베트남개발1","금융업",279,-1,38412778869
"776","코스피","086790","하나금융지주","금융업",29100,-200,8737044004200
"777","코스피","024110","기업은행","금융업",8080,0,5968408028800
"778","코스피","071055","한국금융지주우","금융업",58400,100,342121858400
"779","코스피","071050","한국금융지주","금융업",67900,600,3783794856800
"780","코스피","030610","교보증권","금융업",6440,-50,416367226240
"781","코스피","055550","신한지주","금융업",27950,-100,13343241538250
"782","코스피","030210","KTB투자증권","금융업",2515,20,151689941380
"783","코스피","016610","DB금융투자","금융업",3865,-30,164055293485
"784","코스피","016360","삼성증권","금융업",32150,-300,2.870995e+12
"785","코스피","010050","우리종금","금융업",513,-1,345866347278
"786","코스피","008560","메리츠증권","금융업",3250,0,2196875612750
"787","코스피","006805","미래에셋대우우","금융업",5010,25,70519507500
"788","코스피","006800","미래에셋대우","금융업",8490,-50,5478736303920
"789","코스피","006220","제주은행","금융업",3105,-15,99759843270
"790","코스피","005945","NH투자증권우","금융업",7980,-30,150590324640
"791","코스피","005940","NH투자증권","금융업",9210,-110,2591775849270
"792","코스피","005830","DB손해보험","금융업",44450,50,3.14706e+12
"793","코스피","003690","코리안리","금융업",7540,90,907583134640
"794","코스피","003545","대신증권우","금융업",9990,20,2.5974e+11
"795","코스피","003540","대신증권","금융업",12300,100,624512820000
"796","코스피","003535","한화투자증권우","금융업",4760,-145,2.2848e+10
"797","코스피","003530","한화투자증권","금융업",1735,5,372240389625
"798","코스피","003475","유안타증권우","금융업",2245,50,28987915940
"799","코스피","003470","유안타증권","금융업",2705,-25,539908738080
"800","코스피","003465","유화증권우","금융업",2390,-20,41768655750
"801","코스피","003460","유화증권","금융업",2260,10,128147457900
"802","코스피","001755","한양증권우","금융업",16600,-1800,8.715e+09
"803","코스피","001750","한양증권","금융업",8480,-20,107937968320
"804","코스피","001725","신영증권우","금융업",46200,-450,325883850600
"805","코스피","001720","신영증권","금융업",45650,-750,428481719050
"806","코스피","001515","SK증권우","금융업",5830,290,22809956620
"807","코스피","001510","SK증권","금융업",698,-7,329867939358
"808","코스피","001500","현대차증권","금융업",10200,-50,299238532200
"809","코스피","001450","현대해상","금융업",23200,550,2.07408e+12
"810","코스피","001290","상상인증권","금융업",1000,-5,96108437000
"811","코스피","001275","부국증권우","금융업",19300,-50,5.79e+10
"812","코스피","001270","부국증권","금융업",20300,-50,210508685800
"813","코스피","001200","유진투자증권","금융업",3690,-20,357437082420
"814","코스피","000815","삼성화재우","금융업",139000,500,4.43688e+11
"815","코스피","000810","삼성화재","금융업",180500,500,8551158078500
"816","코스피","000547","흥국화재2우B","금융업",24900,-1700,3824640000
"817","코스피","000545","흥국화재우","금융업",14550,-1850,11174400000
"818","코스피","000540","흥국화재","금융업",2810,-120,180521832450
"819","코스피","000400","롯데손해보험","금융업",1600,-30,496538112000
"820","코스피","000370","한화손해보험","금융업",2735,-35,319280932525
"821","코스피","000060","메리츠화재","금융업",13600,50,1.546048e+12
"822","코스피","352820","빅히트","서비스업",200500,-57500,6786161496000
"823","코스피","357120","코람코에너지리츠","서비스업",4860,5,338353200000
"824","코스피","348950","제이알글로벌리츠","서비스업",5150,0,8.5284e+11
"825","코스피","357250","미래에셋맵스리츠","서비스업",4810,30,9.6681e+10
"826","코스피","350520","이지스레지던스리츠","서비스업",4995,10,1.02897e+11
"827","코스피","334890","이지스밸류리츠","서비스업",4870,65,1.1688e+11
"828","코스피","326030","SK바이오팜","서비스업",153500,1500,12021083875000
"829","코스피","037270","YG PLUS","서비스업",5610,-410,333382917450
"830","코스피","338100","NH프라임리츠","서비스업",4265,15,79584900000
"831","코스피","317400","자이에스앤디","서비스업",7850,10,210242782000
"832","코스피","330590","롯데리츠","서비스업",5270,30,906276018680
"833","코스피","036420","제이콘텐트리","서비스업",25800,350,422734831800
"834","코스피","101060","SBS미디어홀딩스","서비스업",1685,-65,235725080150
"835","코스피","012170","키위미디어그룹","서비스업",600,0,39708558600
"836","코스피","307950","현대오토에버","서비스업",68000,-2800,1.428e+12
"837","코스피","192080","더블유게임즈","서비스업",69000,-2000,1267840638000
"838","코스피","267850","아시아나IDT","서비스업",19500,-1100,2.1645e+11
"839","코스피","293940","신한알파리츠","서비스업",6820,20,356891438860
"840","코스피","286940","롯데정보통신","서비스업",33050,-1150,508848739550
"841","코스피","088260","이리츠코크렙","서비스업",5480,30,347111913200
"842","코스피","034310","NICE","서비스업",18200,50,689457860000
"843","코스피","284740","쿠쿠홈시스","서비스업",40850,-300,916564930500
"844","코스피","002030","아세아","서비스업",79500,-900,174186408000
"845","코스피","002620","제일파마홀딩스","서비스업",18200,-650,290715061000
"846","코스피","035720","카카오","서비스업",357500,-4500,31548595292500
"847","코스피","251270","넷마블","서비스업",136500,-500,11715476545500
"848","코스피","204210","모두투어리츠","서비스업",3015,-20,23597847225
"849","코스피","070960","용평리조트","서비스업",4345,-55,209139331885
"850","코스피","030790","비케이탑스","서비스업",6520,560,80097574080
"851","코스피","095570","AJ네트웍스","서비스업",3445,60,161302806275
"852","코스피","214320","이노션","서비스업",59000,-1700,1.18e+12
"853","코스피","210980","SK디앤디","서비스업",45050,-100,855506888200
"854","코스피","018260","삼성에스디에스","서비스업",173500,6000,13425048300000
"855","코스피","020120","키다리스튜디오","서비스업",8940,-170,165355089300
"856","코스피","181710","NHN","서비스업",73400,-900,1436072835000
"857","코스피","172580","하이골드12호","서비스업",2110,5,27523895000
"858","코스피","007120","미래아이앤지","서비스업",347,-2,44930999356
"859","코스피","037560","LG헬로비전","서비스업",3940,15,305140648100
"860","코스피","068400","SK렌터카","서비스업",8560,-200,306149598400
"861","코스피","155900","바다로19호","서비스업",2545,0,38684010180
"862","코스피","153360","하이골드3호","서비스업",1335,5,21559969650
"863","코스피","145270","케이탑리츠","서비스업",810,12,37441542870
"864","코스피","039130","하나투어","서비스업",40800,300,568718748000
"865","코스피","140910","에이리츠","서비스업",8230,30,31214538250
"866","코스피","053210","스카이라이프","서비스업",9260,-140,442831405160
"867","코스피","023350","한국종합기술","서비스업",4120,30,4.5114e+10
"868","코스피","126560","현대에이치씨엔","서비스업",3395,-70,383216043420
"869","코스피","058860","KTis","서비스업",2425,0,84394850000
"870","코스피","130660","한전산업","서비스업",3700,-75,1.2062e+11
"871","코스피","012030","DB","서비스업",698,2,140419405234
"872","코스피","058850","KTcs","서비스업",2010,-5,85796850000
"873","코스피","002150","도화엔지니어링","서비스업",7590,-160,255934800000
"874","코스피","031440","신세계푸드","서비스업",53600,-300,207564928000
"875","코스피","016710","대성홀딩스","서비스업",22350,150,359599408650
"876","코스피","000700","유수홀딩스","서비스업",5370,110,139844530440
"877","코스피","052690","한전기술","서비스업",16450,250,6.28719e+11
"878","코스피","114090","GKL","서비스업",12000,-100,742268040000
"879","코스피","053690","한미글로벌","서비스업",9390,460,102891394500
"880","코스피","015540","쎌마테라퓨틱스","서비스업",8040,410,91734020160
"881","코스피","000180","성창기업지주","서비스업",1730,-40,120670268000
"882","코스피","000157","두산2우B","서비스업",82600,-2200,73764938800
"883","코스피","000155","두산우","서비스업",39200,-500,156661310400
"884","코스피","000150","두산","서비스업",45250,-1100,747703533750
"885","코스피","035420","NAVER","서비스업",293500,1000,48211306432500
"886","코스피","100220","비상교육","서비스업",6540,-60,84998686140
"887","코스피","102260","동성코퍼레이션","서비스업",4055,-105,178391663660
"888","코스피","031820","콤텍시스템","서비스업",1600,-65,108562345600
"889","코스피","012510","더존비즈온","서비스업",105500,-500,3148852803000
"890","코스피","068290","삼성출판사","서비스업",21400,100,2.14e+11
"891","코스피","032350","롯데관광개발","서비스업",15250,100,1056453845500
"892","코스피","094280","효성ITX","서비스업",23400,-900,270461880000
"893","코스피","095720","웅진씽크빅","서비스업",2560,-10,300548075520
"894","코스피","011420","갤럭시아에스엠","서비스업",1650,20,45456912600
"895","코스피","035510","신세계 I&C","서비스업",136500,3500,2.3478e+11
"896","코스피","021240","코웨이","서비스업",78700,-800,5808030015300
"897","코스피","003560","IHQ","서비스업",1380,-25,201805332240
"898","코스피","084680","이월드","서비스업",3280,-30,338298862160
"899","코스피","079160","CJ CGV","서비스업",21700,-100,7.6167e+11
"900","코스피","078000","텔코웨어","서비스업",11800,-50,114491930800
"901","코스피","019685","대교우B","서비스업",2550,-30,49538824500
"902","코스피","019680","대교","서비스업",3895,-25,329917600750
"903","코스피","015020","이스타코","서비스업",635,-21,27210766000
"904","코스피","035250","강원랜드","서비스업",22050,50,4717388025000
"905","코스피","072130","유엔젤","서비스업",4565,-255,60237247510
"906","코스피","034120","SBS","서비스업",15500,-100,282915021000
"907","코스피","036570","엔씨소프트","서비스업",767000,17000,16838734874000
"908","코스피","005257","녹십자홀딩스2우","서비스업",130500,-2000,110401695000
"909","코스피","005250","녹십자홀딩스","서비스업",22000,-350,1034620620000
"910","코스피","035000","지투알","서비스업",5260,10,87144571340
"911","코스피","030000","제일기획","서비스업",22300,-350,2565419317500
"912","코스피","028050","삼성엔지니어링","서비스업",10900,600,2.1364e+12
"913","코스피","023590","다우기술","서비스업",19950,-500,895089009150
"914","코스피","012750","에스원","서비스업",85300,-100,3241329883400
"915","코스피","002420","세기상사","서비스업",61600,0,25107667200
"916","코스닥","339950","아이비김영","기타서비스",1560,-70,64950217800
"917","코스닥","323990","박셀바이오","기타서비스",22550,-1150,169643650000
"918","코스닥","291650","압타머사이언스","기타서비스",21400,-650,181175096400
"919","코스닥","347740","피엔케이피부임상연구센타","기타서비스",21400,-650,160556581600
"920","코스닥","273060","와이즈버즈","기타서비스",1730,-40,82266641560
"921","코스닥","950200","소마젠(Reg.S)","기타서비스",12900,-400,244152146700
"922","코스닥","284620","카이노스메드","기타서비스",4300,-155,450711736900
"923","코스닥","169330","엠브레인","기타서비스",7360,-200,66007858240
"924","코스닥","223250","드림씨아이에스","기타서비스",19250,200,107142997500
"925","코스닥","237820","플레이디","기타서비스",8840,-170,113391917600
"926","코스닥","270520","지엔원에너지","기타서비스",2900,-175,88110163500
"927","코스닥","311690","천랩","기타서비스",44850,-1700,173634442800
"928","코스닥","235980","메드팩토","기타서비스",120700,3600,2454415429400
"929","코스닥","278650","노터스","기타서비스",24450,150,185926797600
"930","코스닥","321550","티움바이오","기타서비스",14550,-400,341515068300
"931","코스닥","293780","압타바이오","기타서비스",36800,800,408304574400
"932","코스닥","072520","제넨바이오","기타서비스",4750,-165,459179911250
"933","코스닥","299660","셀리드","기타서비스",47500,-1750,458312870000
"934","코스닥","104620","노랑풍선","기타서비스",18700,350,89117655000
"935","코스닥","217330","싸이토젠","기타서비스",34550,-50,194650001200
"936","코스닥","268600","셀리버리","기타서비스",198300,-1200,1617554318100
"937","코스닥","226950","올릭스","기타서비스",62500,-1500,410557562500
"938","코스닥","245620","EDGC","기타서비스",12200,-550,523557192800
"939","코스닥","038870","에코바이오","기타서비스",11100,850,128882033400
"940","코스닥","038340","UCI","기타서비스",2720,-170,100603796800
"941","코스닥","054800","아이디스홀딩스","기타서비스",13200,0,136590379200
"942","코스닥","151860","KG ETS","기타서비스",4275,-75,1.539e+11
"943","코스닥","215380","우정바이오","기타서비스",8750,-100,105813102500
"944","코스닥","217600","켐온","기타서비스",3410,305,217767169400
"945","코스닥","215600","신라젠","기타서비스",12100,0,866567212500
"946","코스닥","216050","인크로스","기타서비스",40800,-1550,328716501600
"947","코스닥","072990","에이치시티","기타서비스",11750,50,81399300000
"948","코스닥","204840","지엘팜텍","기타서비스",916,-23,42189260820
"949","코스닥","230360","에코마케팅","기타서비스",25050,-750,811566743700
"950","코스닥","142760","바이오리더스","기타서비스",5800,-160,111276045000
"951","코스닥","144510","녹십자랩셀","기타서비스",47500,-450,501317565000
"952","코스닥","180400","캔서롭","기타서비스",7740,0,178624199880
"953","코스닥","094850","참좋은여행","기타서비스",5460,-40,7.644e+10
"954","코스닥","225330","씨엠에스에듀","기타서비스",5970,-30,111248729160
"955","코스닥","115180","큐리언트","기타서비스",33250,-350,286800069500
"956","코스닥","047920","메디포럼제약","기타서비스",18900,300,344497538700
"957","코스닥","133750","메가엠디","기타서비스",3690,-190,86372114130
"958","코스닥","185490","아이진","기타서비스",11750,-400,135716953250
"959","코스닥","215200","메가스터디교육","기타서비스",34500,500,408544860000
"960","코스닥","141080","레고켐바이오","기타서비스",54900,-3800,1300240949400
"961","코스닥","187220","디티앤씨","기타서비스",6300,-100,68994494100
"962","코스닥","084650","랩지노믹스","기타서비스",34550,-1650,387577063000
"963","코스닥","196170","알테오젠","기타서비스",170000,0,4.774093e+12
"964","코스닥","043910","자연과환경","기타서비스",1370,-55,72814619090
"965","코스닥","090850","이지웰","기타서비스",9400,-50,223215793400
"966","코스닥","168330","내츄럴엔도텍","기타서비스",2525,0,52181200550
"967","코스닥","089600","나스미디어","기타서비스",31950,-600,279712377450
"968","코스닥","045100","한양이엔지","기타서비스",10800,-150,1.944e+11
"969","코스닥","057030","YBM넷","기타서비스",8130,-610,132622226610
"970","코스닥","037350","성도이엔지","기타서비스",4195,-125,64896650000
"971","코스닥","035610","솔본","기타서비스",4370,-200,119502006890
"972","코스닥","022100","포스코 ICT","기타서비스",7020,-450,1067283797580
"973","코스닥","140410","메지온","기타서비스",168600,-1800,1467823507200
"974","코스닥","127120","디엔에이링크","기타서비스",24200,-1000,335864346400
"975","코스닥","130580","나이스디앤비","기타서비스",10000,10,1.54e+11
"976","코스닥","123570","이엠넷","기타서비스",4510,-90,100465111780
"977","코스닥","032860","글로스퍼랩스","기타서비스",407,0,29938447880
"978","코스닥","046120","오르비텍","기타서비스",4655,-205,110745117315
"979","코스닥","109820","진매트릭스","기타서비스",15400,-200,306109403600
"980","코스닥","095700","제넥신","기타서비스",130000,-6100,3153853690000
"981","코스닥","067630","에이치엘비생명과학","기타서비스",25300,1250,1190882460900
"982","코스닥","092130","이크레더블","기타서비스",24150,300,290852940000
"983","코스닥","096240","청담러닝","기타서비스",21100,-450,161935136100
"984","코스닥","040420","정상제이엘에스","기타서비스",6180,-50,96887271360
"985","코스닥","080160","모두투어","기타서비스",13000,250,2.457e+11
"986","코스닥","039310","세중","기타서비스",2510,-75,45485384170
"987","코스닥","038390","레드캡투어","기타서비스",16600,-800,142585368000
"988","코스닥","020710","시공테크","기타서비스",4780,5,95829296600
"989","코스닥","086040","바이오톡스텍","기타서비스",12800,700,187201574400
"990","코스닥","083790","크리스탈지노믹스","기타서비스",15800,-350,721320465200
"991","코스닥","084990","헬릭스미스","기타서비스",30750,-500,823045705500
"992","코스닥","067900","와이엔텍","기타서비스",11500,-350,209296078500
"993","코스닥","050540","한국코퍼레이션","기타서비스",282,0,14321537226
"994","코스닥","029960","코엔텍","기타서비스",8440,-110,4.22e+11
"995","코스닥","068930","디지털대성","기타서비스",6560,-70,149000382880
"996","코스닥","060150","인선이엔티","기타서비스",9320,-120,357806748240
"997","코스닥","034950","한국기업평가","기타서비스",92800,400,421359699200
"998","코스닥","049720","고려신용정보","기타서비스",5440,0,7.7792e+10
"999","코스닥","054930","유신","기타서비스",13900,-200,4.17e+10
"1000","코스닥","039830","오로라","기타서비스",9000,-210,96866010000
"1001","코스닥","038290","마크로젠","기타서비스",28650,-850,304023887100
"1002","코스닥","037440","희림","기타서비스",3765,5,52418118375
"1003","코스닥","036120","SCI평가정보","기타서비스",5560,-250,1.9738e+11
"1004","코스닥","034810","해성산업","기타서비스",10550,-150,191155186250
"1005","코스닥","030190","NICE평가정보","기타서비스",19450,-550,1180903249000
"1006","코스닥","010470","오리콤","기타서비스",4155,-70,48630327750
"1007","코스닥","154030","아시아종묘","농림업",4940,-35,47729830460
"1008","코스닥","054050","농우바이오","농림업",10150,-50,162710194150
