Date,Open,High,Low,Close,Volume,Adj Close
4/1/1981,62.375,63.375,58.625,58.625,3175900,6.328375
3/2/1981,64.25,65.25,61.375,62.375,2043000,6.733175
2/2/1981,64.375,64.875,60.25,64.25,1766700,6.935575
1/2/1981,67.875,71.5,64,64.375,2184800,6.856415
12/1/1980,68,69.5,63.25,67.875,2209500,7.229191
11/3/1980,66.75,72.75,66.25,68.125,2649400,7.255817
10/1/1980,64.125,71.5,63.625,66.625,2512100,7.005648
9/2/1980,65.5,69,63.375,64.125,2203100,6.742772
8/1/1980,65.25,69.125,64,65.5,1882200,6.887353
7/1/1980,58.75,66.125,58.375,65.25,1987500,6.771153
6/2/1980,55.375,60.375,55.25,58.75,2069200,6.096632
5/1/1980,54.875,56.625,52,55.375,1988400,5.7464
4/1/1980,55.75,56,50.375,54.875,2722600,5.605674
3/3/1980,63.5,63.5,51.375,55.75,2436900,5.695059
2/1/1980,68.625,70.5,62,63.5,2124400,6.486748
1/2/1980,63,72,61.25,68.625,2362500,6.923695
12/3/1979,65.125,67.625,63.25,64.375,1388400,6.494905
11/1/1979,62.375,67,61.125,65.25,1667800,6.583185
10/1/1979,67.625,69.5,61.125,62.375,2069200,6.206873
9/4/1979,69.875,71.375,65.75,67.75,1935500,6.741734
8/1/1979,69.75,72.5,68.25,70,1649100,6.965629
7/2/1979,73.375,76.75,68,69.75,1733300,6.856384
6/1/1979,76.375,78.5,72.125,73.375,1565500,7.212719
5/1/1979,314.249908,321.5,302.249908,304,1460800,7.470755
4/2/1979,315.5,322,306.249908,314.249908,1825200,7.639562
3/1/1979,300,320.750092,298.624969,315.5,1600500,7.669952
2/1/1979,308.750092,311,297.124969,300,1529400,7.29314
1/2/1979,298.5,316.249908,294.5,308.750092,2248100,7.420784
12/1/1978,270.624969,310,269.375031,298.5,2405600,7.174424
11/1/1978,265.249908,276.5,256,269.5,1962800,6.477411
10/2/1978,277,293.5,263.5,264.249908,2195700,6.282005
9/1/1978,292,304.5,273.5,277,1719700,6.585113
8/1/1978,281,300.750092,279,291.875031,2214400,6.938736
7/3/1978,257.249908,281.5,255,281,2075500,6.614542
6/1/1978,258.249908,276.249908,256,257.249908,1724100,6.055481
5/1/1978,266,268.750092,258,258.249908,1824100,6.079021
4/3/1978,236.249924,266,234.750076,266,3147600,6.192951
3/1/1978,251.249924,252.5,235.249924,235.5,2393600,5.482857
2/1/1978,265.5,266.375031,250.249924,251.249924,1569100,5.849544
1/3/1978,268.5,273,264,265.5,1927000,6.113686
12/1/1977,264,275.249908,259.249908,273.5,1615000,6.297903
11/1/1977,257.249908,269.249908,249,264,1835000,6.079145
10/3/1977,261,262.5,254.124954,257.249908,1315800,5.865806
9/1/1977,268.375031,269,255.249924,261,1081000,5.951315
8/1/1977,268.124969,272,263.875031,268.375031,1028800,6.11948
7/1/1977,263.875031,275.5,258,268.124969,1480100,6.057117
6/1/1977,246,268.875031,246,264,1540500,5.963931
5/2/1977,258.750092,263.750092,244.5,245.5,1506400,5.546004
4/1/1977,276.5,279.249908,256.5,258.750092,1907600,5.789742
3/1/1977,276.124969,286.124969,275.750092,276.5,1688300,6.18691
2/1/1977,275.249908,277.875031,266,276,1398900,6.175722
1/3/1977,276.5,280.5,266.124969,275.249908,1603600,6.102795
12/1/1976,271,282,264.750092,279.124969,1304200,6.188712
11/1/1976,271.750092,275.5,257.5,271,1348100,6.008567
10/1/1976,281.375031,283.249908,253,271.750092,1691000,5.974611
9/1/1976,273.624969,288.5,273.249908,281.375031,1216300,6.186222
8/2/1976,272.124969,280.750092,267.750092,273.624969,952200,6.015831
7/1/1976,276.750092,280.375031,268,272.124969,1267200,5.93421
6/1/1976,256.5,278.875031,252,276.750092,1315400,6.035069
5/3/1976,252.750076,259.5,245.249924,256.624969,998000,5.596202
4/1/1976,262,273.249908,252.375046,253.375046,1379000,5.486653
3/1/1976,255.624954,265.875031,254.249924,262,1103900,5.67342
2/2/1976,257.750092,264.5,251.750076,255.624954,1385000,5.535373
1/2/1976,224.249924,259.750092,223.375046,257.750092,1831000,5.544356
12/1/1975,226.375046,227.249924,207.750076,224.249924,947500,4.823748
11/3/1975,212.249924,226.5,211,226.375046,1094400,4.869461
10/1/1975,188.249924,215.750076,183.249924,212.249924,1397400,4.528196
9/2/1975,186.249924,196.249924,177.624954,188.249924,931500,4.016174
8/1/1975,190.249924,190.750076,176,186.249924,877100,3.973505
7/1/1975,209,210.750076,189.750076,190.249924,1130900,4.020653
6/2/1975,217,219.750076,203,209,937400,4.416908
5/1/1975,209.875046,227.375046,206,215,1137800,4.543709
4/1/1975,206.624954,217.375046,196.249924,209.875046,1188400,4.404074
3/3/1975,216,224.750076,203.249924,206.624954,1171400,4.335873
2/3/1975,188.249924,221,187.249924,215.5,1657600,4.52211
1/2/1975,168.249924,191.5,157.249924,188.249924,1654000,3.920641
12/2/1974,175.5,175.624954,160.124954,168,1011500,3.4989
11/1/1974,189.124954,200,166.750076,177.249924,1081600,3.691546
10/1/1974,159,197,154.249924,189.124954,1361500,3.908701
9/3/1974,192,192.5,150.5,159,1349500,3.2861
8/1/1974,201.624954,215,188.249924,192,963800,3.968121
7/1/1974,212.750076,223.875046,196.249924,201.624954,774200,4.137936
6/3/1974,212.5,232,210,212.750076,583400,4.366256
5/1/1974,227.249924,232,209.624954,212.5,552500,4.361124
4/1/1974,235.750076,242.5,218.750076,227.249924,576500,4.637667
3/1/1974,237.875046,254,231.5,235.750076,616900,4.811136
2/1/1974,244.5,244.5,225,237.875046,548100,4.854502
1/2/1974,246.750076,251.5,225,245.249924,749700,4.977947
12/3/1973,264.750092,267,235.124954,246.750076,818800,5.008397
11/1/1973,280.249908,290,263,265,738200,5.378823
10/1/1973,257.750092,295,245,280.249908,966000,5.665337
9/4/1973,300.5,300.5,250.5,258,1289800,5.215549
8/1/1973,314.5,314.750092,297.249908,301,519600,6.084806
7/2/1973,314,323.5,295,314.5,761900,6.334594
6/1/1973,314,333.5,306,317,644500,6.384949
5/1/1973,411.5,425.25,314,314.750092,901600,6.339632
4/2/1973,431.5,436.25,401.25,408,726300,6.552574
3/1/1973,431.5,449.75,419.5,431.5,706800,6.929989
2/1/1973,435.5,456.5,418.5,431.5,818700,6.929989
1/2/1973,404.5,448.5,404.5,435.5,925400,6.971861
12/1/1972,391,405,385,402,697100,6.435565
11/1/1972,386,394.5,371,391,670900,6.259467
10/2/1972,406.5,407.875,361.5,385.5,930100,6.149551
9/1/1972,408.5,409.75,393.25,406.5,500400,6.484546
8/1/1972,402,426.75,402,408.5,664200,6.51645
7/3/1972,393,405.5,383.5,400.75,590700,6.37172
6/1/1972,399,401,387,392,435200,6.2326
5/1/1972,386,406,376.75,397.75,631700,6.324022
4/3/1972,382.25,399.75,379.25,386,582000,6.115342
3/1/1972,369.5,386,366,382.25,631900,6.055931
2/1/1972,368,375,364.5,368.5,528800,5.838092
1/3/1972,336.5,372,331.75,368,930400,5.809097
12/1/1971,306.5,348.5,306.5,336.5,809400,5.311852
11/1/1971,300,306.5,288.25,305.5,669100,4.822498
10/1/1971,304.25,315.25,295.5,300.5,741400,4.723032
9/1/1971,304,313,299,303.75,636500,4.774113
8/2/1971,292.75,320,283.25,304,805000,4.778042
7/1/1971,317,319.25,290.25,291.25,1111400,4.556912
6/1/1971,327.5,331.5,308,317,992500,4.959798
5/3/1971,355,355.5,325,327,723500,5.116259
4/1/1971,357.5,364,349,357.75,807000,5.576688
3/1/1971,336.5,365.75,334.75,357.5,545500,5.572791
2/1/1971,325.5,343.5,325,336.5,615300,5.245439
1/4/1971,316.75,327.75,310,325.5,728700,5.054009
12/1/1970,307.25,320.75,306.25,317.75,744000,4.933676
11/2/1970,294,309,288.5,307.25,744700,4.770644
10/1/1970,291.75,309.75,283,294,625500,4.564912
9/1/1970,265.25,295.5,259.25,291.75,855900,4.511765
8/31/1970,269.5,269.5,266.25,266.25,1126400,4.117421
