date,won_per_dollar
2015/10/13,1147.40
2015/10/14,1147.50
2015/10/15,1150.10
2015/10/16,1133.70
2015/10/19,1128.90
2015/10/20,1125.30
2015/10/21,1130.10
2015/10/22,1131.30
2015/10/23,1138.20
2015/10/26,1127.40
2015/10/27,1134.10
2015/10/28,1131.20
2015/10/29,1132.90
2015/10/30,1142.30
2015/11/02,1138.60
2015/11/03,1140.10
2015/11/04,1133.40
2015/11/05,1129.50
2015/11/06,1137.10
2015/11/09,1138.60
2015/11/10,1154.10
2015/11/11,1158.20
2015/11/12,1154.80
2015/11/13,1154.50
2015/11/16,1161.30
2015/11/17,1172.70
2015/11/18,1169.20
2015/11/19,1173.40
2015/11/20,1164.20
2015/11/23,1156.90
2015/11/24,1157.90
2015/11/25,1155.60
2015/11/26,1145.10
2015/11/27,1145.70
2015/11/30,1150.40
2015/12/01,1157.70
2015/12/02,1158.10
2015/12/03,1159.30
2015/12/04,1167.40
2015/12/07,1156.80
2015/12/08,1166.40
2015/12/09,1176.00
2015/12/10,1178.20
2015/12/11,1177.50
2015/12/14,1179.70
2015/12/15,1186.10
2015/12/16,1182.90
2015/12/17,1178.20
2015/12/18,1178.90
2015/12/21,1184.30
2015/12/22,1178.20
2015/12/23,1176.10
2015/12/24,1171.70
2015/12/28,1171.00
2015/12/29,1165.00
2015/12/30,1167.70
2015/12/31,1172.00
2016/01/04,1172.00
2016/01/05,1184.30
2016/01/06,1187.70
2016/01/07,1193.90
2016/01/08,1199.70
2016/01/11,1196.20
2016/01/12,1208.60
2016/01/13,1208.50
2016/01/14,1206.40
2016/01/15,1212.70
2016/01/18,1211.00
2016/01/19,1212.50
2016/01/20,1209.90
2016/01/21,1211.60
2016/01/22,1209.90
2016/01/25,1203.20
2016/01/26,1194.40
2016/01/27,1201.40
2016/01/28,1201.00
2016/01/29,1208.40
2016/02/01,1206.20
2016/02/02,1204.50
2016/02/03,1203.10
2016/02/04,1216.70
2016/02/05,1202.70
2016/02/11,1195.10
2016/02/12,1197.00
2016/02/15,1206.50
2016/02/16,1209.90
2016/02/17,1216.60
2016/02/18,1224.80
2016/02/19,1225.70
2016/02/22,1233.90
2016/02/23,1233.20
2016/02/24,1230.10
2016/02/25,1234.80
2016/02/26,1236.10
2016/02/29,1235.40
2016/03/02,1240.90
2016/03/03,1232.70
2016/03/04,1218.90
2016/03/07,1208.50
2016/03/08,1200.70
2016/03/09,1205.20
2016/03/10,1214.50
2016/03/11,1208.80
2016/03/14,1200.10
2016/03/15,1186.50
2016/03/16,1189.20
2016/03/17,1192.70
2016/03/18,1174.50
2016/03/21,1161.30
2016/03/22,1165.30
2016/03/23,1159.50
2016/03/24,1158.80
2016/03/25,1167.10
2016/03/28,1169.40
2016/03/29,1169.60
2016/03/30,1163.00
2016/03/31,1153.50
2016/04/01,1144.50
2016/04/04,1148.90
2016/04/05,1147.80
2016/04/06,1155.00
2016/04/07,1155.90
2016/04/08,1154.50
2016/04/11,1156.50
2016/04/12,1149.20
2016/04/14,1144.70
2016/04/15,1153.40
2016/04/18,1150.70
2016/04/19,1151.10
2016/04/20,1140.50
2016/04/21,1132.30
2016/04/22,1134.90
2016/04/25,1141.10
2016/04/26,1149.70
2016/04/27,1149.70
2016/04/28,1145.90
2016/04/29,1143.90
2016/05/02,1138.10
2016/05/03,1140.80
2016/05/04,1137.10
2016/05/09,1153.50
2016/05/10,1164.70
2016/05/11,1174.00
2016/05/12,1168.10
2016/05/13,1164.10
2016/05/16,1169.40
2016/05/17,1178.60
2016/05/18,1173.30
2016/05/19,1180.90
2016/05/20,1190.80
2016/05/23,1188.40
2016/05/24,1183.10
2016/05/25,1188.60
2016/05/26,1185.80
2016/05/27,1181.00
2016/05/30,1179.30
2016/05/31,1190.60
2016/06/01,1190.50
2016/06/02,1192.20
2016/06/03,1189.60
2016/06/07,1186.50
2016/06/08,1163.20
2016/06/09,1156.50
2016/06/10,1155.80
2016/06/13,1163.10
2016/06/14,1172.80
2016/06/15,1172.50
2016/06/16,1176.30
2016/06/17,1170.10
2016/06/20,1170.80
2016/06/21,1163.20
2016/06/22,1158.20
2016/06/23,1155.70
2016/06/24,1151.20
2016/06/27,1168.50
2016/06/28,1183.30
2016/06/29,1175.90
2016/06/30,1164.70
2016/07/01,1152.60
2016/07/04,1147.50
2016/07/05,1148.10
2016/07/06,1153.00
2016/07/07,1165.80
2016/07/08,1156.60
2016/07/11,1159.20
2016/07/12,1147.80
2016/07/13,1149.30
2016/07/14,1145.70
2016/07/15,1141.80
2016/07/18,1132.70
2016/07/19,1136.30
2016/07/20,1138.40
2016/07/21,1140.80
2016/07/22,1140.20
2016/07/25,1135.00
2016/07/26,1136.90
2016/07/27,1138.40
2016/07/28,1134.10
2016/07/29,1125.70
2016/08/01,1122.40
2016/08/02,1111.00
2016/08/03,1108.90
2016/08/04,1114.00
2016/08/05,1113.80
2016/08/08,1111.30
2016/08/09,1112.70
2016/08/10,1107.20
2016/08/11,1096.10
2016/08/12,1098.60
2016/08/16,1101.10
2016/08/17,1095.00
2016/08/18,1102.30
2016/08/19,1106.40
2016/08/22,1115.20
2016/08/23,1125.30
2016/08/24,1117.40
2016/08/25,1121.60
2016/08/26,1119.00
2016/08/29,1113.90
2016/08/30,1125.20
2016/08/31,1118.50
2016/09/01,1117.40
2016/09/02,1119.30
2016/09/05,1117.60
2016/09/06,1108.20
2016/09/07,1105.00
2016/09/08,1093.20
2016/09/09,1093.20
2016/09/12,1099.50
2016/09/13,1110.60
2016/09/19,1112.30
2016/09/20,1120.00
2016/09/21,1119.50
2016/09/22,1116.80
2016/09/23,1103.10
2016/09/26,1104.20
2016/09/27,1106.90
2016/09/28,1103.50
2016/09/29,1095.70
2016/09/30,1096.30
2016/10/04,1102.00
2016/10/05,1105.10
2016/10/06,1113.80
2016/10/07,1111.30
2016/10/10,1115.70
2016/10/11,1111.00
2016/10/12,1117.20
2016/10/13,1123.30
2016/10/14,1130.50
2016/10/17,1132.90
2016/10/18,1140.30
2016/10/19,1132.30
2016/10/20,1122.80
2016/10/21,1124.00
2016/10/24,1134.50
2016/10/25,1134.50
2016/10/26,1136.50
2016/10/27,1132.40
2016/10/28,1140.20
