"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"1542","049720","고려신용정보","코스닥","기타서비스",5440,0,7.7792e+10,"2020-10-16","-",5440,"476","11.43","1,577","3.45",250,4.6,111,NA
"1543","007980","태평양물산","코스피","섬유의복",1615,-25,77761583005,"2020-10-16","-",1615,"241","6.7","3,458","0.47",30,1.86,1865,NA
"1544","033230","인성정보","코스닥","IT S/W & SVC",3720,-10,77733789600,"2020-10-16","-",3720,"-","-","2,000","1.86",0,0,733,NA
"1545","090370","메타랩스","코스피","섬유의복",1220,50,77701723140,"2020-10-16","-",1220,"-","-","1,022","1.19",0,0,1871,NA
"1546","075180","새론오토모티브","코스피","운수장비",4045,15,7.7664e+10,"2020-10-16","-",4045,"-","-","11,092","0.36",140,3.46,1636,NA
"1547","018700","바른손","코스닥","오락·문화",2635,-85,77657368245,"2020-10-16","관리종목",2635,"-","-","1,661","1.59",0,0,740,NA
"1548","009310","참엔지니어링","코스피","기계",1400,-30,77623030800,"2020-10-16","-",1400,"-","-","1,002","1.4",0,0,2009,NA
"1549","054090","삼진엘앤디","코스닥","IT H/W",3105,-105,77498415360,"2020-10-16","-",3105,"24","129.38","3,698","0.84",75,2.42,919,NA
"1550","003680","한성기업","코스피","음식료품",12450,-1450,77308461750,"2020-10-16","-",12450,"-","-","8,081","1.54",0,0,1815,NA
"1551","036690","코맥스","코스닥","IT H/W",5150,-200,77207600050,"2020-10-16","-",5150,"260","19.81","4,625","1.11",50,0.97,908,NA
"1552","066130","하츠","코스닥","일반전기전자",6020,-170,7.7056e+10,"2020-10-16","-",6020,"194","31.03","6,471","0.93",30,0.5,559,NA
"1553","006740","영풍제지","코스피","종이목재",3470,30,7.7034e+10,"2020-10-16","-",3470,"516","6.72","5,383","0.64",40,1.15,1519,NA
"1554","052860","아이앤씨","코스닥","IT H/W",4365,-85,76886436960,"2020-10-16","-",4365,"339","12.88","3,126","1.4",100,2.29,695,NA
"1555","264660","씨앤지하이테크","코스닥","IT H/W",9130,30,76742032400,"2020-10-16","-",9130,"1,432","6.38","8,019","1.14",150,1.64,326,NA
"1556","110020","전진바이오팜","코스닥","화학",16000,100,76734848000,"2020-10-16","-",16000,"-","-","604","26.49",0,0,240,NA
"1557","056080","유진로봇","코스닥","기계·장비",2045,-20,76712350840,"2020-10-16","-",2045,"-","-","1,385","1.48",0,0,134,NA
"1558","050960","수산아이앤티","코스닥","출판·매체복제",11350,-1250,76623850000,"2020-10-16","-",11350,"430","26.4","11,277","1.01",75,0.66,896,NA
"1559","219550","MP한강","코스닥","유통",1270,35,76562132880,"2020-10-16","-",1270,"-","-","536","2.37",0,0,931,NA
"1560","140670","알에스오토메이션","코스닥","IT H/W",8410,-200,76557407400,"2020-10-16","-",8410,"16","525.62","4,310","1.95",0,0,585,NA
"1561","131100","스카이이앤엠","코스닥","유통",2440,-20,76453261760,"2020-10-16","-",2440,"-","-","1,239","1.97",0,0,1054,NA
"1562","094850","참좋은여행","코스닥","기타서비스",5460,-40,7.644e+10,"2020-10-16","-",5460,"1,714","3.19","6,907","0.79",170,3.11,215,NA
"1563","123010","아이에이네트웍스","코스닥","IT H/W",1765,-15,76173448165,"2020-10-16","-",1765,"-","-","222","7.95",0,0,972,NA
"1564","214680","디알텍","코스닥","의료·정밀기기",1470,20,76120044210,"2020-10-16","-",1470,"20","73.5","763","1.93",0,0,699,NA
"1565","033250","체시스","코스피","운수장비",3160,-100,7.584e+10,"2020-10-16","-",3160,"-","-","1,113","2.84",0,0,1844,NA
"1566","003720","삼영화학","코스피","화학",2230,-35,7.582e+10,"2020-10-16","-",2230,"-","-","1,285","1.74",0,0,1479,NA
"1567","045060","오공","코스닥","화학",4475,-105,75815333650,"2020-10-16","-",4475,"444","10.08","4,699","0.95",50,1.12,376,NA
"1568","322180","티라유텍","코스닥","IT S/W & SVC",13950,-250,75800812500,"2020-10-16","-",13950,"646","21.59","5,233","2.67",0,0,491,NA
"1569","010040","한국내화","코스피","비금속광물",3315,-70,75792940080,"2020-10-16","-",3315,"193","17.18","6,144","0.54",35,1.06,1547,NA
"1570","020180","대신정보통신","코스닥","IT S/W & SVC",1970,20,75704962550,"2020-10-16","-",1970,"39","50.51","678","2.91",10,0.51,432,NA
"1571","060540","에스에이티","코스닥","IT H/W",2895,-120,75655920870,"2020-10-16","-",2895,"355","8.15","3,231","0.9",50,1.73,1360,NA
"1572","150900","파수","코스닥","IT S/W & SVC",7100,-260,75637961400,"2020-10-16","-",7100,"-","-","1,735","4.09",0,0,1385,NA
"1573","246960","이노테라피","코스닥","제약",14950,950,75410550800,"2020-10-16","-",14950,"-","-","2,990","5",0,0,1130,NA
"1574","089790","제이티","코스닥","IT H/W",7310,-30,75406400030,"2020-10-16","-",7310,"380","19.24","2,588","2.82",0,0,204,NA
"1575","093520","매커스","코스닥","유통",4665,5,75400824180,"2020-10-16","-",4665,"368","12.68","3,268","1.43",100,2.14,481,NA
"1576","002200","한국수출포장","코스피","종이목재",18850,50,7.54e+10,"2020-10-16","-",18850,"4,505","4.18","61,942","0.3",600,3.18,1780,NA
"1577","086670","비엠티","코스닥","기계·장비",9250,-180,75355393250,"2020-10-16","-",9250,"661","13.99","8,633","1.07",150,1.62,649,NA
"1578","084670","동양고속","코스피","운수창고업",26000,-100,75284794000,"2020-10-16","-",26000,"12,104","2.15","45,514","0.57",4700,18.08,1848,NA
"1579","215790","이노인스트루먼트","코스닥","IT H/W",1865,-25,75128072885,"2020-10-16","-",1865,"-","-","1,476","1.26",0,0,515,NA
"1580","051980","센트럴바이오","코스닥","화학",1620,10,75013921800,"2020-10-16","-",1620,"-","-","528","3.07",0,0,992,NA
"1581","192410","감마누","코스닥","IT H/W",3145,-60,74926495725,"2020-10-16","-",3145,"711","4.42","17,361","0.18",0,0,895,NA
"1582","171010","램테크놀러지","코스닥","IT H/W",6450,0,74864943600,"2020-10-16","-",6450,"276","23.37","2,683","2.4",0,0,721,NA
"1583","005110","한창","코스피","유통업",1120,-25,74805101280,"2020-10-16","-",1120,"-","-","593","1.89",0,0,2075,NA
"1584","027830","대성창투","코스닥","금융",1870,-50,7.48e+10,"2020-10-16","-",1870,"-","-","1,250","1.5",0,0,56,NA
"1585","009070","KCTC","코스피","운수창고업",2485,-35,7.455e+10,"2020-10-16","-",2485,"239","10.4","6,409","0.39",45,1.81,1537,NA
"1586","101330","모베이스","코스닥","IT H/W",3105,-45,74390173740,"2020-10-16","-",3105,"1,942","1.6","11,222","0.28",0,0,228,NA
"1587","006580","대양제지","코스닥","종이·목재",2770,0,74374500000,"2020-10-16","-",2770,"1,070","2.59","5,010","0.55",40,1.44,9,NA
"1588","133820","화인베스틸","코스피","철강금속",2510,-120,74170500000,"2020-10-16","-",2510,"-","-","3,118","0.81",0,0,1825,NA
"1589","053620","태양","코스닥","금속",8620,20,7.4132e+10,"2020-10-16","-",8620,"925","9.32","18,435","0.47",150,1.74,124,NA
"1590","064520","바른전자","코스닥","IT H/W",1005,0,74054909385,"2020-10-16","관리종목",1005,"-","-","639","1.57",0,0,673,NA
"1591","290120","대유에이피","코스닥","운송장비·부품",6800,-270,74013233200,"2020-10-16","-",6800,"733","9.28","4,288","1.59",200,2.94,1027,NA
"1592","219750","지티지웰니스","코스닥","의료·정밀기기",5060,-10,73915801960,"2020-10-16","-",5060,"-","-","1,181","4.28",0,0,1416,NA
"1593","032790","엠젠플러스","코스닥","IT H/W",4075,0,73910797425,"2020-10-16","관리종목",4075,"-","-","1,319","3.09",0,0,395,NA
"1594","109860","동일금속","코스닥","금속",10550,-200,7.385e+10,"2020-10-16","-",10550,"2,420","4.36","17,743","0.59",280,2.65,239,NA
"1595","025440","대성엘텍","코스닥","일반전기전자",739,-29,73649732477,"2020-10-16","-",739,"-","-","387","1.91",0,0,49,NA
"1596","033170","시그네틱스","코스닥","IT H/W",859,-6,73640626021,"2020-10-16","-",859,"-","-","1,627","0.53",0,0,66,NA
"1597","039290","인포뱅크","코스닥","통신방송서비스",8470,-180,73637993660,"2020-10-16","-",8470,"99","85.56","6,029","1.4",10,0.12,84,NA
"1598","101240","씨큐브","코스닥","화학",7260,20,73603215840,"2020-10-16","-",7260,"659","11.02","5,336","1.36",170,2.34,227,NA
"1599","032680","소프트센","코스닥","유통",2050,-50,73340392050,"2020-10-16","-",2050,"-","-","975","2.1",0,0,862,NA
"1600","177830","파버나인","코스닥","일반전기전자",5400,-80,73074673800,"2020-10-16","-",5400,"-","-","4,104","1.32",0,0,903,NA
"1601","062860","티엘아이","코스닥","IT H/W",7400,-270,73058128000,"2020-10-16","-",7400,"180","41.11","7,219","1.03",100,1.35,147,NA
"1602","043910","자연과환경","코스닥","기타서비스",1370,-55,72814619090,"2020-10-16","-",1370,"-","-","835","1.64",0,0,439,NA
"1603","054540","삼영엠텍","코스닥","금속",5600,-250,7.28e+10,"2020-10-16","-",5600,"273","20.51","5,964","0.94",100,1.79,128,NA
"1604","053450","세코닉스","코스닥","의료·정밀기기",6160,-320,72708210960,"2020-10-16","-",6160,"-","-","9,257","0.67",50,0.81,1159,NA
"1605","042600","새로닉스","코스닥","IT H/W",5840,-250,72553672160,"2020-10-16","-",5840,"-","-","6,449","0.91",40,0.68,1356,NA
"1606","019010","베뉴지","코스닥","유통",1505,0,7.2541e+10,"2020-10-16","-",1505,"89","16.91","5,349","0.28",30,1.99,531,NA
"1607","024120","KB오토시스","코스닥","운송장비·부품",6300,70,7.245e+10,"2020-10-16","-",6300,"930","6.77","8,912","0.71",230,3.65,44,NA
"1608","226340","본느","코스닥","화학",2335,-105,71683556660,"2020-10-16","-",2335,"168","13.9","1,106","2.11",0,0,310,NA
"1609","145210","세화아이엠씨","코스피","기계",880,-6,71642508960,"2020-10-16","-",880,"-","-","588","1.5",0,0,1928,NA
"1610","004870","티웨이홀딩스","코스피","비금속광물",933,-8,71543237715,"2020-10-16","-",933,"-","-","2,103","0.44",0,0,1491,NA
"1611","264850","이랜시스","코스닥","일반전기전자",2485,135,71448252820,"2020-10-16","-",2485,"48","51.77","895","2.78",40,1.61,762,NA
"1612","083500","에프엔에스테크","코스닥","기계·장비",8520,-240,71446351440,"2020-10-16","-",8520,"202","42.18","6,180","1.38",0,0,850,NA
"1613","011690","유양디앤유","코스피","전기전자",1220,0,71362925220,"2020-10-16","관리종목",1220,"-","-","1,985","0.61",0,0,1731,NA
"1614","004830","덕성","코스피","화학",4550,-140,7.1344e+10,"2020-10-16","-",4550,"10","455","3,690","1.23",20,0.44,1704,NA
"1615","079970","투비소프트","코스닥","IT S/W & SVC",2240,-15,71242942400,"2020-10-16","-",2240,"-","-","1,778","1.26",0,0,608,NA
"1616","117730","티로보틱스","코스닥","기계·장비",12750,-900,71137719750,"2020-10-16","-",12750,"-","-","5,327","2.39",0,0,1137,NA
"1617","016100","리더스코스메틱","코스닥","화학",3900,-50,70930914600,"2020-10-16","-",3900,"-","-","1,590","2.45",0,0,29,NA
"1618","100660","서암기계공업","코스닥","기계·장비",5620,-360,7.0812e+10,"2020-10-16","-",5620,"173","32.49","4,891","1.15",50,0.89,1382,NA
"1619","006340","대원전선","코스피","전기전자",996,-3,70732899132,"2020-10-16","-",996,"-","-","1,136","0.88",0,0,1915,NA
"1620","052600","한네트","코스닥","통신방송서비스",6110,330,70654207000,"2020-10-16","-",6110,"98","62.35","3,033","2.01",100,1.64,1377,NA
"1621","079950","인베니아","코스닥","기계·장비",3045,-190,7.0644e+10,"2020-10-16","-",3045,"53","57.45","1,945","1.57",0,0,1147,NA
"1622","101170","우림기계","코스닥","기계·장비",5220,-700,7.047e+10,"2020-10-16","-",5220,"-","-","6,428","0.81",0,0,226,NA
"1623","036170","라이브파이낸셜","코스닥","IT H/W",1560,15,70389441720,"2020-10-16","-",1560,"-","-","2,258","0.69",0,0,834,NA
"1624","009770","삼정펄프","코스피","종이목재",28050,-250,70124186550,"2020-10-16","-",28050,"1,868","15.02","73,851","0.38",0,0,1693,NA
"1625","131760","파인텍","코스닥","IT H/W",1630,-55,69966222690,"2020-10-16","-",1630,"3","543.33","1,459","1.12",0,0,266,NA
"1626","088390","이녹스","코스닥","운송장비·부품",7480,-150,69944313120,"2020-10-16","-",7480,"-","-","12,820","0.58",0,0,569,NA
"1627","124560","태웅로직스","코스닥","운송",3960,-170,6.9894e+10,"2020-10-16","-",3960,"664","5.96","2,337","1.69",50,1.26,256,NA
"1628","080470","성창오토텍","코스닥","운송장비·부품",9570,20,6.9861e+10,"2020-10-16","-",9570,"-","-","5,186","1.85",30,0.31,190,NA
"1629","002920","유성기업","코스피","운수장비",2680,-70,69539300000,"2020-10-16","-",2680,"678","3.95","10,636","0.25",200,7.46,1465,NA
"1630","029480","바른테크놀로지","코스닥","IT H/W",1120,45,69367519200,"2020-10-16","-",1120,"-","-","365","3.07",0,0,975,NA
"1631","062970","피피아이","코스닥","일반전기전자",7430,-160,69159814550,"2020-10-16","-",7430,"339","21.92","2,409","3.08",0,0,148,NA
"1632","187220","디티앤씨","코스닥","기타서비스",6300,-100,68994494100,"2020-10-16","-",6300,"-","-","7,738","0.81",0,0,283,NA
"1633","307180","아이엘사이언스","코스닥","일반전기전자",3250,-60,68971574750,"2020-10-16","-",3250,"-","-","621","5.23",0,0,1034,NA
"1634","220180","핸디소프트","코스닥","IT S/W & SVC",3555,30,6.8967e+10,"2020-10-16","-",3555,"-","-","2,868","1.24",0,0,502,NA
"1635","073540","에프알텍","코스닥","IT H/W",6030,-140,6.8742e+10,"2020-10-16","-",6030,"-","-","2,742","2.2",0,0,480,NA
"1636","092460","한라IMS","코스닥","운송장비·부품",5850,-20,68708121300,"2020-10-16","-",5850,"392","14.92","6,891","0.85",100,1.71,211,NA
"1637","012860","모베이스전자","코스닥","운송장비·부품",1320,-5,6.864e+10,"2020-10-16","-",1320,"-","-","4,817","0.27",0,0,765,NA
"1638","222980","한국맥널티","코스닥","음식료·담배",6660,-270,68603840820,"2020-10-16","-",6660,"-","-","2,769","2.41",0,0,708,NA
"1639","032800","판타지오","코스닥","오락·문화",942,-33,68487114306,"2020-10-16","-",942,"-","-","323","2.92",0,0,606,NA
"1640","196300","애니젠","코스닥","제약",13650,0,68470652250,"2020-10-16","-",13650,"-","-","2,989","4.57",0,0,865,NA
"1641","277070","린드먼아시아","코스닥","금융",5070,110,6.8445e+10,"2020-10-16","-",5070,"313","16.2","3,356","1.51",89,1.76,622,NA
"1642","017650","대림제지","코스닥","종이·목재",7600,-140,6.84e+10,"2020-10-16","-",7600,"280","27.14","17,050","0.45",0,0,766,NA
"1643","189690","포시에스","코스닥","IT S/W & SVC",8270,-160,68315252970,"2020-10-16","-",8270,"235","35.19","6,085","1.36",100,1.21,793,NA
"1644","293580","나우IB","코스닥","금융",7200,-490,6.8256e+10,"2020-10-16","-",7200,"312","23.08","7,428","0.97",150,2.08,496,NA
"1645","005860","한일사료","코스닥","음식료·담배",1725,-25,67971356625,"2020-10-16","-",1725,"-","-","1,568","1.1",25,1.45,6,NA
"1646","114630","우노앤컴퍼니","코스닥","화학",5000,130,67869825000,"2020-10-16","-",5000,"-","-","4,911","1.02",100,2,244,NA
"1647","039670","한류타임즈","코스닥","출판·매체복제",3680,0,67791281920,"2020-10-16","관리종목",3680,"-","-","-","-",0,0,937,NA
"1648","000850","화천기공","코스피","기계",30650,-350,6.743e+10,"2020-10-16","-",30650,"3,388","9.05","134,845","0.23",1250,4.08,1435,NA
"1649","004780","대륙제관","코스닥","금속",4240,-100,67429563760,"2020-10-16","-",4240,"337","12.58","6,719","0.63",100,2.36,725,NA
"1650","056730","포스링크","코스닥","유통",1460,0,67399247280,"2020-10-16","관리종목",1460,"-","-","182","8.02",0,0,138,NA
"1651","103840","우양","코스닥","음식료·담배",5220,-60,67118760000,"2020-10-16","-",5220,"326","16.01","2,347","2.22",0,0,575,NA
"1652","217620","디딤","코스닥","숙박·음식",1810,110,66973448050,"2020-10-16","-",1810,"39","46.41","887","2.04",0,0,1140,NA
"1653","004140","동방","코스피","운수창고업",1830,-70,66957053820,"2020-10-16","-",1830,"-","-","2,695","0.68",0,0,2090,NA
"1654","069730","DSR제강","코스피","철강금속",4640,-130,6.6816e+10,"2020-10-16","-",4640,"469","9.89","9,851","0.47",40,0.86,1630,NA
"1655","001560","제일연마","코스피","비금속광물",6670,-110,6.67e+10,"2020-10-16","-",6670,"853","7.82","8,396","0.79",220,3.3,1447,NA
"1656","066670","디스플레이텍","코스닥","IT H/W",3565,-75,66636687670,"2020-10-16","-",3565,"316","11.28","8,006","0.45",100,2.81,163,NA
"1657","241520","DSC인베스트먼트","코스닥","금융",3655,-295,66591844865,"2020-10-16","-",3655,"348","10.5","2,004","1.82",0,0,428,NA
"1658","059210","메타바이오메드","코스닥","제약",2790,-125,66575959290,"2020-10-16","-",2790,"143","19.51","2,232","1.25",10,0.36,142,NA
"1659","003010","혜인","코스피","유통업",5230,-170,66487666810,"2020-10-16","-",5230,"412","12.69","8,192","0.64",60,1.15,1782,NA
"1660","024800","유성티엔에스","코스닥","운송",2440,-45,66401135200,"2020-10-16","-",2440,"923","2.64","7,121","0.34",15,0.61,45,NA
"1661","108860","셀바스AI","코스닥","IT S/W & SVC",3010,80,66388394450,"2020-10-16","-",3010,"-","-","1,380","2.18",0,0,629,NA
"1662","311390","네오크레마","코스닥","음식료·담배",9040,-480,66028114800,"2020-10-16","-",9040,"164","55.12","5,197","1.74",0,0,406,NA
"1663","019540","일지테크","코스닥","운송장비·부품",4885,-45,66013447500,"2020-10-16","-",4885,"-","-","8,805","0.55",0,0,720,NA
"1664","169330","엠브레인","코스닥","기타서비스",7360,-200,66007858240,"2020-10-16","-",7360,"262","28.09","1,353","5.44",140,1.9,1386,NA
"1665","004590","한국가구","코스닥","유통",4390,-5,6.585e+10,"2020-10-16","-",4390,"405","10.84","6,919","0.63",115,2.62,1101,NA
"1666","234300","에스트래픽","코스닥","IT S/W & SVC",5520,-220,65804913600,"2020-10-16","-",5520,"-","-","2,350","2.35",0,0,1128,NA
"1667","095500","미래나노텍","코스닥","IT H/W",2650,-30,65759972600,"2020-10-16","-",2650,"44","60.23","6,611","0.4",0,0,1014,NA
"1668","093240","형지엘리트","코스피","섬유의복",2110,-50,65736623780,"2020-10-16","-",2110,"-","-","2,033","1.04",0,0,1880,NA
"1669","010240","흥국","코스닥","기계·장비",5320,190,65556742720,"2020-10-16","-",5320,"568","9.37","5,477","0.97",150,2.82,529,NA
"1670","225430","케이엠제약","코스닥","화학",3065,-35,65551308250,"2020-10-16","-",3065,"-","-","1,077","2.85",0,0,1417,NA
"1671","204020","그리티","코스닥","섬유·의류",3245,-105,65378410350,"2020-10-16","-",3245,"89","36.46","3,678","0.88",30,0.92,293,NA
"1672","038950","파인디지털","코스닥","IT H/W",6380,-360,65144680700,"2020-10-16","-",6380,"-","-","8,435","0.76",50,0.78,544,NA
"1673","205500","액션스퀘어","코스닥","IT S/W & SVC",1575,-35,65098915875,"2020-10-16","관리종목",1575,"-","-","489","3.22",0,0,295,NA
"1674","045510","정원엔시스","코스닥","IT S/W & SVC",2020,-80,65062769840,"2020-10-16","-",2020,"25","80.8","1,200","1.68",0,0,102,NA
"1675","024890","대원화성","코스피","화학",1575,-10,64967414400,"2020-10-16","-",1575,"104","15.14","1,925","0.82",10,0.63,1783,NA
"1676","339950","아이비김영","코스닥","기타서비스",1560,-70,64950217800,"2020-10-16","-",1560,"-","-","-","-",NA,NA,1372,NA
"1677","130500","GH신소재","코스닥","섬유·의류",5900,-170,6.49e+10,"2020-10-16","-",5900,"204","28.92","3,899","1.51",0,0,914,NA
"1678","037350","성도이엔지","코스닥","기타서비스",4195,-125,64896650000,"2020-10-16","-",4195,"-","-","8,985","0.47",50,1.19,541,NA
"1679","094840","슈프리마에이치큐","코스닥","IT S/W & SVC",6180,-210,64715971200,"2020-10-16","-",6180,"821","7.53","13,936","0.44",0,0,968,NA
"1680","097870","효성오앤비","코스닥","화학",7620,-330,64693800000,"2020-10-16","-",7620,"227","33.57","7,275","1.05",0,0,887,NA
"1681","008260","NI스틸","코스피","철강금속",2260,0,64636264420,"2020-10-16","-",2260,"224","10.09","3,877","0.58",50,2.21,1790,NA
"1682","000590","CS홀딩스","코스피","금융업",55900,2400,64535543800,"2020-10-16","-",55900,"8,435","6.63","195,584","0.29",500,0.89,1818,NA
"1683","066360","체리부로","코스닥","음식료·담배",2305,-30,64245810545,"2020-10-16","-",2305,"-","-","3,225","0.71",0,0,560,NA
"1684","012320","경동인베스트","코스피","금융업",27150,150,64210374450,"2020-10-16","-",27150,"4,007","6.78","171,962","0.16",500,1.84,1562,NA
"1685","072770","율호","코스닥","IT S/W & SVC",1750,65,64184624000,"2020-10-16","-",1750,"-","-","636","2.75",0,0,684,NA
"1686","097800","윈팩","코스닥","IT H/W",1695,-80,64085741415,"2020-10-16","-",1695,"254","6.67","1,263","1.34",0,0,853,NA
"1687","010660","화천기계","코스피","기계",2910,-85,6.402e+10,"2020-10-16","-",2910,"-","-","5,663","0.51",0,0,1756,NA
"1688","258790","소프트캠프","코스닥","출판·매체복제",2555,-50,63852730620,"2020-10-16","-",2555,"26","98.27","401","6.37",0,0,918,NA
"1689","274090","켄코아에어로스페이스","코스닥","운송장비·부품",7070,-300,63699512240,"2020-10-16","-",7070,"-","-","3,679","1.92",0,0,505,NA
"1690","090080","평화산업","코스피","운수장비",1160,-20,63686620440,"2020-10-16","-",1160,"-","-","610","1.9",0,0,1646,NA
"1691","221840","하이즈항공","코스닥","운송장비·부품",3595,-15,63617720365,"2020-10-16","-",3595,"221","16.27","4,321","0.83",61,1.7,371,NA
"1692","004910","조광페인트","코스피","화학",4970,-130,6.3616e+10,"2020-10-16","-",4970,"-","-","13,495","0.37",200,4.02,1493,NA
"1693","078940","코드네이처","코스닥","건설",2100,85,63318376800,"2020-10-16","관리종목",2100,"-","-","695","3.02",0,0,1255,NA
"1694","327260","메탈라이프","코스닥","기타 제조",17600,-50,63299948800,"2020-10-16","-",17600,"453","38.85","7,414","2.37",0,0,630,NA
"1695","111110","호전실업","코스피","섬유의복",7880,-190,6.304e+10,"2020-10-16","-",7880,"346","22.77","14,353","0.55",250,3.17,1656,NA
"1696","032750","삼진","코스닥","일반전기전자",10500,-50,6.3e+10,"2020-10-16","-",10500,"2,019","5.2","12,767","0.82",200,1.9,537,NA
"1697","089850","유비벨록스","코스닥","IT S/W & SVC",8850,-170,62973918450,"2020-10-16","-",8850,"851","10.4","10,348","0.86",0,0,205,NA
"1698","001020","페이퍼코리아","코스피","종이목재",1790,-85,62947641200,"2020-10-16","-",1790,"-","-","436","4.11",0,0,1737,NA
"1699","010100","한국프랜지","코스피","운수장비",2065,-5,62880117300,"2020-10-16","-",2065,"373","5.54","7,092","0.29",50,2.42,1769,NA
"1700","051630","진양화학","코스피","화학",5220,-60,6.264e+10,"2020-10-16","-",5220,"-","-","2,221","2.35",0,0,1748,NA
"1701","263920","블러썸엠앤씨","코스닥","기타 제조",4555,0,62509048460,"2020-10-16","관리종목",4555,"-","-","6,606","0.69",0,0,784,NA
"1702","080520","오디텍","코스닥","IT H/W",5320,-240,62491959880,"2020-10-16","-",5320,"192","27.71","10,005","0.53",100,1.88,191,NA
"1703","037370","EG","코스닥","유통",8330,-50,6.2475e+10,"2020-10-16","-",8330,"-","-","4,426","1.88",0,0,76,NA
"1704","006570","대림통상","코스피","기계",4100,-90,62422500000,"2020-10-16","-",4100,"-","-","6,005","0.68",140,3.41,1517,NA
"1705","090710","휴림로봇","코스닥","기계·장비",749,-13,62203808856,"2020-10-16","-",749,"-","-","346","2.16",0,0,816,NA
"1706","024900","덕양산업","코스피","운수장비",1910,-40,62199111800,"2020-10-16","-",1910,"-","-","1,439","1.33",0,0,1869,NA
"1707","318000","한국바이오젠","코스닥","화학",7650,-230,62193161250,"2020-10-16","-",7650,"-","-","3,159","2.42",50,0.65,935,NA
"1708","046390","삼화네트웍스","코스닥","오락·문화",1440,20,62169023520,"2020-10-16","-",1440,"18","80","811","1.78",0,0,621,NA
"1709","014130","한익스프레스","코스피","운수창고업",5180,-240,6.216e+10,"2020-10-16","-",5180,"479","10.81","5,960","0.87",70,1.35,1566,NA
"1710","032940","원익","코스닥","유통",3415,-105,62129880450,"2020-10-16","-",3415,"2,577","1.33","6,293","0.54",0,0,62,NA
"1711","052220","iMBC","코스닥","IT S/W & SVC",2700,-25,6.21e+10,"2020-10-16","-",2700,"93","29.03","2,270","1.19",0,0,118,NA
"1712","230980","솔트웍스","코스닥","출판·매체복제",4125,-180,61981218750,"2020-10-16","-",4125,"-","-","841","4.9",0,0,1166,NA
"1713","308100","까스텔바작","코스닥","유통",9390,0,61943013000,"2020-10-16","-",9390,"1,083","8.67","11,624","0.81",0,0,600,NA
"1714","027580","상보","코스닥","화학",1325,10,61891526450,"2020-10-16","-",1325,"-","-","631","2.1",0,0,936,NA
"1715","131090","시큐브","코스닥","IT S/W & SVC",1545,-65,6.18e+10,"2020-10-16","-",1545,"139","11.12","790","1.96",10,0.65,1074,NA
"1716","204630","스튜디오산타클로스","코스닥","오락·문화",2095,-25,61705826225,"2020-10-16","-",2095,"-","-","1,371","1.53",0,0,1415,NA
"1717","039010","현대통신","코스닥","IT H/W",7150,-50,61668750000,"2020-10-16","-",7150,"1,238","5.78","9,454","0.76",300,4.2,82,NA
"1718","267790","배럴","코스닥","섬유·의류",7800,40,61506900000,"2020-10-16","-",7800,"883","8.83","5,855","1.33",0,0,702,NA
"1719","143540","영우디에스피","코스닥","IT H/W",1545,-20,61472248335,"2020-10-16","-",1545,"-","-","591","2.61",0,0,1087,NA
"1720","004090","한국석유","코스피","비금속광물",93800,200,61457760000,"2020-10-16","-",93800,"-","-","212,214","0.44",1500,1.6,1700,NA
"1721","001080","만호제강","코스피","철강금속",14800,-300,6.142e+10,"2020-10-16","-",14800,"350","42.29","55,516","0.27",200,1.35,1832,NA
"1722","023460","CNH","코스닥","금융",1650,10,6.138e+10,"2020-10-16","-",1650,"424","3.89","2,811","0.59",30,1.82,534,NA
"1723","065570","삼영이엔씨","코스닥","IT H/W",6970,-180,6.1336e+10,"2020-10-16","-",6970,"-","-","8,544","0.82",0,0,158,NA
"1724","036640","HRS","코스닥","화학",3745,45,61248726000,"2020-10-16","-",3745,"60","62.42","4,475","0.84",0,0,643,NA
"1725","115500","케이씨에스","코스닥","IT S/W & SVC",5090,50,6.108e+10,"2020-10-16","-",5090,"236","21.57","1,724","2.95",220,4.32,247,NA
"1726","104040","대성파인텍","코스닥","운송장비·부품",1950,-150,61037497950,"2020-10-16","-",1950,"39","50","1,693","1.15",0,0,375,NA
"1727","002820","선창산업","코스피","종이목재",4835,-30,60959626815,"2020-10-16","-",4835,"-","-","17,354","0.28",0,0,1464,NA
"1728","189980","흥국에프엔비","코스닥","음식료·담배",1650,-70,60912289350,"2020-10-16","-",1650,"151","10.93","1,745","0.95",30,1.82,1043,NA
"1729","024910","경창산업","코스닥","운송장비·부품",1700,-5,60892308500,"2020-10-16","-",1700,"-","-","2,134","0.8",0,0,906,NA
"1730","078350","한양디지텍","코스닥","IT H/W",5370,-70,60640214850,"2020-10-16","-",5370,"-","-","2,890","1.86",0,0,639,NA
"1731","044380","주연테크","코스피","전기전자",1110,-5,60619418790,"2020-10-16","-",1110,"-","-","731","1.52",0,0,1770,NA
"1732","036480","대성미생물","코스닥","제약",15950,-400,6.061e+10,"2020-10-16","-",15950,"750","21.27","9,235","1.73",85,0.53,73,NA
"1733","012600","센트럴인사이트","코스피","기계",7000,0,60597656000,"2020-10-16","관리종목",7000,"-","-","801","8.74",0,0,2059,NA
