"","Price"
"2018-10-25",13600
"2018-10-26",13000
"2018-10-29",12000
"2018-10-30",12450
"2018-10-31",13200
"2018-11-01",13100
"2018-11-02",13600
"2018-11-05",14000
"2018-11-06",14100
"2018-11-07",13800
"2018-11-08",14200
"2018-11-09",15250
"2018-11-12",15700
"2018-11-13",15500
"2018-11-14",15450
"2018-11-15",15550
"2018-11-16",15200
"2018-11-19",14700
"2018-11-20",14900
"2018-11-21",14600
"2018-11-22",14750
"2018-11-23",14550
"2018-11-26",14850
"2018-11-27",15000
"2018-11-28",14750
"2018-11-29",14800
"2018-11-30",14500
"2018-12-03",14300
"2018-12-04",14400
"2018-12-05",14200
"2018-12-06",13600
"2018-12-07",14000
"2018-12-10",14050
"2018-12-11",13750
"2018-12-12",14200
"2018-12-13",14100
"2018-12-14",13800
"2018-12-17",14200
"2018-12-18",14100
"2018-12-19",14100
"2018-12-20",13950
"2018-12-21",13950
"2018-12-24",14200
"2018-12-26",14000
"2018-12-27",13900
"2018-12-28",14550
"2019-01-02",14600
"2019-01-03",14250
"2019-01-04",14800
"2019-01-07",14900
"2019-01-08",14550
"2019-01-09",14950
"2019-01-10",14900
"2019-01-11",15400
"2019-01-14",15650
"2019-01-15",15300
"2019-01-16",15950
"2019-01-17",15850
"2019-01-18",16000
"2019-01-21",15900
"2019-01-22",15800
"2019-01-23",16750
"2019-01-24",16900
"2019-01-25",16900
"2019-01-28",16900
"2019-01-29",16550
"2019-01-30",17200
"2019-01-31",16900
"2019-02-01",16850
"2019-02-07",16750
"2019-02-08",16700
"2019-02-11",16550
"2019-02-12",16700
"2019-02-13",16000
"2019-02-14",16200
"2019-02-15",16100
"2019-02-18",15900
"2019-02-19",15850
"2019-02-20",16050
"2019-02-21",15800
"2019-02-22",15700
"2019-02-25",16100
"2019-02-26",15800
"2019-02-27",15750
"2019-02-28",15250
"2019-03-04",16200
"2019-03-05",16350
"2019-03-06",18300
"2019-03-07",17700
"2019-03-08",19200
"2019-03-11",20450
"2019-03-12",20750
"2019-03-13",21650
"2019-03-14",21600
"2019-03-15",24050
"2019-03-18",24300
"2019-03-19",27400
"2019-03-20",28450
"2019-03-21",31300
"2019-03-22",32500
"2019-03-25",30400
"2019-03-26",31350
"2019-03-27",29800
"2019-03-28",29950
"2019-03-29",29300
"2019-04-01",30600
"2019-04-02",29400
"2019-04-03",30100
"2019-04-04",28800
"2019-04-05",28850
"2019-04-08",27950
"2019-04-09",27650
"2019-04-10",27750
"2019-04-11",28100
"2019-04-12",26150
"2019-04-15",26100
"2019-04-16",25250
"2019-04-17",25500
"2019-04-18",24250
"2019-04-19",24000
"2019-04-22",23550
"2019-04-23",23750
"2019-04-24",23500
"2019-04-25",23050
"2019-04-26",23150
"2019-04-29",23500
"2019-04-30",23600
"2019-05-02",24450
"2019-05-03",23050
"2019-05-07",21750
"2019-05-08",21700
"2019-05-09",21000
"2019-05-10",21300
"2019-05-13",21400
"2019-05-14",21850
"2019-05-15",21800
"2019-05-16",22400
"2019-05-17",21250
"2019-05-20",22200
"2019-05-21",22800
"2019-05-22",22200
"2019-05-23",21300
"2019-05-24",20300
"2019-05-27",20900
"2019-05-28",23400
"2019-05-29",23650
"2019-05-30",22450
"2019-05-31",22300
"2019-06-03",22900
"2019-06-04",22700
"2019-06-05",22500
"2019-06-07",23250
"2019-06-10",23600
"2019-06-11",23400
"2019-06-12",22950
"2019-06-13",23750
"2019-06-14",22600
"2019-06-17",22150
"2019-06-18",22150
"2019-06-19",22250
"2019-06-20",22300
"2019-06-21",21900
"2019-06-24",22400
"2019-06-25",22700
"2019-06-26",22550
"2019-06-27",22100
"2019-06-28",22950
"2019-07-01",23000
"2019-07-02",22300
"2019-07-03",21950
"2019-07-04",21300
"2019-07-05",21350
"2019-07-08",20050
"2019-07-09",19400
"2019-07-10",19850
"2019-07-11",20050
"2019-07-12",20750
"2019-07-15",20100
"2019-07-16",19950
"2019-07-17",19550
"2019-07-18",20150
"2019-07-19",20300
"2019-07-22",20600
"2019-07-23",19900
"2019-07-24",19500
"2019-07-25",19300
"2019-07-26",19350
"2019-07-29",18300
"2019-07-30",19900
"2019-07-31",19750
"2019-08-01",19450
"2019-08-02",19650
"2019-08-05",17850
"2019-08-06",17350
"2019-08-07",17900
"2019-08-08",18400
"2019-08-09",18550
"2019-08-12",18700
"2019-08-13",18600
"2019-08-14",18250
"2019-08-16",17700
"2019-08-19",17600
"2019-08-20",18450
"2019-08-21",18500
"2019-08-22",17950
"2019-08-23",17850
"2019-08-26",16950
"2019-08-27",17000
"2019-08-28",17550
"2019-08-29",17300
"2019-08-30",18200
"2019-09-02",18600
"2019-09-03",18500
"2019-09-04",18800
"2019-09-05",19000
"2019-09-06",18650
"2019-09-09",18550
"2019-09-10",18650
"2019-09-11",19250
"2019-09-16",19300
"2019-09-17",19100
"2019-09-18",19250
"2019-09-19",19650
"2019-09-20",20300
"2019-09-23",20300
"2019-09-24",19650
"2019-09-25",19000
"2019-09-26",18950
"2019-09-27",19150
"2019-09-30",20200
"2019-10-01",21500
"2019-10-02",21800
"2019-10-04",21300
"2019-10-07",21600
"2019-10-08",22350
"2019-10-10",23000
"2019-10-11",23150
"2019-10-14",23200
"2019-10-15",23600
"2019-10-16",24750
"2019-10-17",25900
"2019-10-18",26400
"2019-10-21",27550
"2019-10-22",27500
"2019-10-23",26100
"2019-10-24",27250
"2019-10-25",26750
"2019-10-28",26800
"2019-10-29",27000
"2019-10-30",26400
"2019-10-31",27150
"2019-11-01",26400
"2019-11-04",26200
"2019-11-05",24900
"2019-11-06",24950
"2019-11-07",24000
"2019-11-08",23850
"2019-11-11",24200
"2019-11-12",24100
"2019-11-13",24000
"2019-11-14",23350
"2019-11-15",24050
"2019-11-18",24500
"2019-11-19",24100
"2019-11-20",24100
"2019-11-21",23600
"2019-11-22",23350
"2019-11-25",24250
"2019-11-26",24050
"2019-11-27",23650
"2019-11-28",24000
"2019-11-29",23700
"2019-12-02",24150
"2019-12-03",24950
"2019-12-04",24550
"2019-12-05",24650
"2019-12-06",25750
"2019-12-09",26000
"2019-12-10",25650
"2019-12-11",25000
"2019-12-12",25100
"2019-12-13",25200
"2019-12-16",25200
"2019-12-17",25000
"2019-12-18",24700
"2019-12-19",24900
"2019-12-20",25200
"2019-12-23",25250
"2019-12-24",25200
"2019-12-26",25800
"2019-12-27",25850
"2019-12-30",26050
"2020-01-02",26300
"2020-01-03",25700
"2020-01-06",24950
"2020-01-07",25700
"2020-01-08",24250
"2020-01-09",25600
"2020-01-10",26100
"2020-01-13",26200
"2020-01-14",26600
"2020-01-15",26500
"2020-01-16",27000
"2020-01-17",26900
"2020-01-20",27250
"2020-01-21",26900
"2020-01-22",27100
"2020-01-23",26950
"2020-01-28",28150
"2020-01-29",26900
"2020-01-30",25800
"2020-01-31",25000
"2020-02-03",24900
"2020-02-04",25100
"2020-02-05",25100
"2020-02-06",25350
"2020-02-07",26000
"2020-02-10",27000
"2020-02-11",27200
"2020-02-12",27250
"2020-02-13",28000
"2020-02-14",27800
"2020-02-17",28050
"2020-02-18",27800
"2020-02-19",28550
"2020-02-20",28350
"2020-02-21",27600
"2020-02-24",26250
"2020-02-25",27100
"2020-02-26",26300
"2020-02-27",25300
"2020-02-28",23050
"2020-03-02",23100
"2020-03-03",23050
"2020-03-04",23450
"2020-03-05",23950
"2020-03-06",23300
"2020-03-09",20950
"2020-03-10",21350
"2020-03-11",19700
"2020-03-12",17650
"2020-03-13",15900
"2020-03-16",15300
"2020-03-17",15400
"2020-03-18",14100
"2020-03-19",12200
"2020-03-20",13150
"2020-03-23",11900
"2020-03-24",13500
"2020-03-25",14950
"2020-03-26",14950
"2020-03-27",15200
"2020-03-30",15550
"2020-03-31",15900
"2020-04-01",16350
"2020-04-02",17200
"2020-04-03",18200
"2020-04-06",20700
"2020-04-07",21000
"2020-04-08",20950
"2020-04-09",20350
"2020-04-10",19400
"2020-04-13",19600
"2020-04-14",19600
"2020-04-16",19350
"2020-04-17",19550
"2020-04-20",19150
"2020-04-21",18550
"2020-04-22",18600
"2020-04-23",18850
"2020-04-24",18250
"2020-04-27",18400
"2020-04-28",18050
"2020-04-29",18650
"2020-05-04",20000
"2020-05-06",20550
"2020-05-07",21250
"2020-05-08",21300
"2020-05-11",21350
"2020-05-12",20850
"2020-05-13",21100
"2020-05-14",20600
"2020-05-15",20400
"2020-05-18",21450
"2020-05-19",21650
"2020-05-20",21700
"2020-05-21",21500
"2020-05-22",20950
"2020-05-25",21100
"2020-05-26",21700
"2020-05-27",21500
"2020-05-28",21100
"2020-05-29",21000
"2020-06-01",21300
"2020-06-02",21600
"2020-06-03",22950
"2020-06-04",23000
"2020-06-05",22850
"2020-06-08",23050
"2020-06-09",22800
"2020-06-10",22500
"2020-06-11",22650
"2020-06-12",21800
"2020-06-15",19450
"2020-06-16",20400
"2020-06-17",20100
"2020-06-18",20100
"2020-06-19",20350
"2020-06-22",21150
"2020-06-23",21150
"2020-06-24",21000
"2020-06-25",20400
"2020-06-26",20400
"2020-06-29",19700
"2020-06-30",19800
"2020-07-01",19250
"2020-07-02",19400
"2020-07-03",19750
"2020-07-06",19800
"2020-07-07",19550
"2020-07-08",19450
"2020-07-09",19250
"2020-07-10",19000
"2020-07-13",19150
"2020-07-14",18950
"2020-07-15",19400
"2020-07-16",19800
"2020-07-17",19850
"2020-07-20",19550
"2020-07-21",19750
"2020-07-22",19850
"2020-07-23",19600
"2020-07-24",19600
"2020-07-27",19400
"2020-07-28",19100
"2020-07-29",19100
"2020-07-30",19050
"2020-07-31",19100
"2020-08-03",20650
"2020-08-04",20650
"2020-08-05",20800
"2020-08-06",20900
"2020-08-07",20900
"2020-08-10",21050
"2020-08-11",21150
"2020-08-12",20850
"2020-08-13",20650
"2020-08-14",20250
"2020-08-18",18900
"2020-08-19",19050
"2020-08-20",18100
"2020-08-21",18350
"2020-08-24",18650
"2020-08-25",18950
"2020-08-26",18800
"2020-08-27",18400
"2020-08-28",18450
"2020-08-31",18450
"2020-09-01",18600
"2020-09-02",19050
"2020-09-03",19150
"2020-09-04",19050
"2020-09-07",19000
"2020-09-08",18900
"2020-09-09",18850
"2020-09-10",19100
"2020-09-11",19700
"2020-09-14",21200
"2020-09-15",22550
"2020-09-16",23050
"2020-09-17",22250
"2020-09-18",21900
"2020-09-21",20550
"2020-09-22",19250
"2020-09-23",19700
"2020-09-24",18700
"2020-09-25",18750
"2020-09-28",19400
"2020-09-29",19550
"2020-10-05",19900
"2020-10-06",19850
"2020-10-07",19800
"2020-10-08",20000
"2020-10-12",20600
"2020-10-13",20750
"2020-10-14",20250
"2020-10-15",19450
"2020-10-16",19350
"2020-10-19",19600
"2020-10-20",20250
"2020-10-21",20400
"2020-10-22",20350
"2020-10-23",20000
"2020-10-26",19400
"2020-10-27",19400
"2020-10-28",20200
"2020-10-29",19850
"2020-10-30",19600
"2020-11-02",20000
"2020-11-03",20100
"2020-11-04",20050
"2020-11-05",20350
"2020-11-06",20750
"2020-11-09",21550
"2020-11-10",21150
"2020-11-11",21750
"2020-11-12",21900
"2020-11-13",21650
"2020-11-16",21550
"2020-11-17",20700
"2020-11-18",20750
"2020-11-19",20400
"2020-11-20",20800
"2020-11-23",20800
"2020-11-24",20500
"2020-11-25",20650
"2020-11-26",20600
"2020-11-27",20600
"2020-11-30",20350
"2020-12-01",20350
"2020-12-02",20200
"2020-12-03",20200
