"","Price"
"2018-01-29",15450
"2018-01-30",15650
"2018-01-31",15600
"2018-02-01",16100
"2018-02-02",15550
"2018-02-05",14900
"2018-02-06",14900
"2018-02-07",14650
"2018-02-08",14800
"2018-02-09",14600
"2018-02-12",15350
"2018-02-13",15250
"2018-02-14",15050
"2018-02-19",15050
"2018-02-20",15350
"2018-02-21",15550
"2018-02-22",15300
"2018-02-23",15200
"2018-02-26",14800
"2018-02-27",14900
"2018-02-28",14600
"2018-03-02",14500
"2018-03-05",14750
"2018-03-06",14600
"2018-03-07",14250
"2018-03-08",15050
"2018-03-09",15200
"2018-03-12",15500
"2018-03-13",15500
"2018-03-14",15300
"2018-03-15",15200
"2018-03-16",15200
"2018-03-19",15400
"2018-03-20",15850
"2018-03-21",16350
"2018-03-22",16650
"2018-03-23",15850
"2018-03-26",16350
"2018-03-27",17200
"2018-03-28",17650
"2018-03-29",17000
"2018-03-30",17800
"2018-04-02",17200
"2018-04-03",16350
"2018-04-04",16300
"2018-04-05",16150
"2018-04-06",15650
"2018-04-09",15900
"2018-04-10",16350
"2018-04-11",16350
"2018-04-12",16250
"2018-04-13",16100
"2018-04-16",15850
"2018-04-17",16750
"2018-04-18",16400
"2018-04-19",16550
"2018-04-20",16800
"2018-04-23",16800
"2018-04-24",16600
"2018-04-25",16200
"2018-04-26",16200
"2018-04-27",15900
"2018-04-30",17000
"2018-05-02",17600
"2018-05-03",17050
"2018-05-04",17000
"2018-05-08",16550
"2018-05-09",16450
"2018-05-10",16850
"2018-05-11",18100
"2018-05-14",22900
"2018-05-15",21800
"2018-05-16",19000
"2018-05-17",19200
"2018-05-18",19350
"2018-05-21",19350
"2018-05-23",18600
"2018-05-24",17800
"2018-05-25",16800
"2018-05-28",19200
"2018-05-29",17250
"2018-05-30",17300
"2018-05-31",17250
"2018-06-01",16700
"2018-06-04",16100
"2018-06-05",16750
"2018-06-07",16450
"2018-06-08",16550
"2018-06-11",17150
"2018-06-12",16850
"2018-06-14",16000
"2018-06-15",16300
"2018-06-18",15700
"2018-06-19",15700
"2018-06-20",16100
"2018-06-21",15850
"2018-06-22",16200
"2018-06-25",16000
"2018-06-26",15450
"2018-06-27",14800
"2018-06-28",14350
"2018-06-29",14650
"2018-07-02",14000
"2018-07-03",13850
"2018-07-04",13800
"2018-07-05",13550
"2018-07-06",13750
"2018-07-09",13600
"2018-07-10",14000
"2018-07-11",14150
"2018-07-12",14350
"2018-07-13",14300
"2018-07-16",14200
"2018-07-17",14100
"2018-07-18",13500
"2018-07-19",13350
"2018-07-20",13250
"2018-07-23",12450
"2018-07-24",13100
"2018-07-25",12700
"2018-07-26",13150
"2018-07-27",13450
"2018-07-30",13450
"2018-07-31",13200
"2018-08-01",13400
"2018-08-02",13300
"2018-08-03",13400
"2018-08-06",13400
"2018-08-07",13450
"2018-08-08",13350
"2018-08-09",13150
"2018-08-10",13100
"2018-08-13",12600
"2018-08-14",12350
"2018-08-16",12250
"2018-08-17",12050
"2018-08-20",11700
"2018-08-21",11800
"2018-08-22",12050
"2018-08-23",12150
"2018-08-24",12100
"2018-08-27",12150
"2018-08-28",12200
"2018-08-29",12150
"2018-08-30",12300
"2018-08-31",12750
"2018-09-03",12700
"2018-09-04",12450
"2018-09-05",12600
"2018-09-06",12800
"2018-09-07",12700
"2018-09-10",13250
"2018-09-11",13250
"2018-09-12",13250
"2018-09-13",13600
"2018-09-14",13200
"2018-09-17",13150
"2018-09-18",13750
"2018-09-19",14000
"2018-09-20",13950
"2018-09-21",13900
"2018-09-27",13900
"2018-09-28",13800
"2018-10-01",13500
"2018-10-02",13500
"2018-10-04",13550
"2018-10-05",13450
"2018-10-08",13200
"2018-10-10",12850
"2018-10-11",12200
"2018-10-12",11900
"2018-10-15",11900
"2018-10-16",12100
"2018-10-17",12300
"2018-10-18",12300
"2018-10-19",12350
"2018-10-22",12000
"2018-10-23",11800
"2018-10-24",12000
"2018-10-25",12300
"2018-10-26",12050
"2018-10-29",11300
"2018-10-30",11300
"2018-10-31",11350
"2018-11-01",11650
"2018-11-02",11850
"2018-11-05",11850
"2018-11-06",11850
"2018-11-07",11650
"2018-11-08",11700
"2018-11-09",11500
"2018-11-12",11500
"2018-11-13",11300
"2018-11-14",11400
"2018-11-15",11450
"2018-11-16",11350
"2018-11-19",11900
"2018-11-20",12050
"2018-11-21",12000
"2018-11-22",12000
"2018-11-23",12000
"2018-11-26",12050
"2018-11-27",12300
"2018-11-28",12600
"2018-11-29",12700
"2018-11-30",12550
"2018-12-03",12700
"2018-12-04",12750
"2018-12-05",12750
"2018-12-06",12700
"2018-12-07",12700
"2018-12-10",12600
"2018-12-11",12450
"2018-12-12",12500
"2018-12-13",12600
"2018-12-14",12750
"2018-12-17",12650
"2018-12-18",12500
"2018-12-19",12600
"2018-12-20",12500
"2018-12-21",12350
"2018-12-24",12550
"2018-12-26",12400
"2018-12-27",11850
"2018-12-28",11750
"2019-01-02",11650
"2019-01-03",11600
"2019-01-04",11700
"2019-01-07",11700
"2019-01-08",11600
"2019-01-09",11850
"2019-01-10",11800
"2019-01-11",11800
"2019-01-14",11850
"2019-01-15",11900
"2019-01-16",12000
"2019-01-17",11900
"2019-01-18",11950
"2019-01-21",11950
"2019-01-22",11900
"2019-01-23",12350
"2019-01-24",12600
"2019-01-25",12750
"2019-01-28",12650
"2019-01-29",12600
"2019-01-30",12550
"2019-01-31",12400
"2019-02-01",12700
"2019-02-07",12700
"2019-02-08",12700
"2019-02-11",13000
"2019-02-12",13000
"2019-02-13",13100
"2019-02-14",13150
"2019-02-15",12900
"2019-02-18",12950
"2019-02-19",13000
"2019-02-20",13100
"2019-02-21",12700
"2019-02-22",12850
"2019-02-25",13050
"2019-02-26",12850
"2019-02-27",13000
"2019-02-28",12700
"2019-03-04",13350
"2019-03-05",14150
"2019-03-06",14150
"2019-03-07",14350
"2019-03-08",14000
"2019-03-11",13950
"2019-03-12",13900
"2019-03-13",13900
"2019-03-14",13800
"2019-03-15",13800
"2019-03-18",14350
"2019-03-19",14800
"2019-03-20",14950
"2019-03-21",14900
"2019-03-22",14700
"2019-03-25",14800
"2019-03-26",15600
"2019-03-27",16650
"2019-03-28",16300
"2019-03-29",16950
"2019-04-01",17450
"2019-04-02",17800
"2019-04-03",17900
"2019-04-04",17750
"2019-04-05",18450
"2019-04-08",19400
"2019-04-09",19200
"2019-04-10",20850
"2019-04-11",20950
"2019-04-12",22250
"2019-04-15",23100
"2019-04-16",23150
"2019-04-17",23900
"2019-04-18",24700
"2019-04-19",23300
"2019-04-22",22000
"2019-04-23",22350
"2019-04-24",22650
"2019-04-25",25250
"2019-04-26",25750
"2019-04-29",26000
"2019-04-30",25750
"2019-05-02",25800
"2019-05-03",25450
"2019-05-07",25100
"2019-05-08",24300
"2019-05-09",23200
"2019-05-10",22000
"2019-05-13",21100
"2019-05-14",21650
"2019-05-15",21850
"2019-05-16",21500
"2019-05-17",21750
"2019-05-20",21700
"2019-05-21",21550
"2019-05-22",22500
"2019-05-23",22450
"2019-05-24",20150
"2019-05-27",20950
"2019-05-28",21350
"2019-05-29",21200
"2019-05-30",20950
"2019-05-31",21050
"2019-06-03",20850
"2019-06-04",20950
"2019-06-05",21300
"2019-06-07",21400
"2019-06-10",23350
"2019-06-11",22800
"2019-06-12",22200
"2019-06-13",22750
"2019-06-14",22650
"2019-06-17",25850
"2019-06-18",24500
"2019-06-19",24550
"2019-06-20",25400
"2019-06-21",25550
"2019-06-24",25900
"2019-06-25",26100
"2019-06-26",26100
"2019-06-27",25800
"2019-06-28",25650
"2019-07-01",25200
"2019-07-02",25200
"2019-07-03",24950
"2019-07-04",24650
"2019-07-05",24250
"2019-07-08",23700
"2019-07-09",24000
"2019-07-10",24000
"2019-07-11",24000
"2019-07-12",23950
"2019-07-15",23600
"2019-07-16",22900
"2019-07-17",22050
"2019-07-18",22100
"2019-07-19",22350
"2019-07-22",22300
"2019-07-23",21550
"2019-07-24",21400
"2019-07-25",21300
"2019-07-26",20900
"2019-07-29",19600
"2019-07-30",20300
"2019-07-31",20200
"2019-08-01",20400
"2019-08-02",20550
"2019-08-05",19350
"2019-08-06",18600
"2019-08-07",18800
"2019-08-08",19600
"2019-08-09",20100
"2019-08-12",20500
"2019-08-13",21300
"2019-08-14",21100
"2019-08-16",20000
"2019-08-19",20200
"2019-08-20",20050
"2019-08-21",20350
"2019-08-22",20500
"2019-08-23",20350
"2019-08-26",19450
"2019-08-27",19800
"2019-08-28",19600
"2019-08-29",21350
"2019-08-30",22200
"2019-09-02",23350
"2019-09-03",23550
"2019-09-04",23600
"2019-09-05",23550
"2019-09-06",23350
"2019-09-09",23050
"2019-09-10",23500
"2019-09-11",23800
"2019-09-16",24400
"2019-09-17",24450
"2019-09-18",24550
"2019-09-19",24550
"2019-09-20",24550
"2019-09-23",24450
"2019-09-24",24350
"2019-09-25",23650
"2019-09-26",23700
"2019-09-27",23250
"2019-09-30",23200
"2019-10-01",23150
"2019-10-02",23300
"2019-10-04",22950
"2019-10-07",22850
"2019-10-08",22650
"2019-10-10",22350
"2019-10-11",22400
"2019-10-14",22750
"2019-10-15",22750
"2019-10-16",22600
"2019-10-17",22350
"2019-10-18",22400
"2019-10-21",22350
"2019-10-22",22850
"2019-10-23",22850
"2019-10-24",22500
"2019-10-25",22550
"2019-10-28",22600
"2019-10-29",22400
"2019-10-30",22350
"2019-10-31",22300
"2019-11-01",22250
"2019-11-04",22850
"2019-11-05",22900
"2019-11-06",22950
"2019-11-07",23150
"2019-11-08",23200
"2019-11-11",23300
"2019-11-12",23300
"2019-11-13",23350
"2019-11-14",23400
"2019-11-15",23750
"2019-11-18",23750
"2019-11-19",23750
"2019-11-20",23550
"2019-11-21",22850
"2019-11-22",23350
"2019-11-25",23250
"2019-11-26",23000
"2019-11-27",22600
"2019-11-28",22050
"2019-11-29",22300
"2019-12-02",22150
"2019-12-03",21950
"2019-12-04",21750
"2019-12-05",21400
"2019-12-06",21750
"2019-12-09",21400
"2019-12-10",21100
"2019-12-11",21100
"2019-12-12",21050
"2019-12-13",20950
"2019-12-16",20750
"2019-12-17",21700
"2019-12-18",22200
"2019-12-19",22450
"2019-12-20",22300
"2019-12-23",22150
"2019-12-24",21900
"2019-12-26",23000
"2019-12-27",23350
"2019-12-30",23400
"2020-01-02",23650
"2020-01-03",24000
"2020-01-06",24150
"2020-01-07",24150
"2020-01-08",23900
"2020-01-09",24100
"2020-01-10",24100
"2020-01-13",24200
"2020-01-14",24250
"2020-01-15",24250
"2020-01-16",24200
"2020-01-17",24050
"2020-01-20",23800
"2020-01-21",23950
"2020-01-22",23950
"2020-01-23",24000
"2020-01-28",23700
"2020-01-29",23800
"2020-01-30",23800
"2020-01-31",23750
"2020-02-03",23400
"2020-02-04",23600
"2020-02-05",23750
"2020-02-06",23750
"2020-02-07",23700
"2020-02-10",23550
"2020-02-11",23750
"2020-02-12",23750
"2020-02-13",23750
"2020-02-14",23800
"2020-02-17",23850
"2020-02-18",24150
"2020-02-19",24350
"2020-02-20",24650
"2020-02-21",24500
"2020-02-24",24050
"2020-02-25",24200
"2020-02-26",24050
"2020-02-27",24000
"2020-02-28",23150
"2020-03-02",23100
"2020-03-03",23100
"2020-03-04",23100
"2020-03-05",23350
"2020-03-06",23300
"2020-03-09",21750
"2020-03-10",20850
"2020-03-11",19550
"2020-03-12",17750
"2020-03-13",18050
"2020-03-16",17300
"2020-03-17",17200
"2020-03-18",17200
"2020-03-19",16550
"2020-03-20",16100
"2020-03-23",14250
"2020-03-24",15300
"2020-03-25",16150
"2020-03-26",15850
"2020-03-27",16000
"2020-03-30",17500
"2020-03-31",18050
"2020-04-01",17700
"2020-04-02",17500
"2020-04-03",17250
"2020-04-06",17900
"2020-04-07",18500
"2020-04-08",18600
"2020-04-09",18850
"2020-04-10",18900
"2020-04-13",18500
"2020-04-14",18550
"2020-04-16",18550
"2020-04-17",19350
"2020-04-20",19150
"2020-04-21",18900
"2020-04-22",18750
"2020-04-23",18850
"2020-04-24",18950
"2020-04-27",19300
"2020-04-28",19350
"2020-04-29",19850
"2020-05-04",19800
"2020-05-06",19850
"2020-05-07",20300
"2020-05-08",20600
"2020-05-11",20750
"2020-05-12",20500
"2020-05-13",20500
"2020-05-14",20400
"2020-05-15",20400
"2020-05-18",20300
"2020-05-19",20250
"2020-05-20",20200
"2020-05-21",20650
"2020-05-22",20300
"2020-05-25",20200
"2020-05-26",20200
"2020-05-27",20200
"2020-05-28",20000
"2020-05-29",19800
"2020-06-01",20100
"2020-06-02",20500
"2020-06-03",20450
"2020-06-04",20550
"2020-06-05",20450
"2020-06-08",20500
"2020-06-09",20500
"2020-06-10",20500
"2020-06-11",20150
"2020-06-12",20100
"2020-06-15",18850
"2020-06-16",19100
"2020-06-17",19500
"2020-06-18",19550
"2020-06-19",19600
"2020-06-22",19650
"2020-06-23",19500
"2020-06-24",19350
"2020-06-25",19600
"2020-06-26",19450
"2020-06-29",19100
"2020-06-30",18950
"2020-07-01",18900
"2020-07-02",18800
"2020-07-03",19450
"2020-07-06",19500
"2020-07-07",19400
"2020-07-08",19400
"2020-07-09",19250
"2020-07-10",19100
"2020-07-13",19250
"2020-07-14",19450
"2020-07-15",19450
"2020-07-16",19350
"2020-07-17",19250
"2020-07-20",18950
"2020-07-21",19100
"2020-07-22",20750
"2020-07-23",21500
"2020-07-24",21500
"2020-07-27",21400
"2020-07-28",20750
"2020-07-29",20200
"2020-07-30",20750
"2020-07-31",20400
"2020-08-03",20300
"2020-08-04",20400
"2020-08-05",20350
"2020-08-06",20300
"2020-08-07",21200
"2020-08-10",21550
"2020-08-11",21500
"2020-08-12",23000
"2020-08-13",24150
"2020-08-14",22000
"2020-08-18",20600
"2020-08-19",20500
"2020-08-20",19700
"2020-08-21",20450
"2020-08-24",20700
"2020-08-25",22150
"2020-08-26",22600
"2020-08-27",22200
"2020-08-28",21950
"2020-08-31",21900
"2020-09-01",21700
"2020-09-02",22200
"2020-09-03",22300
"2020-09-04",22200
"2020-09-07",25350
"2020-09-08",24050
"2020-09-09",24450
"2020-09-10",25600
"2020-09-11",25300
"2020-09-14",25000
"2020-09-15",24400
"2020-09-16",24950
"2020-09-17",24550
"2020-09-18",23850
"2020-09-21",22900
"2020-09-22",22100
"2020-09-23",23050
"2020-09-24",22500
"2020-09-25",22650
"2020-09-28",22900
"2020-09-29",22900
"2020-10-05",23350
"2020-10-06",23350
"2020-10-07",23850
"2020-10-08",23500
"2020-10-12",23400
"2020-10-13",23250
"2020-10-14",22950
"2020-10-15",22650
"2020-10-16",22500
"2020-10-19",22400
"2020-10-20",22400
"2020-10-21",22650
"2020-10-22",22500
"2020-10-23",22300
"2020-10-26",22000
"2020-10-27",22000
"2020-10-28",22050
"2020-10-29",22000
"2020-10-30",21750
"2020-11-02",22100
"2020-11-03",22350
"2020-11-04",22350
"2020-11-05",22650
"2020-11-06",22450
"2020-11-09",22900
"2020-11-10",23600
"2020-11-11",23500
"2020-11-12",23550
"2020-11-13",23950
"2020-11-16",22550
"2020-11-17",22950
"2020-11-18",22500
"2020-11-19",22500
"2020-11-20",22650
"2020-11-23",22400
"2020-11-24",22500
"2020-11-25",22300
"2020-11-26",22000
"2020-11-27",22450
"2020-11-30",22350
"2020-12-01",22150
"2020-12-02",22000
"2020-12-03",22050
