"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"2051","222110","팬젠",8800,110,1.27,NA,NA,1911,4.6,0,0
"2052","010820","퍼스텍",2500,15,0.6,NA,NA,583,4.29,0,0
"2053","016800","퍼시스",29950,250,0.84,3601,8.32,38601,0.78,1000,3.34
"2054","263750","펄어비스",323100,-3400,-1.04,13002,24.85,45229,7.14,0,0
"2055","251970","펌텍코리아",19550,-50,-0.26,1714,11.41,11642,1.68,330,1.69
"2056","001020","페이퍼코리아",2385,150,6.71,NA,NA,436,5.47,0,0
"2057","087010","펩트론",14500,-150,-1.02,NA,NA,1743,8.32,0,0
"2058","090080","평화산업",1120,10,0.9,NA,NA,610,1.84,0,0
"2059","043370","평화정공",10600,50,0.47,1506,7.04,27452,0.39,180,1.7
"2060","010770","평화홀딩스",3735,50,1.36,NA,NA,7971,0.47,150,4.02
"2061","119500","포메탈",4950,145,3.02,186,26.61,3776,1.31,60,1.21
"2062","016670","포비스티앤씨",973,0,0,NA,NA,1135,0.86,0,0
"2063","056730","포스링크",1550,0,0,NA,NA,193,8.03,0,0
"2064","022100","포스코 ICT",7370,-50,-0.67,258,28.57,2402,3.07,50,0.68
"2065","058430","포스코강판",31950,850,2.73,446,71.64,36256,0.88,400,1.25
"2066","009520","포스코엠텍",8470,-40,-0.47,254,33.35,2160,3.92,80,0.94
"2067","047050","포스코인터내셔널",20000,-300,-1.48,1697,11.79,24703,0.81,700,3.5
"2068","003670","포스코케미칼",160000,-3000,-1.84,1569,101.98,15352,10.42,400,0.25
"2069","189690","포시에스",7540,-100,-1.31,671,11.24,6906,1.09,100,1.33
"2070","318020","포인트모바일",24250,-850,-3.39,870,27.87,3616,6.71,0,0
"2071","256630","포인트엔지니어링",3775,-65,-1.69,23,164.13,1222,3.09,20,0.53
"2072","141020","포티스",108,0,0,NA,NA,370,0.29,0,0
"2073","041020","폴라리스오피스",2570,-80,-3.02,NA,NA,745,3.45,0,0
"2074","007630","폴루스바이오팜",1225,0,0,NA,NA,1509,0.81,0,0
"2075","290720","푸드나무",26350,0,0,656,40.17,7454,3.54,70,0.27
"2076","005670","푸드웰",8000,-110,-1.36,3153,2.54,7681,1.04,100,1.25
"2077","094940","푸른기술",11000,650,6.28,80,137.5,3426,3.21,30,0.27
"2078","007330","푸른저축은행",21150,-1350,-6,2008,10.53,17594,1.2,550,2.6
"2079","017810","풀무원",18300,50,0.27,56,326.79,9425,1.94,102,0.56
"2080","093380","풍강",4175,-30,-0.71,114,36.62,6168,0.68,60,1.44
"2081","023900","풍국주정",20400,-150,-0.73,618,33.01,10607,1.92,160,0.78
"2082","103140","풍산",33750,150,0.45,629,53.66,49306,0.68,400,1.19
"2083","005810","풍산홀딩스",23650,150,0.64,2544,9.3,62585,0.38,1400,5.92
"2084","195440","퓨전",2075,0,0,NA,NA,8080,0.26,0,0
"2085","214270","퓨쳐스트림네트웍스",1300,-65,-4.76,36,36.11,588,2.21,0,0
"2086","220100","퓨쳐켐",15900,-50,-0.31,NA,NA,1421,11.19,0,0
"2087","035200","프럼파스트",5360,210,4.08,124,43.23,3618,1.48,0,0
"2088","334970","프레스티지바이오로직스",13300,400,3.1,NA,NA,814,16.34,0,0
"2089","203690","프로스테믹스",3305,130,4.09,NA,NA,621,5.32,0,0
"2090","053610","프로텍",28200,-600,-2.08,3720,7.58,18797,1.5,400,1.42
"2091","335810","프리시젼바이오",15700,450,2.95,NA,NA,1183,13.27,0,0
"2092","053160","프리엠스",26350,6050,29.8,102,258.33,7582,3.48,50,0.19
"2093","075130","플랜티넷",6790,-180,-2.58,303,22.41,7467,0.91,250,3.68
"2094","237820","플레이디",11500,300,2.68,730,15.75,4477,2.57,220,1.91
"2095","023770","플레이위드",9900,-50,-0.5,1148,8.62,2126,4.66,0,0
"2096","300080","플리토",14850,-400,-2.62,NA,NA,4642,3.2,0,0
"2097","032580","피델릭스",1640,5,0.31,NA,NA,1370,1.2,0,0
"2098","051380","피씨디렉트",10600,-150,-1.4,494,21.46,4705,2.25,100,0.94
"2099","241820","피씨엘",54000,1100,2.08,NA,NA,611,88.38,0,0
"2100","237750","피앤씨테크",8000,70,0.88,428,18.69,9172,0.87,0,0
"2101","131390","피앤이솔루션",22200,-300,-1.33,1096,20.26,5497,4.04,0,0
"2102","024850","피에스엠씨",1640,0,0,2,820,510,3.22,0,0
"2103","319660","피에스케이",44000,450,1.03,1058,41.59,12682,3.47,300,0.68
"2104","031980","피에스케이홀딩스",10950,300,2.82,950,11.53,15958,0.69,150,1.37
"2105","002230","피에스텍",6190,-20,-0.32,131,47.25,7280,0.85,150,2.42
"2106","239890","피엔에이치테크",18750,3150,20.19,NA,NA,NA,NA,0,0
"2107","347740","피엔케이피부임상연구센타",21400,50,0.23,973,21.99,3767,5.68,0,0
"2108","137400","피엔티",24150,-50,-0.21,NA,NA,4258,5.67,0,0
"2109","128660","피제이메탈",2690,-5,-0.19,85,31.65,1634,1.65,100,3.72
"2110","006140","피제이전자",8600,-100,-1.15,326,26.38,7136,1.21,140,1.63
"2111","304840","피플바이오",41800,650,1.58,NA,NA,542,77.12,0,0
"2112","062970","피피아이",5380,20,0.37,339,15.87,2409,2.23,0,0
"2113","087600","픽셀플러스",8770,750,9.35,NA,NA,9523,0.92,0,0
"2114","057880","필로시스헬스케어",2175,20,0.93,NA,NA,542,4.01,0,0
"2115","033180","필룩스",3390,50,1.5,NA,NA,3111,1.09,0,0
"2116","161580","필옵틱스",13250,400,3.11,NA,NA,3174,4.17,0,0
"2117","347770","핌스",16650,500,3.1,1043,15.96,2593,6.42,0,0
"2118","163730","핑거",20600,550,2.74,590,34.92,1826,11.28,0,0
"2119","332710","하나금융14호스팩",2115,5,0.24,NA,NA,NA,NA,0,0
"2120","341160","하나금융15호스팩",2105,-5,-0.24,NA,NA,NA,NA,0,0
"2121","343510","하나금융16호스팩",2090,0,0,NA,NA,NA,NA,0,0
"2122","363260","하나금융17호스팩",2075,5,0.24,NA,NA,NA,NA,0,0
"2123","086790","하나금융지주",41650,-650,-1.54,7898,5.27,93673,0.44,2100,5.04
"2124","299030","하나기술",59600,-2200,-3.56,1112,53.6,2982,19.99,0,0
"2125","067310","하나마이크론",12150,-200,-1.62,NA,NA,5238,2.32,50,0.41
"2126","372290","하나머스트7호스팩",2070,-15,-0.72,NA,NA,NA,NA,0,0
"2127","307160","하나머스트제6호스팩",2165,-10,-0.46,NA,NA,NA,NA,0,0
"2128","166090","하나머티리얼즈",42600,-1400,-3.18,1421,29.98,7410,5.75,200,0.47
"2129","293480","하나제약",24700,-100,-0.4,1778,13.89,13601,1.82,460,1.86
"2130","039130","하나투어",63600,-1200,-1.85,NA,NA,15562,4.09,1000,1.57
"2131","136480","하림",3020,-20,-0.66,NA,NA,2924,1.03,0,0
"2132","003380","하림지주",9740,30,0.31,736,13.23,18633,0.52,50,0.51
"2133","149980","하이로닉",6030,90,1.52,231,26.1,2888,2.09,56,0.93
"2134","013030","하이록코리아",17600,750,4.45,947,18.59,25087,0.7,500,2.84
"2135","126700","하이비젼시스템",14050,-150,-1.06,607,23.15,8297,1.69,50,0.36
"2136","106080","하이소닉",3110,0,0,NA,NA,825,3.77,0,0
"2137","071090","하이스틸",2655,5,0.19,2,1327.5,6383,0.42,10,0.38
"2138","340120","하이제5호스팩",2095,0,0,NA,NA,NA,NA,0,0
"2139","221840","하이즈항공",5450,100,1.87,221,24.66,4321,1.26,61,1.12
"2140","106190","하이텍팜",18700,-100,-0.53,NA,NA,13907,1.34,50,0.27
"2141","019490","하이트론",9000,-170,-1.85,NA,NA,3091,2.91,0,0
"2142","000080","하이트진로",35500,-850,-2.34,NA,NA,14488,2.45,700,1.97
"2143","000087","하이트진로2우B",20350,50,0.25,NA,NA,NA,NA,0,0
"2144","000140","하이트진로홀딩스",15950,-100,-0.62,NA,NA,18398,0.87,350,2.19
"2145","000145","하이트진로홀딩스우",15200,0,0,NA,NA,NA,NA,400,2.63
"2146","066130","하츠",12200,650,5.63,194,62.89,6471,1.89,30,0.25
"2147","368770","한국9호스팩",2070,-5,-0.24,NA,NA,NA,NA,0,0
"2148","004590","한국가구",7050,-100,-1.4,405,17.41,6919,1.02,115,1.63
"2149","036460","한국가스공사",33900,250,0.74,395,85.82,85073,0.4,380,1.12
"2150","039340","한국경제TV",7190,60,0.84,671,10.72,5300,1.36,90,1.25
"2151","005430","한국공항",41100,0,0,5318,7.73,102021,0.4,1000,2.43
"2152","071050","한국금융지주",98400,4000,4.24,14467,6.8,81250,1.21,2900,2.95
"2153","071055","한국금융지주우",70100,800,1.15,NA,NA,NA,NA,2962,4.23
"2154","034950","한국기업평가",88200,100,0.11,4563,19.33,23591,3.74,8618,9.77
"2155","010040","한국내화",4050,25,0.62,193,20.98,6144,0.66,35,0.86
"2156","025540","한국단자",80900,900,1.13,3062,26.42,68181,1.19,700,0.87
"2157","222980","한국맥널티",10550,50,0.48,NA,NA,2769,3.81,0,0
"2158","318000","한국바이오젠",8400,0,0,NA,NA,3159,2.66,50,0.6
"2159","256840","한국비엔씨",7820,470,6.39,NA,NA,558,14.01,0,0
"2160","004090","한국석유",287000,-7000,-2.38,NA,NA,212214,1.35,1500,0.52
"2161","025550","한국선재",3570,-80,-2.19,111,32.16,3631,0.98,0,0
"2162","002200","한국수출포장",24700,100,0.41,4505,5.48,61942,0.4,600,2.43
"2163","002960","한국쉘석유",254000,-2000,-0.78,16174,15.7,75323,3.37,16000,6.3
"2164","023890","한국아트라스비엑스",62200,0,0,13966,4.45,40126,1.55,400,0.64
"2165","017890","한국알콜",13700,50,0.37,1545,8.87,15175,0.9,100,0.73
"2166","000240","한국앤컴퍼니",18500,100,0.54,1650,11.21,35269,0.52,350,1.89
"2167","080720","한국유니온제약",13200,400,3.13,65,203.08,9084,1.45,0,0
"2168","123890","한국자산신탁",4890,175,3.71,733,6.67,5339,0.92,200,4.09
"2169","015760","한국전력",23850,-200,-0.83,NA,NA,105140,0.23,0,0
"2170","063570","한국전자금융",6610,0,0,150,44.07,4581,1.44,110,1.66
"2171","041460","한국전자인증",7780,-70,-0.89,87,89.43,1887,4.12,46,0.59
"2172","006200","한국전자홀딩스",1430,-55,-3.7,NA,NA,2289,0.62,0,0
"2173","101680","한국정밀기계",1440,0,0,NA,NA,6762,0.21,0,0
"2174","039740","한국정보공학",3575,45,1.27,223,16.03,5025,0.71,0,0
"2175","053300","한국정보인증",7050,-50,-0.7,229,30.79,2735,2.58,100,1.42
"2176","025770","한국정보통신",9350,-90,-0.95,649,14.41,5319,1.76,0,0
"2177","310870","한국제8호스팩",2110,0,0,NA,NA,NA,NA,0,0
"2178","009540","한국조선해양",130000,2500,1.96,2183,59.55,163436,0.8,0,0
"2179","023350","한국종합기술",8400,630,8.11,NA,NA,8724,0.96,100,1.19
"2180","025890","한국주강",1910,10,0.53,NA,NA,2848,0.67,0,0
"2181","000970","한국주철관",9320,120,1.3,585,15.93,11819,0.79,200,2.15
"2182","104700","한국철강",12650,850,7.2,415,30.48,15742,0.8,200,1.58
"2183","017960","한국카본",12350,50,0.41,431,28.65,7114,1.74,120,0.97
"2184","023760","한국캐피탈",769,-8,-1.03,118,6.52,897,0.86,25,3.25
"2185","054040","한국컴퓨터",4620,-80,-1.7,496,9.31,5849,0.79,130,2.81
"2186","050540","한국코퍼레이션",282,0,0,NA,NA,974,0.29,0,0
"2187","161890","한국콜마",55800,-200,-0.36,1284,43.46,20601,2.71,330,0.59
"2188","024720","한국콜마홀딩스",28700,250,0.88,2364,12.14,22998,1.25,195,0.68
"2189","021650","한국큐빅",5210,-140,-2.62,206,25.29,3499,1.49,25,0.48
"2190","161390","한국타이어앤테크놀로지",49800,1300,2.68,3387,14.7,57774,0.86,550,1.1
"2191","053590","한국테크놀로지",1570,-95,-5.71,NA,NA,343,4.58,0,0
"2192","034830","한국토지신탁",2485,40,1.64,449,5.53,3476,0.71,110,4.43
"2193","007280","한국특수형강",2450,165,7.22,NA,NA,2085,1.18,0,0
"2194","032300","한국파마",39150,1250,3.3,629,62.24,3028,12.93,50,0.13
"2195","037230","한국팩키지",5730,330,6.11,72,79.58,1591,3.6,35,0.61
"2196","010100","한국프랜지",3100,10,0.32,373,8.31,7092,0.44,50,1.61
"2197","047810","한국항공우주",37950,350,0.93,1748,21.71,11714,3.24,400,1.05
"2198","123690","한국화장품",11850,50,0.42,NA,NA,2190,5.41,0,0
"2199","003350","한국화장품제조",34850,-50,-0.14,NA,NA,10597,3.29,100,0.29
"2200","030520","한글과컴퓨터",17800,-50,-0.28,864,20.6,9633,1.85,0,0
"2201","052600","한네트",10750,-650,-5.7,98,109.69,3033,3.54,100,0.93
"2202","011500","한농화성",15500,-150,-0.96,652,23.77,7692,2.02,150,0.97
"2203","002390","한독",28250,600,2.17,2544,11.1,24757,1.14,275,0.97
"2204","256150","한독크린텍",37600,1800,5.03,1601,23.49,7753,4.85,200,0.53
"2205","014790","한라",5450,300,5.83,28,194.64,5322,1.02,0,0
"2206","092460","한라IMS",7460,70,0.95,392,19.03,6891,1.08,100,1.34
"2207","060980","한라홀딩스",41350,100,0.24,3921,10.55,84613,0.49,2000,4.84
"2208","053690","한미글로벌",11050,150,1.38,2222,4.97,10777,1.03,200,1.81
"2209","042700","한미반도체",31800,900,2.91,383,83.03,3839,8.28,100,0.31
"2210","008930","한미사이언스",59000,300,0.51,467,126.34,9607,6.14,200,0.34
"2211","128940","한미약품",327500,-1500,-0.46,4352,75.25,60099,5.45,500,0.15
"2212","047080","한빛소프트",6950,310,4.67,97,71.65,602,11.54,0,0
"2213","009240","한샘",125500,8500,7.26,2423,51.8,25215,4.98,1200,0.96
"2214","020000","한섬",40200,-650,-1.59,3881,10.36,42450,0.95,450,1.12
"2215","003680","한성기업",8120,90,1.12,NA,NA,8081,1,0,0
"2216","105630","한세실업",20300,-450,-2.17,NA,NA,9945,2.04,500,2.46
"2217","069640","한세엠케이",3885,-30,-0.77,NA,NA,7793,0.5,0,0
"2218","016450","한세예스24홀딩스",9200,70,0.77,513,17.93,6786,1.36,250,2.72
"2219","010420","한솔PNS",2125,-45,-2.07,154,13.8,2004,1.06,25,1.18
"2220","009180","한솔로지스틱스",3290,-25,-0.75,215,15.3,1713,1.92,40,1.22
"2221","070590","한솔인티큐브",3615,15,0.42,NA,NA,1705,2.12,0,0
"2222","213500","한솔제지",14650,50,0.34,1683,8.7,24810,0.59,600,4.1
"2223","014680","한솔케미칼",256000,3500,1.39,7798,32.83,39713,6.45,1500,0.59
"2224","004710","한솔테크닉스",10700,250,2.39,245,43.67,8145,1.31,0,0
"2225","004150","한솔홀딩스",4035,-40,-0.98,602,6.7,9195,0.44,0,0
"2226","025750","한솔홈데코",2135,85,4.15,NA,NA,1914,1.12,0,0
"2227","226440","한송네오텍",1635,10,0.62,9,181.67,480,3.41,0,0
"2228","042520","한스바이오메드",12350,150,1.23,1012,12.2,7562,1.63,120,0.97
"2229","004960","한신공영",24000,3250,15.66,6212,3.86,43693,0.55,350,1.46
"2230","011700","한신기계",2435,0,0,51,47.75,2496,0.98,15,0.62
"2231","078350","한양디지텍",5660,-20,-0.35,NA,NA,2890,1.96,0,0
"2232","045100","한양이엔지",18000,50,0.28,1695,10.62,18191,0.99,450,2.5
"2233","001750","한양증권",13150,-300,-2.23,1726,7.62,22236,0.59,350,2.66
"2234","001755","한양증권우",26200,-4200,-13.82,NA,NA,NA,NA,400,1.53
"2235","018880","한온시스템",18450,200,1.1,597,30.9,4153,4.44,320,1.73
"2236","009420","한올바이오파마",23000,200,0.88,375,61.33,2688,8.56,0,0
"2237","014130","한익스프레스",6180,60,0.98,479,12.9,5960,1.04,70,1.13
"2238","046110","한일네트웍스",6160,-220,-3.45,589,10.46,5635,1.09,230,3.73
"2239","024740","한일단조",1990,-10,-0.5,107,18.6,3698,0.54,0,0
"2240","005860","한일사료",2050,-5,-0.24,NA,NA,1568,1.31,25,1.22
"2241","300720","한일시멘트",157000,2000,1.29,9772,16.07,214009,0.73,4700,2.99
"2242","123840","한일진공",1150,-20,-1.71,NA,NA,1803,0.64,0,0
"2243","002220","한일철강",2625,45,1.74,NA,NA,6586,0.4,0,0
"2244","006390","한일현대시멘트",43100,900,2.13,2458,17.53,12164,3.54,1000,2.32
"2245","003300","한일홀딩스",12800,150,1.19,461,27.77,33397,0.38,460,3.59
"2246","007770","한일화학",18950,-1050,-5.25,475,39.89,26611,0.71,150,0.79
"2247","051600","한전KPS",33000,300,0.92,3407,9.69,23632,1.4,1920,5.82
"2248","052690","한전기술",28100,800,2.93,694,40.49,12878,2.18,310,1.1
"2249","130660","한전산업",5150,210,4.25,530,9.72,2632,1.96,227,4.41
"2250","002320","한진",41150,200,0.49,NA,NA,72343,0.57,500,1.22
"2251","097230","한진중공업",7460,170,2.33,5185,1.44,2943,2.53,0,0
"2252","003480","한진중공업홀딩스",4180,-20,-0.48,1160,3.6,11298,0.37,0,0
"2253","180640","한진칼",53700,2200,4.27,NA,NA,20882,2.57,255,0.47
"2254","18064K","한진칼우",38650,750,1.98,NA,NA,NA,NA,280,0.72
"2255","005110","한창",1270,5,0.4,NA,NA,593,2.14,0,0
"2256","079170","한창산업",8000,260,3.36,227,35.24,10088,0.79,110,1.38
"2257","009460","한창제지",2370,30,1.28,125,18.96,1440,1.65,20,0.84
"2258","086960","한컴MDS",16100,50,0.31,987,16.31,12715,1.27,0,0
"2259","054920","한컴위드",9230,170,1.88,1905,4.85,4404,2.1,0,0
"2260","002680","한탑",1655,-10,-0.6,NA,NA,1573,1.05,0,0
"2261","066110","한프",480,0,0,NA,NA,NA,NA,0,0
"2262","000880","한화",31000,50,0.16,1051,29.5,45198,0.69,700,2.26
"2263","00088K","한화3우B",14500,50,0.35,NA,NA,NA,NA,750,5.17
"2264","088350","한화생명",3320,55,1.68,18,184.44,14606,0.23,30,0.9
"2265","000370","한화손해보험",4605,-15,-0.32,NA,NA,12154,0.38,0,0
"2266","009830","한화솔루션",48550,950,2,NA,NA,34147,1.42,200,0.41
"2267","009835","한화솔루션우",57700,300,0.52,NA,NA,NA,NA,250,0.43
"2268","272210","한화시스템",20950,50,0.24,706,29.67,8786,2.38,310,1.48
"2269","317320","한화에스비아이스팩",2735,5,0.18,NA,NA,NA,NA,0,0
"2270","012450","한화에어로스페이스",39700,-200,-0.5,2558,15.52,48217,0.82,0,0
"2271","000885","한화우",41700,-500,-1.18,NA,NA,NA,NA,750,1.8
"2272","003530","한화투자증권",6480,-70,-1.07,511,12.68,5265,1.23,0,0
"2273","003535","한화투자증권우",23000,5300,29.94,NA,NA,NA,NA,0,0
"2274","340440","한화플러스제1호스팩",2070,-5,-0.24,NA,NA,NA,NA,0,0
"2275","220630","해마로푸드서비스",3670,25,0.69,148,24.8,861,4.26,50,1.36
"2276","195870","해성디에스",33950,250,0.74,1078,31.49,12267,2.77,350,1.03
"2277","034810","해성산업",16800,-700,-4,238,70.59,14265,1.18,175,1.04
"2278","076610","해성옵틱스",1260,-5,-0.4,NA,NA,1957,0.64,0,0
"2279","101530","해태제과식품",9040,-550,-5.74,NA,NA,8359,1.08,150,1.66
"2280","220180","핸디소프트",3645,-15,-0.41,NA,NA,2868,1.27,0,0
"2281","143210","핸즈코퍼레이션",6670,90,1.37,320,20.84,14807,0.45,130,1.95
"2282","008800","행남사",1770,0,0,NA,NA,671,2.64,0,0
"2283","084990","헬릭스미스",25400,-300,-1.17,NA,NA,6867,3.7,0,0
"2284","000720","현대건설",46400,1400,3.11,3656,12.69,59778,0.78,600,1.29
"2285","267270","현대건설기계",53000,1200,2.32,169,313.61,61453,0.86,0,0
"2286","000725","현대건설우",177000,4000,2.31,NA,NA,NA,NA,650,0.37
"2287","170030","현대공업",9670,40,0.42,272,35.55,6642,1.46,66,0.68
"2288","005440","현대그린푸드",9570,-10,-0.1,628,15.24,17576,0.54,210,2.19
"2289","086280","현대글로비스",180000,-3000,-1.64,13395,13.44,124541,1.45,3500,1.94
"2290","064350","현대로템",20100,-100,-0.5,NA,NA,9695,2.07,0,0
"2291","079430","현대리바트",18650,500,2.75,968,19.27,22301,0.84,150,0.8
"2292","012330","현대모비스",317500,17000,5.66,24234,13.1,339207,0.94,4000,1.26
"2293","319400","현대무벡스",4090,20,0.49,NA,NA,NA,NA,0,0
"2294","010620","현대미포조선",65700,200,0.31,1335,49.21,58022,1.13,350,0.53
"2295","048410","현대바이오",48450,6300,14.95,22,2202.27,1356,35.73,0,0
"2296","052260","현대바이오랜드",23000,450,2,723,31.81,10382,2.22,350,1.52
"2297","069960","현대백화점",89700,-100,-0.11,8639,10.38,181263,0.49,1000,1.11
"2298","004560","현대비앤지스틸",16300,350,2.19,1433,11.37,26531,0.61,100,0.61
"2299","004565","현대비앤지스틸우",79100,300,0.38,NA,NA,NA,NA,150,0.19
"2300","016790","현대사료",16100,0,0,528,30.49,9667,1.67,100,0.62
"2301","004310","현대약품",7560,40,0.53,42,180,2737,2.76,45,0.6
"2302","322000","현대에너지솔루션",34900,700,2.05,2788,12.52,28380,1.23,0,0
"2303","017800","현대엘리베이",45550,-100,-0.22,1190,38.28,22966,1.98,900,1.98
"2304","307950","현대오토에버",119000,0,0,2673,44.52,24259,4.91,710,0.6
"2305","011210","현대위아",80500,1500,1.9,2078,38.74,113690,0.71,700,0.87
"2306","267260","현대일렉트릭",19800,50,0.25,NA,NA,19418,1.02,0,0
"2307","004020","현대제철",50500,1250,2.54,130,388.46,126631,0.4,750,1.49
"2308","267250","현대중공업지주",283000,0,0,11848,23.89,490707,0.58,18500,6.54
"2309","005380","현대차",231500,1500,0.65,11310,20.47,253001,0.92,4000,1.73
"2310","005387","현대차2우B",105500,500,0.48,NA,NA,NA,NA,4100,3.89
"2311","005389","현대차3우B",100500,500,0.5,NA,NA,NA,NA,4050,4.03
"2312","005385","현대차우",106500,0,0,NA,NA,NA,NA,4050,3.8
"2313","001500","현대차증권",13700,-100,-0.72,2315,5.92,25525,0.54,600,4.38
"2314","011760","현대코퍼레이션",19650,-50,-0.25,1292,15.21,25722,0.76,600,3.05
"2315","227840","현대코퍼레이션홀딩스",14800,-250,-1.66,1183,12.51,19704,0.75,500,3.38
"2316","039010","현대통신",10700,50,0.47,1238,8.64,9454,1.13,300,2.8
"2317","126560","현대퓨처넷",5040,120,2.44,343,14.69,6569,0.77,60,1.19
"2318","001450","현대해상",23450,-150,-0.64,3161,7.42,50452,0.46,880,3.75
"2319","057050","현대홈쇼핑",80200,400,0.5,7354,10.91,144315,0.56,2000,2.49
"2320","092300","현우산업",6340,100,1.6,156,40.64,4933,1.29,100,1.58
"2321","053660","현진소재",400,0,0,NA,NA,NA,NA,0,0
"2322","011080","형지I&C",2030,110,5.73,NA,NA,581,3.49,0,0
"2323","093240","형지엘리트",5110,370,7.81,NA,NA,2007,2.55,0,0
"2324","003010","혜인",7550,-340,-4.31,412,18.33,8192,0.92,60,0.79
"2325","111110","호전실업",10050,-200,-1.95,346,29.05,14353,0.7,250,2.49
"2326","008770","호텔신라",85100,-500,-0.58,4483,18.98,22979,3.7,350,0.41
"2327","008775","호텔신라우",87000,1300,1.52,NA,NA,NA,NA,400,0.46
"2328","060560","홈센타홀딩스",1070,-15,-1.38,NA,NA,828,1.29,0,0
"2329","064240","홈캐스트",3160,80,2.6,NA,NA,2113,1.5,0,0
"2330","039610","화성밸브",9290,-630,-6.35,284,32.71,6985,1.33,0,0
"2331","002460","화성산업",12750,250,2,634,20.11,29797,0.43,500,3.92
"2332","378850","화승알앤에이",5320,-20,-0.37,NA,NA,NA,NA,0,0
"2333","241590","화승엔터프라이즈",18700,-800,-4.1,1031,18.14,5759,3.25,45,0.24
"2334","006060","화승인더",8490,-110,-1.28,1092,7.77,5972,1.42,45,0.53
"2335","013520","화승코퍼레이션",1740,-15,-0.85,376,4.63,4046,0.43,25,1.44
"2336","010690","화신",5040,0,0,202,24.95,8582,0.59,50,0.99
"2337","126640","화신정공",2010,-80,-3.83,99,20.3,2217,0.91,30,1.49
"2338","133820","화인베스틸",2635,-30,-1.13,NA,NA,3118,0.85,0,0
"2339","061250","화일약품",4465,-90,-1.98,78,57.24,2302,1.94,125,2.8
"2340","010660","화천기계",2575,25,0.98,NA,NA,5663,0.45,0,0
"2341","000850","화천기공",35700,0,0,3388,10.54,134845,0.26,1250,3.5
"2342","016580","환인제약",18400,50,0.27,1225,15.02,14719,1.25,300,1.63
"2343","032560","황금에스티",8800,50,0.57,1571,5.6,16259,0.54,100,1.14
"2344","004800","효성",86600,-300,-0.35,5100,16.98,115817,0.75,5000,5.77
"2345","094280","효성ITX",19600,50,0.26,899,21.8,4162,4.71,500,2.55
"2346","097870","효성오앤비",8530,50,0.59,203,42.02,7102,1.2,100,1.17
"2347","298040","효성중공업",75800,200,0.26,1411,53.72,97403,0.78,0,0
"2348","298050","효성첨단소재",391500,-2000,-0.51,NA,NA,72195,5.42,0,0
"2349","298020","효성티앤씨",572000,-13000,-2.22,21569,26.52,112984,5.06,2000,0.35
"2350","298000","효성화학",300500,-5000,-1.64,27637,10.87,142536,2.11,5000,1.66
"2351","093370","후성",10200,0,0,87,117.24,2295,4.44,15,0.15
"2352","050090","휘닉스소재",1480,-15,-1,NA,NA,395,3.75,0,0
"2353","081660","휠라홀딩스",43100,300,0.7,4382,9.84,20448,2.11,219,0.51
"2354","290270","휴네시온",6470,-20,-0.31,187,34.6,2478,2.61,35,0.54
"2355","005870","휴니드",8460,-430,-4.84,589,14.36,8207,1.03,0,0
"2356","090710","휴림로봇",1095,30,2.82,NA,NA,346,3.16,0,0
"2357","205470","휴마시스",9240,-220,-2.33,NA,NA,541,17.08,0,0
"2358","115160","휴맥스",4800,-45,-0.93,850,5.65,16662,0.29,0,0
"2359","028080","휴맥스홀딩스",4075,0,0,534,7.63,12176,0.33,0,0
"2360","032860","휴먼엔",10500,-150,-1.41,NA,NA,2840,3.7,0,0
"2361","200670","휴메딕스",25650,-200,-0.77,1094,23.45,11243,2.28,500,1.95
"2362","079980","휴비스",9630,130,1.37,NA,NA,11407,0.84,150,1.56
"2363","065510","휴비츠",8500,0,0,688,12.35,7403,1.15,150,1.76
"2364","005010","휴스틸",13050,500,3.98,NA,NA,52030,0.25,300,2.3
"2365","243070","휴온스",58600,1000,1.74,3525,16.62,17921,3.27,700,1.19
"2366","084110","휴온스글로벌",36100,450,1.26,2231,16.18,31494,1.15,400,1.11
"2367","145020","휴젤",175500,-1100,-0.62,3641,48.2,55220,3.18,0,0
"2368","069260","휴켐스",22450,50,0.22,1812,12.39,15970,1.41,1000,4.45
"2369","024060","흥구석유",7100,0,0,570,12.46,5133,1.38,150,2.11
"2370","010240","흥국",9370,340,3.77,568,16.5,5477,1.71,150,1.6
"2371","189980","흥국에프엔비",5110,-110,-2.11,151,33.84,1745,2.93,30,0.59
"2372","000540","흥국화재",4040,-150,-3.58,510,7.92,10926,0.37,0,0
"2373","000547","흥국화재2우B",21200,-300,-1.4,NA,NA,NA,NA,0,0
"2374","000545","흥국화재우",9240,-160,-1.7,NA,NA,NA,NA,0,0
"2375","003280","흥아해운",258,0,0,NA,NA,276,0.93,0,0
"2376","037440","희림",4950,15,0.3,288,17.19,3827,1.29,150,3.03
"2377","238490","힘스",13750,-200,-1.43,759,18.12,5382,2.55,200,1.45
