"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"686","305090","마이크로디지탈",19700,1050,5.63,NA,NA,2453,8.03,0,0
"687","098120","마이크로컨텍솔",6170,-20,-0.32,106,58.21,3942,1.57,0,0
"688","147760","마이크로프랜드",8860,-20,-0.23,NA,NA,3801,2.33,0,0
"689","038290","마크로젠",34500,1500,4.55,NA,NA,10686,3.23,0,0
"690","204320","만도",66200,600,0.91,2360,28.05,32193,2.06,550,0.83
"691","001080","만호제강",21400,600,2.88,420,50.95,55976,0.38,200,0.93
"692","267980","매일유업",73500,300,0.41,8206,8.96,51460,1.43,800,1.09
"693","005990","매일홀딩스",9300,0,0,1728,5.38,21233,0.44,140,1.51
"694","127160","매직마이크로",282,0,0,NA,NA,898,0.31,0,0
"695","093520","매커스",5760,-120,-2.04,368,15.65,3268,1.76,100,1.74
"696","141070","맥스로텍",743,0,0,NA,NA,969,0.77,0,0
"697","100590","머큐리",10150,50,0.5,158,64.24,4807,2.11,0,0
"698","067280","멀티캠퍼스",33800,-150,-0.44,3162,10.69,18503,1.83,600,1.78
"699","072870","메가스터디",12550,-200,-1.57,1069,11.74,22365,0.56,450,3.59
"700","215200","메가스터디교육",60500,1000,1.68,4035,14.99,20874,2.9,1100,1.82
"701","133750","메가엠디",4285,0,0,19,225.53,2483,1.73,50,1.17
"702","235980","메드팩토",87800,-2100,-2.34,NA,NA,3897,22.53,0,0
"703","041920","메디아나",15650,700,4.68,786,19.91,6582,2.38,0,0
"704","014100","메디앙스",6200,0,0,3302,1.88,6925,0.9,0,0
"705","054180","메디콕스",1465,-5,-0.34,NA,NA,688,2.13,0,0
"706","086900","메디톡스",183100,2800,1.55,4292,42.66,39593,4.62,800,0.44
"707","078160","메디포스트",36900,550,1.51,NA,NA,7145,5.16,0,0
"708","065650","메디프론",3440,-10,-0.29,NA,NA,601,5.72,0,0
"709","138040","메리츠금융지주",16000,200,1.27,2797,5.72,19600,0.82,550,3.44
"710","008560","메리츠증권",4610,-10,-0.22,924,4.99,5695,0.81,200,4.34
"711","000060","메리츠화재",18650,-550,-2.86,2693,6.93,21397,0.87,850,4.56
"712","021880","메이슨캐피탈",733,-17,-2.27,NA,NA,313,2.34,0,0
"713","140410","메지온",150500,-700,-0.46,NA,NA,4920,30.59,0,0
"714","241770","메카로",11850,-150,-1.25,834,14.21,13986,0.85,160,1.35
"715","090370","메타랩스",1230,-20,-1.6,NA,NA,1022,1.2,0,0
"716","059210","메타바이오메드",2575,35,1.38,143,18.01,2232,1.15,10,0.39
"717","327260","메탈라이프",29100,550,1.93,453,64.24,7414,3.93,0,0
"718","058110","멕아이씨에스",15300,600,4.08,NA,NA,365,41.92,0,0
"719","096640","멜파스",1930,-55,-2.77,NA,NA,1327,1.45,0,0
"720","017180","명문제약",5340,180,3.49,NA,NA,2912,1.83,0,0
"721","257370","명성티엔에스",9210,0,0,79,116.58,6005,1.53,0,0
"722","009900","명신산업",26750,-450,-1.65,1419,18.85,2235,11.97,0,0
"723","012690","모나리자",5390,120,2.28,66,81.67,1781,3.03,50,0.93
"724","005360","모나미",5120,50,0.99,NA,NA,3873,1.32,70,1.37
"725","080420","모다이노칩",3700,125,3.5,77,48.05,4320,0.86,0,0
"726","080160","모두투어",21050,-250,-1.17,101,208.42,6567,3.21,120,0.57
"727","100030","모바일리더",20150,-900,-4.28,NA,NA,9486,2.12,0,0
"728","087260","모바일어플라이언스",4685,-95,-1.99,NA,NA,942,4.97,0,0
"729","101330","모베이스",5840,-160,-2.67,1942,3.01,11222,0.52,0,0
"730","012860","모베이스전자",3290,195,6.3,NA,NA,4817,0.68,0,0
"731","348030","모비릭스",23750,-1100,-4.43,834,28.48,3362,7.06,0,0
"732","250060","모비스",3165,-15,-0.47,NA,NA,804,3.94,0,0
"733","033200","모아텍",9530,-120,-1.24,NA,NA,5170,1.84,0,0
"734","009680","모토닉",12600,-50,-0.4,514,24.51,12362,1.02,300,2.38
"735","118990","모트렉스",5920,-70,-1.17,NA,NA,3099,1.91,0,0
"736","006920","모헨즈",5770,170,3.04,50,115.4,2067,2.79,0,0
"737","009580","무림P&P",4825,105,2.22,162,29.78,9842,0.49,175,3.63
"738","001810","무림SP",3670,85,2.37,61,60.16,9203,0.4,35,0.95
"739","009200","무림페이퍼",2820,-10,-0.35,NA,NA,10529,0.27,50,1.77
"740","033920","무학",7420,-150,-1.98,849,8.74,18067,0.41,0,0
"741","008420","문배철강",4930,265,5.68,121,40.74,5430,0.91,50,1.01
"742","279600","미디어젠",12050,800,7.11,NA,NA,3891,3.1,0,0
"743","028040","미래SCI",23,-5,-17.86,NA,NA,376,0.06,0,0
"744","095500","미래나노텍",4440,30,0.68,44,100.91,6611,0.67,0,0
"745","025560","미래산업",3335,40,1.21,NA,NA,3850,0.87,0,0
"746","218150","미래생명자원",4995,35,0.71,58,86.12,1589,3.14,0,0
"747","007120","미래아이앤지",554,-2,-0.36,109,5.08,537,1.03,0,0
"748","353490","미래에셋대우스팩 5호",2120,0,0,NA,NA,NA,NA,0,0
"749","328380","미래에셋대우스팩3호",2095,-5,-0.24,NA,NA,NA,NA,0,0
"750","333430","미래에셋대우스팩4호",3100,-5,-0.16,NA,NA,NA,NA,0,0
"751","100790","미래에셋벤처투자",10900,-250,-2.24,310,35.16,3345,3.26,185,1.7
"752","085620","미래에셋생명",4065,-20,-0.49,682,5.96,11792,0.34,170,4.18
"753","006800","미래에셋증권",10300,50,0.49,956,10.77,11236,0.92,260,2.52
"754","00680K","미래에셋증권2우B",4725,0,0,NA,NA,NA,NA,286,6.05
"755","006805","미래에셋증권우",5900,-210,-3.44,NA,NA,NA,NA,286,4.85
"756","049950","미래컴퍼니",32750,200,0.61,1619,20.23,13519,2.42,220,0.67
"757","213090","미래테크놀로지",8610,-110,-1.26,554,15.54,9297,0.93,120,1.39
"758","207760","미스터블루",10200,50,0.49,495,20.61,1750,5.83,25,0.25
"759","002840","미원상사",210000,-1000,-0.47,6163,34.07,44134,4.76,654,0.31
"760","268280","미원에스씨",178000,1500,0.85,7559,23.55,47326,3.76,1700,0.96
"761","107590","미원홀딩스",107000,-2500,-2.28,6591,16.23,62937,1.7,400,0.37
"762","134380","미원화학",81800,-2900,-3.42,6719,12.17,46438,1.76,1000,1.22
"763","003650","미창석유",75800,100,0.13,11366,6.67,148274,0.51,2000,2.64
"764","059090","미코",15200,700,4.83,259,58.69,2955,5.14,40,0.26
"765","214610","미코바이오메드",10300,100,0.98,NA,NA,79,130.38,0,0
"766","201490","미투온",6860,60,0.88,356,19.27,2252,3.05,0,0
"767","214180","민앤지",18600,-100,-0.53,1380,13.48,9384,1.98,230,1.24
"768","206640","바디텍메드",19950,650,3.37,507,39.35,3134,6.37,50,0.25
"769","018700","바른손",3480,90,2.65,NA,NA,1661,2.1,0,0
"770","035620","바른손이앤에이",1670,100,6.37,NA,NA,1079,1.55,0,0
"771","064520","바른전자",1005,0,0,NA,NA,639,1.57,0,0
"772","053030","바이넥스",23850,450,1.92,273,87.36,5056,4.72,0,0
"773","301300","바이브컴퍼니",31850,550,1.76,NA,NA,3156,10.09,0,0
"774","064550","바이오니아",17600,50,0.28,NA,NA,1355,12.99,0,0
"775","314930","바이오다인",54400,900,1.68,NA,NA,1374,39.59,0,0
"776","208710","바이오로그디바이스",2760,200,7.81,219,12.6,1944,1.42,0,0
"777","142760","바이오리더스",4995,55,1.11,NA,NA,1210,4.13,0,0
"778","086820","바이오솔루션",28250,550,1.99,NA,NA,5985,4.72,0,0
"779","038460","바이오스마트",5740,300,5.51,1108,5.18,5269,1.09,63,1.1
"780","086040","바이오톡스텍",11150,400,3.72,NA,NA,2070,5.39,0,0
"781","032980","바이온",1440,-155,-9.72,NA,NA,630,2.29,0,0
"782","043150","바텍",30000,-250,-0.83,2281,13.15,16730,1.79,100,0.33
"783","323990","박셀바이오",105000,300,0.29,NA,NA,697,150.65,0,0
"784","003610","방림",2355,-5,-0.21,144,16.35,4475,0.53,40,1.7
"785","267790","배럴",8740,-350,-3.85,883,9.9,5855,1.49,0,0
"786","001340","백광산업",5350,30,0.56,373,14.34,3726,1.44,75,1.4
"787","046310","백금T&A",3300,-60,-1.79,119,27.73,2650,1.25,50,1.52
"788","035150","백산",10200,-600,-5.56,288,35.42,5853,1.74,100,0.98
"789","036620","버추얼텍",927,-23,-2.42,NA,NA,287,3.23,0,0
"790","066410","버킷스튜디오",1995,-60,-2.92,NA,NA,1334,1.5,0,0
"791","002410","범양건영",4065,135,3.44,794,5.12,2819,1.44,0,0
"792","206400","베노홀딩스",6540,-10,-0.15,130,50.31,2025,3.23,0,0
"793","019010","베뉴지",2070,30,1.47,89,23.26,5349,0.39,30,1.45
"794","177350","베셀",5970,-40,-0.67,NA,NA,1742,3.43,0,0
"795","299910","베스파",27000,650,2.47,NA,NA,10465,2.58,0,0
"796","007210","벽산",3795,875,29.97,NA,NA,3390,1.12,0,0
"797","225530","보광산업",6870,-430,-5.89,175,39.26,1889,3.64,50,0.73
"798","250000","보라티알",16700,750,4.7,503,33.2,8180,2.04,150,0.9
"799","002760","보락",2250,5,0.22,11,204.55,734,3.07,5,0.22
"800","003850","보령제약",21450,300,1.42,701,30.6,5858,3.66,100,0.47
"801","006910","보성파워텍",3200,10,0.31,18,177.78,1743,1.84,0,0
"802","000890","보해양조",1185,-75,-5.95,NA,NA,635,1.87,0,0
"803","226340","본느",3290,-30,-0.9,168,19.58,1106,2.97,0,0
"804","003000","부광약품",22800,350,1.56,NA,NA,4489,5.08,200,0.88
"805","001270","부국증권",24750,-450,-1.79,3070,8.06,36295,0.68,1200,4.85
"806","001275","부국증권우",21150,-50,-0.24,NA,NA,NA,NA,1250,5.91
"807","026940","부국철강",4735,110,2.38,92,51.47,5627,0.84,75,1.58
"808","014470","부방",3900,-50,-1.27,NA,NA,3040,1.28,20,0.51
"809","015350","부산가스",57100,200,0.35,4892,11.67,60885,0.94,1000,1.75
"810","011390","부산산업",132000,-2000,-1.49,3684,35.83,52812,2.5,250,0.19
"811","005030","부산주공",644,-8,-1.23,NA,NA,709,0.91,0,0
"812","008470","부스타",7100,150,2.16,416,17.07,8763,0.81,90,1.27
"813","338220","뷰노",22100,-400,-1.78,NA,NA,610,36.23,0,0
"814","100120","뷰웍스",35700,300,0.85,2457,14.53,16139,2.21,400,1.12
"815","337930","브랜드엑스코퍼레이션",11600,-100,-0.85,537,21.6,852,13.62,0,0
"816","064480","브리지텍",4855,0,0,NA,NA,2755,1.76,100,2.06
"817","288330","브릿지바이오테라퓨틱스",13800,200,1.47,142,97.18,4021,3.43,0,0
"818","251630","브이원텍",10750,-50,-0.46,442,24.32,5428,1.98,100,0.93
"819","018290","브이티지엠피",8150,-60,-0.73,103,79.13,1577,5.17,0,0
"820","263920","블러썸엠앤씨",4555,0,0,NA,NA,6606,0.69,0,0
"821","033560","블루콤",7020,30,0.43,101,69.5,9221,0.76,0,0
"822","126340","비나텍",41250,50,0.12,1027,40.17,4223,9.77,0,0
"823","121800","비덴트",14250,-400,-2.73,NA,NA,7328,1.94,0,0
"824","148140","비디아이",7190,260,3.75,NA,NA,2592,2.77,0,0
"825","082800","비보존 헬스케어",1515,-20,-1.3,NA,NA,905,1.67,0,0
"826","318410","비비씨",19650,50,0.26,1957,10.04,6483,3.03,0,0
"827","002070","비비안",3775,265,7.55,NA,NA,6310,0.6,0,0
"828","100220","비상교육",7170,-80,-1.1,921,7.79,16496,0.43,250,3.49
"829","200780","비씨월드제약",16900,300,1.81,722,23.41,11025,1.53,100,0.59
"830","141000","비아트론",12000,-50,-0.41,396,30.3,10954,1.1,0,0
"831","090460","비에이치",17950,100,0.56,1926,9.32,8551,2.1,0,0
"832","083650","비에이치아이",4435,325,7.91,NA,NA,2685,1.65,0,0
"833","086670","비엠티",13000,200,1.56,661,19.67,8633,1.51,150,1.15
"834","335890","비올",2200,0,0,NA,NA,NA,NA,0,0
"835","138580","비즈니스온",22900,-400,-1.72,462,49.57,3905,5.86,285,1.24
"836","082920","비츠로셀",14900,-100,-0.67,936,15.92,6567,2.27,100,0.67
"837","054220","비츠로시스",5930,0,0,NA,NA,NA,NA,0,0
"838","042370","비츠로테크",9940,20,0.2,746,13.32,6932,1.43,50,0.5
"839","030790","비케이탑스",11500,-500,-4.17,NA,NA,6679,1.72,0,0
"840","032850","비트컴퓨터",9950,220,2.26,431,23.09,2950,3.37,61,0.61
"841","238200","비피도",12000,0,0,194,61.86,5671,2.12,0,0
"842","093190","빅솔론",5170,-20,-0.39,565,9.15,7613,0.68,190,3.68
"843","065450","빅텍",7250,-90,-1.23,77,94.16,1520,4.77,0,0
"844","352820","빅히트",267000,-9000,-3.26,2951,90.48,6113,43.68,0,0
"845","005180","빙그레",60700,300,0.5,4644,13.07,57976,1.05,1450,2.39
"846","072950","빛샘전자",7420,70,0.95,333,22.28,9323,0.8,100,1.35
"847","143240","사람인에이치알",33800,300,0.9,2314,14.61,9543,3.54,580,1.72
"848","003960","사조대림",18350,-50,-0.27,12182,1.51,34643,0.53,150,0.82
"849","008040","사조동아원",1355,-10,-0.73,7,193.57,1394,0.97,0,0
"850","007160","사조산업",53200,2800,5.56,NA,NA,79920,0.67,150,0.28
"851","014710","사조씨푸드",6930,450,6.94,NA,NA,11862,0.58,0,0
"852","006090","사조오양",11250,50,0.45,1402,8.02,17782,0.63,100,0.89
"853","100090","삼강엠앤티",20550,250,1.23,NA,NA,4829,4.26,0,0
"854","122350","삼기",4200,-45,-1.06,53,79.25,3682,1.14,0,0
"855","014970","삼륭물산",8330,140,1.71,40,208.25,4755,1.75,75,0.9
"856","018310","삼목에스폼",14100,700,5.22,1112,12.68,23287,0.61,100,0.71
"857","053700","삼보모터스",7260,-90,-1.22,NA,NA,12158,0.6,0,0
"858","009620","삼보산업",1180,-30,-2.48,NA,NA,655,1.8,0,0
"859","023600","삼보판지",15050,50,0.33,1784,8.44,21975,0.68,125,0.83
"860","111870","삼본전자",1205,20,1.69,NA,NA,1856,0.65,0,0
"861","001470","삼부토건",2790,-30,-1.06,61,45.74,1531,1.82,0,0
"862","006400","삼성SDI",657000,3000,0.46,5331,123.24,175114,3.75,1000,0.15
"863","006405","삼성SDI우",457000,3000,0.66,NA,NA,NA,NA,1050,0.23
"864","006660","삼성공조",9540,-60,-0.63,593,16.09,26712,0.36,60,0.63
"865","028260","삼성물산",128500,-500,-0.39,6366,20.19,125948,1.02,2000,1.56
"866","02826K","삼성물산우B",122500,1000,0.82,NA,NA,NA,NA,2050,1.67
"867","207940","삼성바이오로직스",763000,-2000,-0.26,3067,248.78,65812,11.59,0,0
"868","032830","삼성생명",77300,-100,-0.13,5443,14.2,178335,0.43,2650,3.43
"869","291230","삼성스팩2호",2180,0,0,NA,NA,NA,NA,0,0
"870","018260","삼성에스디에스",189000,-1000,-0.53,9521,19.85,84595,2.23,2400,1.27
"871","028050","삼성엔지니어링",14000,50,0.36,1493,9.38,6749,2.07,0,0
"872","009150","삼성전기",192500,-4000,-2.04,6806,28.28,68106,2.83,1100,0.57
"873","009155","삼성전기우",116000,-1000,-0.85,NA,NA,NA,NA,1150,0.99
"874","005930","삼성전자",84700,-900,-1.05,3166,26.75,37528,2.26,1416,1.67
"875","005935","삼성전자우",75200,-1100,-1.44,NA,NA,NA,NA,1417,1.88
"876","001360","삼성제약",5640,30,0.53,118,47.8,2421,2.33,0,0
"877","010140","삼성중공업",7560,90,1.2,NA,NA,8324,0.91,0,0
"878","010145","삼성중공우",335000,-5000,-1.47,NA,NA,NA,NA,0,0
"879","016360","삼성증권",41800,0,0,4388,9.53,55423,0.75,1700,4.07
"880","068290","삼성출판사",52600,4500,9.36,487,108.01,9069,5.8,100,0.19
"881","029780","삼성카드",34150,-350,-1.01,3225,10.59,59525,0.57,1600,4.69
"882","000810","삼성화재",189500,1500,0.8,15126,12.53,282791,0.67,8500,4.49
"883","000815","삼성화재우",150000,1000,0.67,NA,NA,NA,NA,8505,5.67
"884","006110","삼아알미늄",9220,-120,-1.28,450,20.49,9893,0.93,110,1.19
"885","009300","삼아제약",15100,50,0.33,1671,9.04,26397,0.57,300,1.99
"886","145990","삼양사",57000,-200,-0.35,3375,16.89,104070,0.55,1000,1.75
"887","145995","삼양사우",41600,-50,-0.12,NA,NA,NA,NA,1050,2.52
"888","003230","삼양식품",89000,100,0.11,7906,11.26,37661,2.36,800,0.9
"889","225190","삼양옵틱스",9870,20,0.2,1351,7.31,3893,2.54,1000,10.13
"890","002170","삼양통상",76500,800,1.06,15112,5.06,109582,0.7,1000,1.31
"891","272550","삼양패키징",25800,250,0.98,1998,12.91,20142,1.28,750,2.91
"892","000070","삼양홀딩스",91400,200,0.22,3987,22.92,160079,0.57,2000,2.19
"893","000075","삼양홀딩스우",61900,100,0.16,NA,NA,NA,NA,2050,3.31
"894","002810","삼영무역",15550,0,0,1987,7.83,19563,0.79,350,2.25
"895","054540","삼영엠텍",5440,-60,-1.09,273,19.93,5964,0.91,100,1.84
"896","065570","삼영이엔씨",8530,660,8.39,NA,NA,8544,1,0,0
"897","005680","삼영전자",11550,100,0.87,428,26.99,24220,0.48,250,2.16
"898","003720","삼영화학",2760,0,0,NA,NA,1285,2.15,0,0
"899","023000","삼원강재",3800,10,0.26,261,14.56,5249,0.72,115,3.03
"900","004380","삼익THK",13550,50,0.37,158,85.76,8969,1.51,150,1.11
"901","002450","삼익악기",1645,-10,-0.6,163,10.09,2478,0.66,50,3.04
"902","032280","삼일",2450,-20,-0.81,213,11.5,4001,0.61,50,2.04
"903","002290","삼일기업공사",5950,-370,-5.85,265,22.45,4744,1.25,100,1.68
"904","004440","삼일씨엔에스",16850,0,0,211,79.86,21895,0.77,38,0.23
"905","000520","삼일제약",19900,0,0,129,154.26,9580,2.08,150,0.75
"906","009770","삼정펄프",31350,0,0,1868,16.78,73851,0.42,0,0
"907","037460","삼지전자",13550,-100,-0.73,892,15.19,12357,1.1,140,1.03
"908","032750","삼진",12100,450,3.86,2019,5.99,12767,0.95,200,1.65
"909","054090","삼진엘앤디",3780,-5,-0.13,24,157.5,3698,1.02,75,1.98
"910","005500","삼진제약",24900,200,0.81,917,27.15,14207,1.75,800,3.21
"911","000250","삼천당제약",51900,1300,2.57,488,106.35,7142,7.27,50,0.1
"912","004690","삼천리",79100,0,0,10614,7.45,316716,0.25,3000,3.79
"913","024950","삼천리자전거",14900,-100,-0.67,NA,NA,5991,2.49,0,0
"914","038500","삼표시멘트",5770,-150,-2.53,173,33.35,5916,0.98,50,0.87
"915","017480","삼현철강",5680,370,6.97,424,13.4,9497,0.6,150,2.64
"916","010960","삼호개발",5250,30,0.57,907,5.79,7624,0.69,190,3.62
"917","046390","삼화네트웍스",4490,255,6.02,18,249.44,811,5.54,0,0
"918","004450","삼화왕관",38950,50,0.13,4547,8.57,67349,0.58,1350,3.47
"919","009470","삼화전기",28950,1350,4.89,460,62.93,6665,4.34,100,0.35
"920","011230","삼화전자",4040,-70,-1.7,NA,NA,1132,3.57,0,0
"921","001820","삼화콘덴서",67700,-1000,-1.46,2889,23.43,14698,4.61,250,0.37
"922","000390","삼화페인트",14100,250,1.81,167,84.43,10625,1.33,125,0.89
"923","027580","상보",1750,-20,-1.13,NA,NA,631,2.77,0,0
"924","038540","상상인",6900,350,5.34,2282,3.02,9501,0.73,200,2.9
"925","307870","상상인이안1호스팩",2145,10,0.47,NA,NA,NA,NA,0,0
"926","329560","상상인이안제2호스팩",2065,5,0.24,NA,NA,NA,NA,0,0
"927","101000","상상인인더스트리",1110,-5,-0.45,NA,NA,400,2.78,0,0
"928","001290","상상인증권",1400,-95,-6.35,NA,NA,1587,0.88,0,0
"929","041650","상신브레이크",4280,-5,-0.12,210,20.38,7924,0.54,100,2.34
"930","091580","상신이디피",14000,150,1.08,380,36.84,4905,2.85,50,0.36
"931","263810","상신전자",4840,-90,-1.83,176,27.5,2424,2,0,0
"932","089980","상아프론테크",52000,-600,-1.14,842,61.76,9392,5.54,160,0.31
"933","042940","상지카일룸",1480,-25,-1.66,NA,NA,1064,1.39,0,0
"934","042600","새로닉스",12750,0,0,NA,NA,6449,1.98,40,0.31
"935","075180","새론오토모티브",6000,30,0.5,NA,NA,11092,0.54,140,2.33
"936","263540","샘코",2015,0,0,NA,NA,1101,1.83,0,0
"937","007540","샘표",52700,-400,-0.75,5441,9.69,56153,0.94,200,0.38
"938","248170","샘표식품",48000,150,0.31,5872,8.17,34375,1.4,200,0.42
"939","294630","서남",3410,120,3.65,NA,NA,357,9.55,0,0
"940","038070","서린바이오",13650,900,7.06,1107,12.33,7213,1.89,100,0.73
"941","006730","서부T&D",8330,-10,-0.12,1,8330,11369,0.73,0,0
"942","079650","서산",2920,60,2.1,NA,NA,3526,0.83,0,0
"943","100660","서암기계공업",6170,120,1.98,173,35.66,4891,1.26,50,0.81
"944","007860","서연",20050,-1100,-5.2,NA,NA,17990,1.11,50,0.25
"945","200880","서연이화",9690,-210,-2.12,NA,NA,22608,0.43,100,1.03
"946","019770","서연탑메탈",11950,-450,-3.63,NA,NA,5618,2.13,60,0.5
"947","017390","서울가스",90500,300,0.33,7512,12.05,192791,0.47,1750,1.93
"948","043710","서울리거",1065,25,2.4,NA,NA,1717,0.62,0,0
"949","092190","서울바이오시스",16250,-50,-0.31,147,110.54,4404,3.69,38,0.23
"950","046890","서울반도체",19000,-200,-1.04,601,31.61,11339,1.68,156,0.82
"951","004410","서울식품",387,3,0.78,NA,NA,73,5.3,0,0
"952","004415","서울식품우",5200,60,1.17,NA,NA,NA,NA,0,0
"953","063170","서울옥션",15550,0,0,NA,NA,4052,3.84,0,0
"954","027040","서울전자통신",908,8,0.89,59,15.39,1343,0.68,0,0
"955","018680","서울제약",8630,80,0.94,28,308.21,5958,1.45,15,0.17
"956","021050","서원",2440,-20,-0.81,67,36.42,2159,1.13,10,0.41
"957","093920","서원인텍",8000,30,0.38,672,11.9,8637,0.93,300,3.75
"958","189860","서전기전",4605,25,0.55,138,33.37,3894,1.18,30,0.65
"959","178320","서진시스템",45300,1650,3.78,2688,16.85,14558,3.11,300,0.66
"960","122690","서진오토모티브",2985,20,0.67,NA,NA,4352,0.69,0,0
"961","140070","서플러스글로벌",5430,40,0.74,44,123.41,3336,1.63,0,0
"962","011370","서한",1720,-60,-3.37,98,17.55,2994,0.57,30,1.74
"963","065710","서호전기",21400,-150,-0.7,2978,7.19,14529,1.47,1200,5.61
"964","008490","서흥",51200,200,0.39,2853,17.95,25552,2,400,0.78
"965","035890","서희건설",1720,70,4.24,331,5.2,1826,0.94,30,1.74
"966","357550","석경에이티",20300,150,0.74,251,80.88,2271,8.94,0,0
"967","003100","선광",30800,600,1.99,831,37.06,46250,0.67,350,1.14
"968","123420","선데이토즈",22850,150,0.66,318,71.86,14294,1.6,0,0
"969","007610","선도전기",3670,-30,-0.81,NA,NA,4797,0.77,25,0.68
"970","171090","선익시스템",15500,500,3.33,829,18.7,10070,1.54,100,0.65
"971","136490","선진",16300,-150,-0.91,899,18.13,13439,1.21,50,0.31
"972","086710","선진뷰티사이언스",20100,0,0,1270,15.83,5932,3.39,30,0.15
"973","002820","선창산업",5470,260,4.99,NA,NA,17354,0.32,0,0
"974","014620","성광벤드",8680,290,3.46,221,39.28,15359,0.57,100,1.15
"975","037350","성도이엔지",6600,-50,-0.75,NA,NA,8985,0.73,50,0.76
"976","014910","성문전자",2290,20,0.88,NA,NA,1356,1.69,0,0
"977","014915","성문전자우",8380,70,0.84,NA,NA,NA,NA,5,0.06
"978","003080","성보화학",5550,-200,-3.48,NA,NA,7324,0.76,135,2.43
"979","004980","성신양회",11050,250,2.31,700,15.79,15851,0.7,150,1.36
"980","004985","성신양회우",15300,0,0,NA,NA,NA,NA,200,1.31
"981","011300","성안",787,0,0,NA,NA,1131,0.7,0,0
"982","081580","성우전자",3230,-25,-0.77,NA,NA,6595,0.49,0,0
"983","045300","성우테크론",5660,-50,-0.88,492,11.5,5254,1.08,40,0.71
"984","015750","성우하이텍",6600,60,0.92,492,13.41,13553,0.49,80,1.21
"985","000180","성창기업지주",2475,-30,-1.2,NA,NA,7529,0.33,0,0
"986","080470","성창오토텍",9900,130,1.33,NA,NA,5186,1.91,30,0.3
"987","043260","성호전자",2005,-65,-3.14,NA,NA,1156,1.73,0,0
"988","148150","세경하이테크",21400,-200,-0.93,1991,10.75,11869,1.8,250,1.17
"989","002420","세기상사",61600,0,0,NA,NA,55045,1.12,0,0
"990","053060","세동",2380,70,3.03,NA,NA,1770,1.34,0,0
"991","017510","세명전기",4675,40,0.86,224,20.87,4681,1,80,1.71
"992","214310","세미콘라이트",1270,10,0.79,NA,NA,1565,0.81,0,0
"993","004360","세방",12900,0,0,240,53.75,35497,0.36,175,1.36
"994","004365","세방우",7170,20,0.28,NA,NA,NA,NA,180,2.51
"995","004490","세방전지",76700,-1100,-1.41,5701,13.45,75298,1.02,500,0.65
"996","011560","세보엠이씨",6940,0,0,NA,NA,14252,0.49,150,2.16
"997","001430","세아베스틸",19950,950,5,483,41.3,51512,0.39,300,1.5
"998","306200","세아제강",93100,600,0.65,8768,10.62,201388,0.46,2000,2.15
"999","003030","세아제강지주",57800,400,0.7,NA,NA,232984,0.25,1500,2.6
"1000","019440","세아특수강",14600,200,1.39,1304,11.2,37014,0.39,900,6.16
"1001","058650","세아홀딩스",85300,1500,1.79,7707,11.07,491403,0.17,2250,2.64
"1002","013000","세우글로벌",2470,0,0,3,823.33,1387,1.78,0,0
"1003","100700","세운메디칼",4815,-15,-0.31,219,21.99,2174,2.21,50,1.04
"1004","234100","세원",5920,70,1.2,69,85.8,1619,3.66,0,0
"1005","024830","세원물산",6280,0,0,1572,3.99,22641,0.28,25,0.4
"1006","091090","세원셀론텍",1790,35,1.99,NA,NA,2896,0.62,0,0
"1007","021820","세원정공",8090,0,0,760,10.64,41536,0.19,25,0.31
"1008","067830","세이브존I&C",3725,-25,-0.67,590,6.31,10914,0.34,30,0.81
"1009","033530","세종공업",8950,220,2.52,257,34.82,16554,0.54,50,0.56
"1010","258830","세종메디칼",10900,-150,-1.36,520,20.96,6822,1.6,100,0.92
"1011","036630","세종텔레콤",832,-6,-0.72,4,208,557,1.49,0,0
"1012","039310","세중",2675,-5,-0.19,123,21.75,4462,0.6,0,0
"1013","075580","세진중공업",6610,-60,-0.9,42,157.38,2765,2.39,20,0.3
"1014","067770","세진티에스",5320,200,3.91,NA,NA,4464,1.19,0,0
"1015","053450","세코닉스",6440,0,0,NA,NA,9257,0.7,50,0.78
"1016","234340","세틀뱅크",32000,-200,-0.62,1466,21.83,11939,2.68,380,1.19
"1017","027970","세하",1915,-20,-1.03,323,5.93,1090,1.76,0,0
"1018","145210","세화아이엠씨",687,27,4.09,NA,NA,588,1.17,0,0
"1019","252500","세화피앤씨",4005,20,0.5,30,133.5,1256,3.19,10,0.25
"1020","347000","센코",21900,-250,-1.13,NA,NA,1950,11.23,0,0
"1021","308170","센트랄모텍",29150,-100,-0.34,782,37.28,11636,2.51,0,0
"1022","051980","센트럴바이오",2375,280,13.37,NA,NA,528,4.5,0,0
"1023","012600","센트럴인사이트",2490,0,0,NA,NA,801,3.11,0,0
"1024","331920","셀레믹스",21150,1150,5.75,NA,NA,800,26.44,0,0
"1025","049180","셀루메드",6190,390,6.72,NA,NA,213,29.06,0,0
"1026","299660","셀리드",72600,16700,29.87,NA,NA,5359,13.55,0,0
"1027","268600","셀리버리",130300,-2600,-1.96,NA,NA,1745,74.67,0,0
"1028","108860","셀바스AI",3560,210,6.27,NA,NA,1380,2.58,0,0
"1029","208370","셀바스헬스케어",2865,30,1.06,NA,NA,1114,2.57,0,0
"1030","068270","셀트리온",311500,5500,1.8,2196,141.85,20421,15.25,0,0
