index,종목코드,종목명,,,,,,
1572,500,가온전선,,,,,,
1573,94940,푸른기술,,,,,,
1574,40,KR모터스,,,,,,
1575,37350,성도이엔지,,,,,,
1576,173940,에프엔씨엔터,,,,,,
1577,43290,케이맥,,,,,,
1578,94840,슈프리마에이치큐,,,,,,
1579,5870,휴니드,,,,,,
1580,198080,엔피디,,,,,,
1581,219130,타이거일렉,,,,,,
1582,123570,이엠넷,,,,,,
1583,5110,한창,,,,,,
1584,14990,인디에프,,,,,,
1585,65510,휴비츠,,,,,,
1586,51380,피씨디렉트,,,,,,
1587,32940,원익,,,,,,
1588,299170,더블유에스아이,,,,,,
1589,9780,엠에스씨,,,,,,
1590,47080,한빛소프트,,,,,,
1591,5190,동성화학,,,,,,
1592,13720,청보산업,,,,,,
1593,5800,신영와코루,,,,,,
1594,60560,홈센타홀딩스,,,,,,
1595,196450,디오스텍,,,,,,
1596,258830,세종메디칼,,,,,,
1597,88910,동우팜투테이블,,,,,,
1598,250930,예선테크,,,,,,
1599,114630,우노앤컴퍼니,,,,,,
1600,25620,제이준코스메틱,,,,,,
1601,246690,TS인베스트먼트,,,,,,
1602,8260,NI스틸,,,,,,
1603,16670,포비스티앤씨,,,,,,
1604,65570,삼영이엔씨,,,,,,
1605,115440,우리넷,,,,,,
1606,92780,동양피스톤,,,,,,
1607,6370,대구백화점,,,,,,
1608,24880,케이피에프,,,,,,
1609,93520,매커스,,,,,,
1610,90410,덕신하우징,,,,,,
1611,214680,디알텍,,,,,,
1612,47560,이스트소프트,,,,,,
1613,36640,HRS,,,,,,
1614,25870,신라에스지,,,,,,
1615,100220,비상교육,,,,,,
1616,318010,팜스빌,,,,,,
1617,6580,대양제지,,,,,,
1618,49520,유아이엘,,,,,,
1619,1140,국보,,,,,,
1620,36170,클라우드에어,,,,,,
1621,79970,투비소프트,,,,,,
1622,215100,로보로보,,,,,,
1623,4450,삼화왕관,,,,,,
1624,52900,KMH하이텍,,,,,,
1625,78860,아이오케이,,,,,,
1626,18700,바른손,,,,,,
1627,3610,방림,,,,,,
1628,38340,UCI,,,,,,
1629,273060,와이즈버즈,,,,,,
1630,109860,동일금속,,,,,,
1631,131100,스카이이앤엠,,,,,,
1632,18680,서울제약,,,,,,
1633,69110,코스온,,,,,,
1634,43260,성호전자,,,,,,
1635,32980,바이온,,,,,,
1636,104200,NHN벅스,,,,,,
1637,89150,케이씨티,,,,,,
1638,138690,엘아이에스,,,,,,
1639,102210,해덕파워웨이,,,,,,
1640,16880,웅진,,,,,,
1641,250060,모비스,,,,,,
1642,21820,세원정공,,,,,,
1643,123410,코리아에프티,,,,,,
1644,58730,다스코,,,,,,
1645,8800,행남사,,,,,,
1646,222420,쎄노텍,,,,,,
1647,49720,고려신용정보,,,,,,
1648,171010,램테크놀러지,,,,,,
1649,45060,오공,,,,,,
1650,208860,엔지스테크널러지,,,,,,
1651,43340,에쎈테크,,,,,,
1652,252500,세화피앤씨,,,,,,
1653,133750,메가엠디,,,,,,
1654,171090,선익시스템,,,,,,
1655,16790,현대사료,,,,,,
1656,14440,영보화학,,,,,,
1657,228340,동양파일,,,,,,
1658,16250,SGC이테크건설,,,,,,
1659,24800,유성티엔에스,,,,,,
1660,33560,블루콤,,,,,,
1661,226340,본느,,,,,,
1662,96690,에이루트,,,,,,
1663,23350,한국종합기술,,,,,,
1664,17370,우신시스템,,,,,,
1665,290120,대유에이피,,,,,,
1666,73190,듀오백,,,,,,
1667,65620,제낙스,,,,,,
1668,32750,삼진,,,,,,
1669,49430,코메론,,,,,,
1670,26940,부국철강,,,,,,
1671,272110,케이엔제이,,,,,,
1672,187220,디티앤씨,,,,,,
1673,219420,링크제니시스,,,,,,
1674,52860,아이앤씨,,,,,,
1675,123840,한일진공,,,,,,
1676,4910,조광페인트,,,,,,
1677,222810,마이더스AI,,,,,,
1678,94820,일진파워,,,,,,
1679,81150,티플랙스,,,,,,
1680,255220,SG,,,,,,
1681,2920,유성기업,,,,,,
1682,66670,디스플레이텍,,,,,,
1683,105840,우진,,,,,,
1684,1810,무림SP,,,,,,
1685,37370,EG,,,,,,
1686,41440,에버다임,,,,,,
1687,105330,케이엔더블유,,,,,,
1688,313760,윌링스,,,,,,
1689,89530,에이티세미콘,,,,,,
1690,1000,신라섬유,,,,,,
1691,4780,대륙제관,,,,,,
1692,317870,엔바이오니아,,,,,,
1693,149980,하이로닉,,,,,,
1694,2680,한탑,,,,,,
1695,96350,대창솔루션,,,,,,
1696,1080,만호제강,,,,,,
1697,286750,나노브릭,,,,,,
1698,217620,디딤,,,,,,
1699,174880,장원테크,,,,,,
1700,101240,씨큐브,,,,,,
1701,14130,한익스프레스,,,,,,
1702,111110,호전실업,,,,,,
1703,225430,케이엠제약,,,,,,
1704,39020,이건홀딩스,,,,,,
1705,92460,한라IMS,,,,,,
1706,39420,케이엘넷,,,,,,
1707,53620,태양,,,,,,
1708,177830,파버나인,,,,,,
1709,230980,에이트원,,,,,,
1710,131760,파인텍,,,,,,
1711,50090,휘닉스소재,,,,,,
1712,64520,바른전자,,,,,,
1713,258790,소프트캠프,,,,,,
1714,100660,서암기계공업,,,,,,
1715,27830,대성창투,,,,,,
1716,36480,대성미생물,,,,,,
1717,10280,쌍용정보통신,,,,,,
1718,104040,대성파인텍,,,,,,
1719,294630,서남,,,,,,
1720,7370,진양제약,,,,,,
1721,42940,상지카일룸,,,,,,
1722,43910,자연과환경,,,,,,
1723,78350,한양디지텍,,,,,,
1724,9180,한솔로지스틱스,,,,,,
1725,42110,에스씨디,,,,,,
1726,89850,유비벨록스,,,,,,
1727,14190,원익큐브,,,,,,
1728,69410,엔텔스,,,,,,
1729,18620,우진비앤지,,,,,,
1730,150840,인트로메딕,,,,,,
1731,133820,화인베스틸,,,,,,
1732,11690,유양디앤유,,,,,,
1733,153490,우리이앤엘,,,,,,
1734,105550,트루윈,,,,,,
1735,9770,삼정펄프,,,,,,
1736,4090,한국석유,,,,,,
1737,205500,액션스퀘어,,,,,,
1738,39010,현대통신,,,,,,
1739,49630,재영솔루텍,,,,,,
1740,23810,인팩,,,,,,
1741,267790,배럴,,,,,,
1742,92300,현우산업,,,,,,
1743,1560,제일연마,,,,,,
1744,181340,이즈미디어,,,,,,
1745,103840,우양,,,,,,
1746,4590,한국가구,,,,,,
1747,13360,일성건설,,,,,,
1748,246960,이노테라피,,,,,,
1749,850,화천기공,,,,,,
1750,38950,파인디지털,,,,,,
1751,4410,서울식품,,,,,,
1752,83650,비에이치아이,,,,,,
1753,3310,대주산업,,,,,,
1754,24890,대원화성,,,,,,
1755,52600,한네트,,,,,,
1756,204630,스튜디오산타클로스,,,,,,
1757,52300,W홀딩컴퍼니,,,,,,
1758,12170,키위미디어그룹,,,,,,
1759,76080,웰크론한텍,,,,,,
1760,97870,효성오앤비,,,,,,
1761,169330,엠브레인,,,,,,
1762,130500,GH신소재,,,,,,
1763,73540,에프알텍,,,,,,
1764,147760,마이크로프랜드,,,,,,
1765,99520,ITX-AI,,,,,,
1766,5670,푸드웰,,,,,,
1767,51780,큐로홀딩스,,,,,,
1768,53270,구영테크,,,,,,
1769,84670,동양고속,,,,,,
1770,69730,DSR제강,,,,,,
1771,39670,한류타임즈,,,,,,
1772,221610,자안,,,,,,
1773,11080,형지I&C,,,,,,
1774,5860,한일사료,,,,,,
1775,318000,한국바이오젠,,,,,,
1776,307180,아이엘사이언스,,,,,,
1777,67010,이씨에스,,,,,,
1778,23150,MH에탄올,,,,,,
1779,17000,신원종합개발,,,,,,
1780,19590,엠벤처투자,,,,,,
1781,12320,경동인베스트,,,,,,
1782,115500,케이씨에스,,,,,,
1783,297570,알로이스,,,,,,
1784,95270,웨이브일렉트로,,,,,,
1785,10470,오리콤,,,,,,
1786,36000,예림당,,,,,,
1787,6660,삼성공조,,,,,,
1788,590,CS홀딩스,,,,,,
1789,90080,평화산업,,,,,,
1790,31860,엔에스엔,,,,,,
1791,8420,문배철강,,,,,,
1792,3010,혜인,,,,,,
1793,33340,좋은사람들,,,,,,
1794,277070,린드먼아시아,,,,,,
1795,21650,한국큐빅,,,,,,
1796,16100,리더스코스메틱,,,,,,
1797,60540,에스에이티,,,,,,
1798,54180,메디콕스,,,,,,
1799,131090,시큐브,,,,,,
1800,80470,성창오토텍,,,,,,
1801,322780,코퍼스코리아,,,,,,
1802,27040,서울전자통신,,,,,,
1803,110020,전진바이오팜,,,,,,
1804,53260,금강철강,,,,,,
1805,62970,피피아이,,,,,,
1806,32680,소프트센,,,,,,
1807,20180,대신정보통신,,,,,,
1808,59120,아진엑스텍,,,,,,
1809,339950,아이비김영,,,,,,
1810,54540,삼영엠텍,,,,,,
1811,115310,인포바인,,,,,,
1812,90370,메타랩스,,,,,,
1813,17480,삼현철강,,,,,,
1814,8870,금비,,,,,,
1815,66360,체리부로,,,,,,
1816,139050,데일리블록체인,,,,,,
1817,80010,이상네트웍스,,,,,,
1818,63760,이엘피,,,,,,
1819,11560,세보엠이씨,,,,,,
1820,59210,메타바이오메드,,,,,,
1821,79950,인베니아,,,,,,
1822,123700,SJM,,,,,,
1823,263810,상신전자,,,,,,
1824,218150,미래생명자원,,,,,,
1825,263920,블러썸엠앤씨,,,,,,
1826,24850,피에스엠씨,,,,,,
1827,222980,한국맥널티,,,,,,
1828,80520,오디텍,,,,,,
1829,75130,플랜티넷,,,,,,
1830,111820,지와이커머스,,,,,,
1831,49550,잉크테크,,,,,,
1832,37400,우리조명,,,,,,
1833,6570,대림통상,,,,,,
1834,177350,베셀,,,,,,
1835,72770,율호,,,,,,
1836,32800,판타지오,,,,,,
1837,203450,유니온커뮤니티,,,,,,
1838,238120,얼라인드,,,,,,
1839,138070,신진에스엠,,,,,,
1840,264850,이랜시스,,,,,,
1841,16920,카스,,,,,,
1842,204840,지엘팜텍,,,,,,
1843,78650,코렌,,,,,,
1844,25820,이구산업,,,,,,
1845,300080,플리토,,,,,,
1846,101170,우림기계,,,,,,
1847,44480,경남바이오파마,,,,,,
1848,317770,슈프리마아이디,,,,,,
1849,21040,대호피앤씨,,,,,,
1850,134060,이퓨쳐,,,,,,
1851,17510,세명전기,,,,,,
1852,37440,희림,,,,,,
1853,126640,화신정공,,,,,,
1854,147830,제룡산업,,,,,,
1855,66410,버킷스튜디오,,,,,,
1856,311390,네오크레마,,,,,,
1857,24840,KBI메탈,,,,,,
1858,290660,네오펙트,,,,,,
1859,100030,모바일리더,,,,,,
1860,19180,티에이치엔,,,,,,
1861,182690,테라셈,,,,,,
1862,257370,명성티엔에스,,,,,,
1863,10400,우진아이엔에스,,,,,,
1864,189690,포시에스,,,,,,
1865,91340,S&K폴리텍,,,,,,
1866,31310,아이즈비전,,,,,,
1867,39610,화성밸브,,,,,,
1868,115480,씨유메디칼,,,,,,
1869,108860,셀바스AI,,,,,,
1870,38110,에코플라스틱,,,,,,
1871,317830,에스피시스템스,,,,,,
1872,73070,에이팸,,,,,,
1873,25560,미래산업,,,,,,
1874,263860,지니언스,,,,,,
1875,27580,상보,,,,,,
1876,87600,픽셀플러스,,,,,,
1877,45510,정원엔시스,,,,,,
1878,91970,나노캠텍,,,,,,
1879,43090,큐브앤컴퍼니,,,,,,
1880,154030,아시아종묘,,,,,,
1881,204020,그리티,,,,,,
1882,46110,한일네트웍스,,,,,,
1883,75970,동국알앤에스,,,,,,
1884,10770,평화홀딩스,,,,,,
1885,115530,씨엔플러스,,,,,,
1886,41590,젬백스지오,,,,,,
1887,69460,대호에이엘,,,,,,
1888,24740,한일단조,,,,,,
1889,128660,피제이메탈,,,,,,
1890,154040,솔루에타,,,,,,
1891,8110,대동전자,,,,,,
1892,5010,휴스틸,,,,,,
1893,2820,선창산업,,,,,,
1894,24070,WISCOM,,,,,,
1895,56000,네스엠,,,,,,
1896,33230,인성정보,,,,,,
1897,226400,오스테오닉,,,,,,
1898,96610,알에프세미,,,,,,
1899,1620,케이비아이동국실업,,,,,,
1900,99440,스맥,,,,,,
1901,73010,케이에스피,,,,,,
1902,37760,쎄니트,,,,,,
1903,50860,아세아텍,,,,,,
1904,246720,아스타,,,,,,
1905,50120,라이브플렉스,,,,,,
1906,64090,에프앤리퍼블릭,,,,,,
1907,38010,제일테크노스,,,,,,
1908,7630,폴루스바이오팜,,,,,,
1909,220180,핸디소프트,,,,,,
1910,52460,아이크래프트,,,,,,
1911,78940,코드네이처,,,,,,
1912,950,전방,,,,,,
1913,7610,선도전기,,,,,,
1914,2290,삼일기업공사,,,,,,
1915,101930,인화정공,,,,,,
1916,48770,TPC,,,,,,
1917,71850,캐스텍코리아,,,,,,
1918,18500,동원금속,,,,,,
1919,8370,원풍,,,,,,
1920,109070,컨버즈,,,,,,
1921,96640,멜파스,,,,,,
1922,38620,위즈코프,,,,,,
1923,19540,일지테크,,,,,,
1924,7120,미래아이앤지,,,,,,
1925,44380,주연테크,,,,,,
1926,123750,알톤스포츠,,,,,,
1927,19570,리더스 기술투자,,,,,,
1928,320000,윈텍,,,,,,
1929,127710,아시아경제,,,,,,
1930,46310,백금T&A,,,,,,
1931,24830,세원물산,,,,,,
1932,332370,아이디피,,,,,,
1933,122690,서진오토모티브,,,,,,
1934,119500,포메탈,,,,,,
1935,168330,내츄럴엔도텍,,,,,,
1936,279600,미디어젠,,,,,,
1937,192410,감마누,,,,,,
1938,3780,진양산업,,,,,,
1939,11700,한신기계,,,,,,
1940,290270,휴네시온,,,,,,
1941,215480,토박스코리아,,,,,,
1942,30350,드래곤플라이,,,,,,
1943,234920,자이글,,,,,,
1944,49830,승일,,,,,,
1945,254120,자비스,,,,,,
1946,49800,우진플라임,,,,,,
1947,208370,셀바스헬스케어,,,,,,
1948,221980,케이디켐,,,,,,
1949,11300,성안,,,,,,
1950,10660,화천기계,,,,,,
1951,101000,상상인인더스트리,,,,,,
1952,65770,CS,,,,,,
1953,440,중앙에너비스,,,,,,
1954,67920,이글루시큐리티,,,,,,
1955,277410,인산가,,,,,,
1956,213090,미래테크놀로지,,,,,,
1957,25530,SJM홀딩스,,,,,,
1958,79650,서산,,,,,,
1959,2220,한일철강,,,,,,
1960,48470,대동스틸,,,,,,
1961,14100,메디앙스,,,,,,
1962,67770,세진티에스,,,,,,
1963,72130,유엔젤,,,,,,
1964,190650,코리아에셋투자증권,,,,,,
1965,39240,경남스틸,,,,,,
1966,140520,대창스틸,,,,,,
1967,141070,맥스로텍,,,,,,
1968,18470,조일알미늄,,,,,,
1969,39310,세중,,,,,,
1970,6920,모헨즈,,,,,,
1971,60300,레드로버,,,,,,
1972,106080,하이소닉,,,,,,
1973,98120,마이크로컨텍솔,,,,,,
1974,69140,누리플랜,,,,,,
1975,45300,성우테크론,,,,,,
1976,3680,한성기업,,,,,,
1977,85810,알티캐스트,,,,,,
1978,53290,NE능률,,,,,,
1979,94970,제이엠티,,,,,,
1980,66910,손오공,,,,,,
1981,53050,지에스이,,,,,,
1982,85670,뉴프렉스,,,,,,
1983,760,이화산업,,,,,,
1984,130740,티피씨글로벌,,,,,,
1985,54040,한국컴퓨터,,,,,,
1986,67730,로지시스,,,,,,
1987,39980,리노스,,,,,,
1988,66790,씨씨에스,,,,,,
1989,60260,뉴보텍,,,,,,
1990,35290,더블유에프엠,,,,,,
1991,46070,코다코,,,,,,
1992,36620,버추얼텍,,,,,,
1993,54940,엑사이엔씨,,,,,,
1994,86060,진바이오텍,,,,,,
1995,173130,오파스넷,,,,,,
1996,81580,성우전자,,,,,,
1997,128540,에코캡,,,,,,
1998,28080,휴맥스홀딩스,,,,,,
1999,8470,부스타,,,,,,
2000,54930,유신,,,,,,
2001,43590,크로바하이텍,,,,,,
2002,99410,동방선기,,,,,,
2003,310200,애니플러스,,,,,,
2004,6880,신송홀딩스,,,,,,
2005,88790,진도,,,,,,
2006,101730,조이맥스,,,,,,
2007,19490,하이트론,,,,,,
2008,309930,오하임아이엔티,,,,,,
2009,76610,해성옵틱스,,,,,,
2010,32080,아즈텍WB,,,,,,
2011,208710,바이오로그디바이스,,,,,,
2012,32540,TJ미디어,,,,,,
2013,114190,강원,,,,,,
2014,32960,동일기연,,,,,,
2015,50320,아래스,,,,,,
2016,46970,우리로,,,,,,
2017,121850,코이즈,,,,,,
2018,109080,옵티시스,,,,,,
2019,64480,브리지텍,,,,,,
2020,32580,피델릭스,,,,,,
2021,80530,코디,,,,,,
2022,7530,영신금속,,,,,,
2023,24940,PN풍년,,,,,,
2024,19990,에너토크,,,,,,
2025,131180,딜리,,,,,,
2026,93640,다믈멀티미디어,,,,,,
2027,217190,제너셈,,,,,,
2028,51630,진양화학,,,,,,
2029,208350,지란지교시큐리티,,,,,,
2030,49120,파인디앤씨,,,,,,
2031,21880,메이슨캐피탈,,,,,,
2032,7770,한일화학,,,,,,
2033,86250,이노와이즈,,,,,,
2034,153460,네이블,,,,,,
2035,51390,YW,,,,,,
2036,4100,태양금속,,,,,,
2037,5820,원림,,,,,,
2038,65420,에스아이리소스,,,,,,
2039,35200,프럼파스트,,,,,,
2040,30720,동원수산,,,,,,
2041,90150,광진윈텍,,,,,,
2042,60480,국일신동,,,,,,
2043,6200,한국전자홀딩스,,,,,,
2044,85910,네오티스,,,,,,
2045,9810,엔케이물산,,,,,,
2046,214310,세미콘라이트,,,,,,
2047,136510,쎄미시스코,,,,,,
2048,101390,아이엠,,,,,,
2049,29480,릭스솔루션,,,,,,
2050,25880,케이씨피드,,,,,,
2051,33250,체시스,,,,,,
2052,12620,원일특강,,,,,,
2053,11230,삼화전자,,,,,,
2054,65440,이루온,,,,,,
2055,2690,동일제강,,,,,,
2056,9140,경인전자,,,,,,
2057,317850,대모,,,,,,
2058,70590,한솔인티큐브,,,,,,
2059,71090,하이스틸,,,,,,
2060,35460,기산텔레콤,,,,,,
2061,69640,한세엠케이,,,,,,
2062,84180,수성,,,,,,
2063,65690,파커스,,,,,,
2064,79000,와토스코리아,,,,,,
2065,72950,빛샘전자,,,,,,
2066,11420,갤럭시아에스엠,,,,,,
2067,5030,부산주공,,,,,,
2068,184230,SGA솔루션즈,,,,,,
2069,82660,코스나인,,,,,,
2070,59100,아이컴포넌트,,,,,,
2071,64510,에코마이스터,,,,,,
2072,237750,피앤씨테크,,,,,,
2073,54410,케이피티유,,,,,,
2074,79170,한창산업,,,,,,
2075,187790,나노,,,,,,
2076,93380,풍강,,,,,,
2077,212560,네오오토,,,,,,
2078,223310,경남제약헬스케어,,,,,,
2079,33050,제이엠아이,,,,,,
2080,14910,성문전자,,,,,,
2081,49470,SGA,,,,,,
2082,54300,팬스타엔터프라이즈,,,,,,
2083,23790,동일철강,,,,,,
2084,56090,유앤아이,,,,,,
2085,48830,엔피케이,,,,,,
2086,197140,디지캡,,,,,,
2087,159910,스킨앤스킨,,,,,,
2088,84870,TBH글로벌,,,,,,
2089,43710,서울리거,,,,,,
2090,263540,샘코,,,,,,
2091,175140,인포마크,,,,,,
2092,71950,코아스,,,,,,
2093,275630,에스에스알,,,,,,
2094,192390,윈하이텍,,,,,,
2095,83470,이엠앤아이,,,,,,
2096,91440,텔레필드,,,,,,
2097,10420,한솔PNS,,,,,,
2098,70300,엑스큐어,,,,,,
2099,225590,패션플랫폼,,,,,,
2100,323230,엠에프엠코리아,,,,,,
2101,8830,대동기어,,,,,,
2102,52770,아이톡시,,,,,,
2103,60380,동양에스텍,,,,,,
2104,26040,제이에스티나,,,,,,
2105,36180,지더블유바이텍,,,,,,
2106,115570,스타플렉스,,,,,,
2107,66430,와이오엠,,,,,,
2108,1210,금호전기,,,,,,
2109,32280,삼일,,,,,,
2110,123330,제닉,,,,,,
2111,1420,태원물산,,,,,,
2112,17250,인터엠,,,,,,
2113,15260,에이엔피,,,,,,
2114,215090,이디티,,,,,,
2115,44780,에이치케이,,,,,,
2116,10640,진양폴리,,,,,,
2117,189860,서전기전,,,,,,
2118,15020,이스타코,,,,,,
2119,45890,GV,,,,,,
2120,1770,신화실업,,,,,,
2121,3280,흥아해운,,,,,,
2122,53110,소리바다,,,,,,
2123,317530,캐리소프트,,,,,,
2124,187270,신화콘텍,,,,,,
2125,227100,디자인,,,,,,
2126,134580,디엠티,,,,,,
2127,101400,엔시트론,,,,,,
2128,161570,THE MIDONG,,,,,,
2129,39740,한국정보공학,,,,,,
2130,98660,에스티오,,,,,,
2131,26910,광진실업,,,,,,
2132,196700,웹스,,,,,,
2133,87730,이엠네트웍스,,,,,,
2134,33110,코너스톤네트웍스,,,,,,
2135,114120,크루셜텍,,,,,,
2136,9730,코센,,,,,,
2137,101670,코리아에스이,,,,,,
2138,20400,대동금속,,,,,,
2139,66110,한프,,,,,,
2140,2420,세기상사,,,,,,
2141,33430,디에스티,,,,,,
2142,191410,육일씨엔에쓰,,,,,,
2143,43360,디지아이,,,,,,
2144,43100,솔고바이오,,,,,,
2145,53060,세동,,,,,,
2146,96870,엘디티,,,,,,
2147,113810,디젠스,,,,,,
2148,127160,매직마이크로,,,,,,
2149,58450,일야,,,,,,
2150,4920,씨아이테크,,,,,,
2151,53660,현진소재,,,,,,
2152,58530,슈펙스비앤피,,,,,,
2153,8500,일정실업,,,,,,
2154,39230,에이아이비트,,,,,,
2155,103230,에스앤더블류,,,,,,
2156,10580,지코,,,,,,
2157,44180,KD,,,,,,
2158,141020,포티스,,,,,,
2159,160600,이큐셀,,,,,,
2160,25890,한국주강,,,,,,
2161,115610,이미지스,,,,,,
2162,50540,한국코퍼레이션,,,,,,
2163,33790,스카이문스테크놀로지,,,,,,
2164,52190,이에스에이,,,,,,
2165,28040,미래SCI,,,,,,
2166,69330,유아이디,,,,,,
2167,101680,한국정밀기계,,,,,,
2168,58220,아리온,,,,,,
2169,38160,팍스넷,,,,,,
2170,33600,럭슬,,,,,,
2171,226350,아이엠텍,,,,,,
2172,195440,퓨전,,,,,,
2173,58420,제이웨이,,,,,,
2174,121890,에스디시스템,,,,,,
2175,114570,지스마트글로벌,,,,,,
2176,80440,에스제이케이,,,,,,
2177,347140,케이프이에스제4호,,,,,,
2178,158310,스타모빌리티,,,,,,
